"Plot Title: 20568277"
"#","Date Time, GMT-08:00","DO conc, mg/L (LGR S/N: 20568277, SEN S/N: 20568277)","Temp, °C (LGR S/N: 20568277, SEN S/N: 20568277)","Coupler Attached (LGR S/N: 20568277)","Host Connected (LGR S/N: 20568277)","Stopped (LGR S/N: 20568277)","End Of File (LGR S/N: 20568277)"
4777,03/14/20 07:00:00 AM,8.87,11.82,,,,
4778,03/14/20 07:15:00 AM,8.85,11.80,,,,
4779,03/14/20 07:30:00 AM,8.86,11.78,,,,
4780,03/14/20 07:45:00 AM,8.86,11.72,,,,
4781,03/14/20 08:00:00 AM,8.94,11.68,,,,
4782,03/14/20 08:15:00 AM,8.95,11.64,,,,
4783,03/14/20 08:30:00 AM,8.97,11.62,,,,
4784,03/14/20 08:45:00 AM,9.04,11.60,,,,
4785,03/14/20 09:00:00 AM,9.14,11.56,,,,
4786,03/14/20 09:15:00 AM,9.19,11.54,,,,
4787,03/14/20 09:30:00 AM,9.26,11.52,,,,
4788,03/14/20 09:45:00 AM,9.35,11.54,,,,
4789,03/14/20 10:00:00 AM,9.43,11.54,,,,
4790,03/14/20 10:15:00 AM,9.50,11.54,,,,
4791,03/14/20 10:30:00 AM,9.57,11.52,,,,
4792,03/14/20 10:45:00 AM,9.69,11.54,,,,
4793,03/14/20 11:00:00 AM,9.73,11.62,,,,
4794,03/14/20 11:15:00 AM,9.85,11.68,,,,
4795,03/14/20 11:30:00 AM,9.91,11.76,,,,
4796,03/14/20 11:45:00 AM,9.98,11.82,,,,
4797,03/14/20 12:00:00 PM,10.12,11.92,,,,
4798,03/14/20 12:15:00 PM,10.21,12.04,,,,
4799,03/14/20 12:30:00 PM,10.32,12.22,,,,
4800,03/14/20 12:45:00 PM,10.32,12.32,,,,
4801,03/14/20 01:00:00 PM,10.39,12.34,,,,
4802,03/14/20 01:15:00 PM,10.42,12.40,,,,
4803,03/14/20 01:30:00 PM,10.51,12.50,,,,
4804,03/14/20 01:45:00 PM,10.53,12.56,,,,
4805,03/14/20 02:00:00 PM,10.52,12.62,,,,
4806,03/14/20 02:15:00 PM,10.53,12.66,,,,
4807,03/14/20 02:30:00 PM,10.55,12.70,,,,
4808,03/14/20 02:45:00 PM,10.49,12.72,,,,
4809,03/14/20 03:00:00 PM,10.46,12.70,,,,
4810,03/14/20 03:15:00 PM,10.45,12.70,,,,
4811,03/14/20 03:30:00 PM,10.46,12.70,,,,
4812,03/14/20 03:45:00 PM,10.48,12.74,,,,
4813,03/14/20 04:00:00 PM,10.50,12.80,,,,
4814,03/14/20 04:15:00 PM,10.47,12.84,,,,
4815,03/14/20 04:30:00 PM,10.59,12.88,,,,
4816,03/14/20 04:45:00 PM,10.61,12.92,,,,
4817,03/14/20 05:00:00 PM,10.56,12.94,,,,
4818,03/14/20 05:15:00 PM,10.54,12.96,,,,
4819,03/14/20 05:30:00 PM,10.49,12.94,,,,
4820,03/14/20 05:45:00 PM,10.55,12.92,,,,
4821,03/14/20 06:00:00 PM,10.53,12.94,,,,
4822,03/14/20 06:15:00 PM,10.49,12.92,,,,
4823,03/14/20 06:30:00 PM,10.50,12.88,,,,
4824,03/14/20 06:45:00 PM,10.47,12.82,,,,
4825,03/14/20 07:00:00 PM,10.45,12.74,,,,
4826,03/14/20 07:15:00 PM,10.40,12.68,,,,
4827,03/14/20 07:30:00 PM,10.34,12.62,,,,
4828,03/14/20 07:45:00 PM,10.30,12.58,,,,
4829,03/14/20 08:00:00 PM,10.20,12.56,,,,
4830,03/14/20 08:15:00 PM,10.19,12.48,,,,
4831,03/14/20 08:30:00 PM,10.07,12.44,,,,
4832,03/14/20 08:45:00 PM,10.05,12.40,,,,
4833,03/14/20 09:00:00 PM,9.84,12.38,,,,
4834,03/14/20 09:15:00 PM,9.83,12.36,,,,
4835,03/14/20 09:30:00 PM,9.74,12.32,,,,
4836,03/14/20 09:45:00 PM,9.56,12.28,,,,
4837,03/14/20 10:00:00 PM,9.60,12.24,,,,
4838,03/14/20 10:15:00 PM,9.53,12.22,,,,
4839,03/14/20 10:30:00 PM,9.40,12.20,,,,
4840,03/14/20 10:45:00 PM,9.58,12.16,,,,
4841,03/14/20 11:00:00 PM,9.57,12.10,,,,
4842,03/14/20 11:15:00 PM,9.43,12.06,,,,
4843,03/14/20 11:30:00 PM,9.43,12.04,,,,
4844,03/14/20 11:45:00 PM,9.35,12.00,,,,
4845,03/15/20 12:00:00 AM,9.63,11.98,,,,
4846,03/15/20 12:15:00 AM,9.58,11.92,,,,
4847,03/15/20 12:30:00 AM,9.45,11.90,,,,
4848,03/15/20 12:45:00 AM,9.55,11.84,,,,
4849,03/15/20 01:00:00 AM,9.58,11.78,,,,
4850,03/15/20 01:15:00 AM,9.59,11.72,,,,
4851,03/15/20 01:30:00 AM,9.65,11.68,,,,
4852,03/15/20 01:45:00 AM,9.51,11.64,,,,
4853,03/15/20 02:00:00 AM,9.60,11.58,,,,
4854,03/15/20 02:15:00 AM,9.62,11.54,,,,
4855,03/15/20 02:30:00 AM,9.57,11.50,,,,
4856,03/15/20 02:45:00 AM,9.56,11.46,,,,
4857,03/15/20 03:00:00 AM,9.55,11.42,,,,
4858,03/15/20 03:15:00 AM,9.53,11.38,,,,
4859,03/15/20 03:30:00 AM,9.41,11.30,,,,
4860,03/15/20 03:45:00 AM,9.42,11.22,,,,
4861,03/15/20 04:00:00 AM,9.44,11.16,,,,
4862,03/15/20 04:15:00 AM,9.45,11.10,,,,
4863,03/15/20 04:30:00 AM,9.46,11.04,,,,
4864,03/15/20 04:45:00 AM,9.51,11.00,,,,
4865,03/15/20 05:00:00 AM,9.44,10.94,,,,
4866,03/15/20 05:15:00 AM,9.52,10.86,,,,
4867,03/15/20 05:30:00 AM,9.51,10.80,,,,
4868,03/15/20 05:45:00 AM,9.61,10.74,,,,
4869,03/15/20 06:00:00 AM,9.61,10.66,,,,
4870,03/15/20 06:15:00 AM,9.61,10.60,,,,
4871,03/15/20 06:30:00 AM,9.71,10.54,,,,
4872,03/15/20 06:45:00 AM,9.78,10.50,,,,
4873,03/15/20 07:00:00 AM,9.83,10.46,,,,
4874,03/15/20 07:15:00 AM,9.87,10.42,,,,
4875,03/15/20 07:30:00 AM,9.86,10.40,,,,
4876,03/15/20 07:45:00 AM,9.88,10.40,,,,
4877,03/15/20 08:00:00 AM,9.92,10.40,,,,
4878,03/15/20 08:15:00 AM,10.01,10.38,,,,
4879,03/15/20 08:30:00 AM,10.11,10.44,,,,
4880,03/15/20 08:45:00 AM,10.18,10.50,,,,
4881,03/15/20 09:00:00 AM,10.25,10.48,,,,
4882,03/15/20 09:15:00 AM,10.29,10.44,,,,
4883,03/15/20 09:30:00 AM,10.36,10.42,,,,
4884,03/15/20 09:45:00 AM,10.44,10.44,,,,
4885,03/15/20 10:00:00 AM,10.52,10.52,,,,
4886,03/15/20 10:15:00 AM,10.66,10.66,,,,
4887,03/15/20 10:30:00 AM,10.77,10.84,,,,
4888,03/15/20 10:45:00 AM,10.86,11.00,,,,
4889,03/15/20 11:00:00 AM,10.96,11.20,,,,
4890,03/15/20 11:15:00 AM,11.02,11.46,,,,
4891,03/15/20 11:30:00 AM,11.01,11.62,,,,
4892,03/15/20 11:45:00 AM,10.98,11.68,,,,
4893,03/15/20 12:00:00 PM,10.98,11.72,,,,
4894,03/15/20 12:15:00 PM,10.94,11.78,,,,
4895,03/15/20 12:30:00 PM,10.96,11.86,,,,
4896,03/15/20 12:45:00 PM,10.95,11.98,,,,
4897,03/15/20 01:00:00 PM,10.94,12.08,,,,
4898,03/15/20 01:15:00 PM,10.90,12.12,,,,
4899,03/15/20 01:30:00 PM,10.96,12.14,,,,
4900,03/15/20 01:45:00 PM,11.00,12.14,,,,
4901,03/15/20 02:00:00 PM,11.09,12.26,,,,
4902,03/15/20 02:15:00 PM,11.06,12.48,,,,
4903,03/15/20 02:30:00 PM,11.08,12.56,,,,
4904,03/15/20 02:45:00 PM,11.04,12.56,,,,
4905,03/15/20 03:00:00 PM,11.01,12.56,,,,
4906,03/15/20 03:15:00 PM,11.01,12.58,,,,
4907,03/15/20 03:30:00 PM,11.01,12.56,,,,
4908,03/15/20 03:45:00 PM,10.91,12.54,,,,
4909,03/15/20 04:00:00 PM,11.00,12.52,,,,
4910,03/15/20 04:15:00 PM,10.95,12.52,,,,
4911,03/15/20 04:30:00 PM,10.97,12.48,,,,
4912,03/15/20 04:45:00 PM,10.93,12.46,,,,
4913,03/15/20 05:00:00 PM,10.95,12.42,,,,
4914,03/15/20 05:15:00 PM,10.91,12.40,,,,
4915,03/15/20 05:30:00 PM,9.93,12.38,,,,
4916,03/15/20 05:45:00 PM,10.53,12.34,,,,
4917,03/15/20 06:00:00 PM,10.61,12.32,,,,
4918,03/15/20 06:15:00 PM,10.67,12.30,,,,
4919,03/15/20 06:30:00 PM,10.44,12.26,,,,
4920,03/15/20 06:45:00 PM,10.42,12.24,,,,
4921,03/15/20 07:00:00 PM,10.62,12.22,,,,
4922,03/15/20 07:15:00 PM,10.49,12.20,,,,
4923,03/15/20 07:30:00 PM,10.60,12.16,,,,
4924,03/15/20 07:45:00 PM,10.42,12.14,,,,
4925,03/15/20 08:00:00 PM,10.21,12.12,,,,
4926,03/15/20 08:15:00 PM,10.20,12.10,,,,
4927,03/15/20 08:30:00 PM,10.16,12.08,,,,
4928,03/15/20 08:45:00 PM,10.12,12.06,,,,
4929,03/15/20 09:00:00 PM,10.01,12.00,,,,
4930,03/15/20 09:15:00 PM,10.14,11.96,,,,
4931,03/15/20 09:30:00 PM,10.03,11.94,,,,
4932,03/15/20 09:45:00 PM,10.10,11.92,,,,
4933,03/15/20 10:00:00 PM,10.02,11.90,,,,
4934,03/15/20 10:15:00 PM,9.82,11.88,,,,
4935,03/15/20 10:30:00 PM,9.94,11.82,,,,
4936,03/15/20 10:45:00 PM,9.82,11.80,,,,
4937,03/15/20 11:00:00 PM,9.72,11.76,,,,
4938,03/15/20 11:15:00 PM,9.53,11.72,,,,
4939,03/15/20 11:30:00 PM,9.95,11.66,,,,
4940,03/15/20 11:45:00 PM,9.91,11.66,,,,
4941,03/16/20 12:00:00 AM,9.90,11.64,,,,
4942,03/16/20 12:15:00 AM,9.98,11.58,,,,
4943,03/16/20 12:30:00 AM,9.88,11.50,,,,
4944,03/16/20 12:45:00 AM,9.89,11.42,,,,
4945,03/16/20 01:00:00 AM,9.57,11.38,,,,
4946,03/16/20 01:15:00 AM,9.57,11.30,,,,
4947,03/16/20 01:30:00 AM,9.85,11.22,,,,
4948,03/16/20 01:45:00 AM,9.85,11.14,,,,
4949,03/16/20 02:00:00 AM,9.88,11.04,,,,
4950,03/16/20 02:15:00 AM,9.90,10.94,,,,
4951,03/16/20 02:30:00 AM,9.91,10.88,,,,
4952,03/16/20 02:45:00 AM,9.85,10.84,,,,
4953,03/16/20 03:00:00 AM,9.76,10.76,,,,
4954,03/16/20 03:15:00 AM,9.58,10.70,,,,
4955,03/16/20 03:30:00 AM,9.40,10.64,,,,
4956,03/16/20 03:45:00 AM,9.34,10.64,,,,
4957,03/16/20 04:00:00 AM,9.49,10.62,,,,
4958,03/16/20 04:15:00 AM,9.51,10.60,,,,
4959,03/16/20 04:30:00 AM,9.47,10.56,,,,
4960,03/16/20 04:45:00 AM,9.30,10.52,,,,
4961,03/16/20 05:00:00 AM,9.37,10.50,,,,
4962,03/16/20 05:15:00 AM,9.30,10.48,,,,
4963,03/16/20 05:30:00 AM,9.33,10.44,,,,
4964,03/16/20 05:45:00 AM,9.24,10.38,,,,
4965,03/16/20 06:00:00 AM,9.62,10.32,,,,
4966,03/16/20 06:15:00 AM,9.61,10.28,,,,
4967,03/16/20 06:30:00 AM,9.50,10.26,,,,
4968,03/16/20 06:45:00 AM,9.55,10.24,,,,
4969,03/16/20 07:00:00 AM,9.52,10.22,,,,
4970,03/16/20 07:15:00 AM,9.53,10.20,,,,
4971,03/16/20 07:30:00 AM,9.45,10.20,,,,
4972,03/16/20 07:45:00 AM,9.44,10.18,,,,
4973,03/16/20 08:00:00 AM,9.43,10.16,,,,
4974,03/16/20 08:15:00 AM,9.37,10.14,,,,
4975,03/16/20 08:30:00 AM,9.37,10.14,,,,
4976,03/16/20 08:45:00 AM,9.45,10.14,,,,
4977,03/16/20 09:00:00 AM,9.51,10.18,,,,
4978,03/16/20 09:15:00 AM,9.44,10.18,,,,
4979,03/16/20 09:30:00 AM,9.44,10.16,,,,
4980,03/16/20 09:45:00 AM,9.60,10.18,,,,
4981,03/16/20 10:00:00 AM,9.60,10.20,,,,
4982,03/16/20 10:15:00 AM,9.69,10.22,,,,
4983,03/16/20 10:30:00 AM,9.63,10.22,,,,
4984,03/16/20 10:45:00 AM,9.58,10.22,,,,
4985,03/16/20 11:00:00 AM,9.74,10.24,,,,
4986,03/16/20 11:15:00 AM,9.11,10.26,,,,
4987,03/16/20 11:30:00 AM,9.69,10.30,,,,
4988,03/16/20 11:45:00 AM,9.68,10.36,,,,
4989,03/16/20 12:00:00 PM,9.84,10.40,,,,
4990,03/16/20 12:15:00 PM,10.02,10.44,,,,
4991,03/16/20 12:30:00 PM,10.03,10.50,,,,
4992,03/16/20 12:45:00 PM,9.98,10.60,,,,
4993,03/16/20 01:00:00 PM,10.14,10.72,,,,
4994,03/16/20 01:15:00 PM,10.31,10.88,,,,
4995,03/16/20 01:30:00 PM,10.33,10.94,,,,
4996,03/16/20 01:45:00 PM,10.28,10.98,,,,
4997,03/16/20 02:00:00 PM,10.27,11.04,,,,
4998,03/16/20 02:15:00 PM,10.23,11.10,,,,
4999,03/16/20 02:30:00 PM,10.38,11.12,,,,
5000,03/16/20 02:45:00 PM,10.61,11.14,,,,
5001,03/16/20 03:00:00 PM,10.55,11.20,,,,
5002,03/16/20 03:15:00 PM,10.39,11.26,,,,
5003,03/16/20 03:30:00 PM,10.51,11.34,,,,
5004,03/16/20 03:45:00 PM,10.62,11.38,,,,
5005,03/16/20 04:00:00 PM,10.74,11.40,,,,
5006,03/16/20 04:15:00 PM,10.78,11.42,,,,
5007,03/16/20 04:30:00 PM,10.84,11.40,,,,
5008,03/16/20 04:45:00 PM,10.93,11.40,,,,
5009,03/16/20 05:00:00 PM,10.92,11.38,,,,
5010,03/16/20 05:15:00 PM,10.93,11.36,,,,
5011,03/16/20 05:30:00 PM,11.03,11.32,,,,
5012,03/16/20 05:45:00 PM,11.12,11.30,,,,
5013,03/16/20 06:00:00 PM,10.99,11.28,,,,
5014,03/16/20 06:15:00 PM,10.95,11.26,,,,
5015,03/16/20 06:30:00 PM,10.70,11.22,,,,
5016,03/16/20 06:45:00 PM,10.93,11.20,,,,
5017,03/16/20 07:00:00 PM,10.90,11.20,,,,
5018,03/16/20 07:15:00 PM,10.76,11.18,,,,
5019,03/16/20 07:30:00 PM,10.83,11.20,,,,
5020,03/16/20 07:45:00 PM,10.97,11.18,,,,
5021,03/16/20 08:00:00 PM,10.86,11.18,,,,
5022,03/16/20 08:15:00 PM,10.70,11.18,,,,
5023,03/16/20 08:30:00 PM,10.50,11.16,,,,
5024,03/16/20 08:45:00 PM,10.29,11.14,,,,
5025,03/16/20 09:00:00 PM,10.11,11.10,,,,
5026,03/16/20 09:15:00 PM,10.11,11.06,,,,
5027,03/16/20 09:30:00 PM,9.93,11.06,,,,
5028,03/16/20 09:45:00 PM,9.95,11.04,,,,
5029,03/16/20 10:00:00 PM,9.92,11.02,,,,
5030,03/16/20 10:15:00 PM,9.95,10.98,,,,
5031,03/16/20 10:30:00 PM,9.90,10.94,,,,
5032,03/16/20 10:45:00 PM,9.87,10.90,,,,
5033,03/16/20 11:00:00 PM,9.90,10.86,,,,
5034,03/16/20 11:15:00 PM,9.85,10.86,,,,
5035,03/16/20 11:30:00 PM,9.64,10.86,,,,
5036,03/16/20 11:45:00 PM,9.68,10.84,,,,
5037,03/17/20 12:00:00 AM,9.60,10.80,,,,
5038,03/17/20 12:15:00 AM,9.60,10.78,,,,
5039,03/17/20 12:30:00 AM,9.62,10.76,,,,
5040,03/17/20 12:45:00 AM,9.88,10.76,,,,
5041,03/17/20 01:00:00 AM,10.00,10.72,,,,
5042,03/17/20 01:15:00 AM,9.94,10.68,,,,
5043,03/17/20 01:30:00 AM,9.86,10.66,,,,
5044,03/17/20 01:45:00 AM,9.83,10.66,,,,
5045,03/17/20 02:00:00 AM,9.81,10.66,,,,
5046,03/17/20 02:15:00 AM,9.78,10.64,,,,
5047,03/17/20 02:30:00 AM,9.81,10.64,,,,
5048,03/17/20 02:45:00 AM,9.71,10.62,,,,
5049,03/17/20 03:00:00 AM,9.67,10.56,,,,
5050,03/17/20 03:15:00 AM,9.73,10.50,,,,
5051,03/17/20 03:30:00 AM,9.71,10.42,,,,
5052,03/17/20 03:45:00 AM,9.77,10.36,,,,
5053,03/17/20 04:00:00 AM,9.82,10.30,,,,
5054,03/17/20 04:15:00 AM,9.82,10.26,,,,
5055,03/17/20 04:30:00 AM,9.84,10.14,,,,
5056,03/17/20 04:45:00 AM,9.93,10.04,,,,
5057,03/17/20 05:00:00 AM,9.89,9.98,,,,
5058,03/17/20 05:15:00 AM,9.84,9.92,,,,
5059,03/17/20 05:30:00 AM,9.79,9.88,,,,
5060,03/17/20 05:45:00 AM,9.92,9.80,,,,
5061,03/17/20 06:00:00 AM,9.91,9.70,,,,
5062,03/17/20 06:15:00 AM,9.92,9.64,,,,
5063,03/17/20 06:30:00 AM,9.93,9.56,,,,
5064,03/17/20 06:45:00 AM,9.96,9.48,,,,
5065,03/17/20 07:00:00 AM,10.05,9.42,,,,
5066,03/17/20 07:15:00 AM,10.01,9.44,,,,
5067,03/17/20 07:30:00 AM,10.07,9.42,,,,
5068,03/17/20 07:45:00 AM,10.09,9.40,,,,
5069,03/17/20 08:00:00 AM,10.15,9.44,,,,
5070,03/17/20 08:15:00 AM,10.23,9.46,,,,
5071,03/17/20 08:30:00 AM,10.32,9.46,,,,
5072,03/17/20 08:45:00 AM,10.37,9.48,,,,
5073,03/17/20 09:00:00 AM,10.52,9.50,,,,
5074,03/17/20 09:15:00 AM,10.63,9.58,,,,
5075,03/17/20 09:30:00 AM,10.69,9.70,,,,
5076,03/17/20 09:45:00 AM,10.80,9.80,,,,
5077,03/17/20 10:00:00 AM,10.91,9.96,,,,
5078,03/17/20 10:15:00 AM,10.94,10.08,,,,
5079,03/17/20 10:30:00 AM,11.03,10.22,,,,
5080,03/17/20 10:45:00 AM,11.11,10.38,,,,
5081,03/17/20 11:00:00 AM,11.19,10.54,,,,
5082,03/17/20 11:15:00 AM,11.27,10.74,,,,
5083,03/17/20 11:30:00 AM,11.35,10.92,,,,
5084,03/17/20 11:45:00 AM,11.42,11.10,,,,
5085,03/17/20 12:00:00 PM,11.43,11.26,,,,
5086,03/17/20 12:15:00 PM,11.37,11.34,,,,
5087,03/17/20 12:30:00 PM,11.51,11.52,,,,
5088,03/17/20 12:45:00 PM,11.61,11.72,,,,
5089,03/17/20 01:00:00 PM,11.65,11.88,,,,
5090,03/17/20 01:15:00 PM,11.78,12.02,,,,
5091,03/17/20 01:30:00 PM,11.86,12.16,,,,
5092,03/17/20 01:45:00 PM,11.88,12.30,,,,
5093,03/17/20 02:00:00 PM,11.93,12.46,,,,
5094,03/17/20 02:15:00 PM,12.07,12.58,,,,
5095,03/17/20 02:30:00 PM,12.10,12.72,,,,
5096,03/17/20 02:45:00 PM,12.16,12.84,,,,
5097,03/17/20 03:00:00 PM,12.19,12.96,,,,
5098,03/17/20 03:15:00 PM,12.18,13.08,,,,
5099,03/17/20 03:30:00 PM,12.18,13.18,,,,
5100,03/17/20 03:45:00 PM,12.20,13.24,,,,
5101,03/17/20 04:00:00 PM,12.13,13.26,,,,
5102,03/17/20 04:15:00 PM,11.88,13.26,,,,
5103,03/17/20 04:30:00 PM,12.17,13.26,,,,
5104,03/17/20 04:45:00 PM,12.25,13.24,,,,
5105,03/17/20 05:00:00 PM,12.28,13.22,,,,
5106,03/17/20 05:15:00 PM,12.28,13.20,,,,
5107,03/17/20 05:30:00 PM,12.26,13.16,,,,
5108,03/17/20 05:45:00 PM,12.17,13.12,,,,
5109,03/17/20 06:00:00 PM,12.12,13.10,,,,
5110,03/17/20 06:15:00 PM,12.12,13.06,,,,
5111,03/17/20 06:30:00 PM,12.11,12.98,,,,
5112,03/17/20 06:45:00 PM,11.97,12.90,,,,
5113,03/17/20 07:00:00 PM,11.82,12.84,,,,
5114,03/17/20 07:15:00 PM,11.69,12.78,,,,
5115,03/17/20 07:30:00 PM,11.49,12.72,,,,
5116,03/17/20 07:45:00 PM,11.49,12.66,,,,
5117,03/17/20 08:00:00 PM,11.36,12.62,,,,
5118,03/17/20 08:15:00 PM,11.14,12.58,,,,
5119,03/17/20 08:30:00 PM,10.90,12.54,,,,
5120,03/17/20 08:45:00 PM,10.91,12.48,,,,
5121,03/17/20 09:00:00 PM,10.95,12.44,,,,
5122,03/17/20 09:15:00 PM,11.14,12.40,,,,
5123,03/17/20 09:30:00 PM,10.99,12.36,,,,
5124,03/17/20 09:45:00 PM,10.98,12.32,,,,
5125,03/17/20 10:00:00 PM,10.98,12.28,,,,
5126,03/17/20 10:15:00 PM,11.05,12.24,,,,
5127,03/17/20 10:30:00 PM,11.18,12.22,,,,
5128,03/17/20 10:45:00 PM,11.12,12.16,,,,
5129,03/17/20 11:00:00 PM,11.04,12.10,,,,
5130,03/17/20 11:15:00 PM,11.03,12.06,,,,
5131,03/17/20 11:30:00 PM,11.10,12.02,,,,
5132,03/17/20 11:45:00 PM,10.19,11.98,,,,
5133,03/18/20 12:00:00 AM,10.71,11.94,,,,
5134,03/18/20 12:15:00 AM,10.74,11.90,,,,
5135,03/18/20 12:30:00 AM,10.78,11.86,,,,
5136,03/18/20 12:45:00 AM,10.40,11.82,,,,
5137,03/18/20 01:00:00 AM,10.60,11.80,,,,
5138,03/18/20 01:15:00 AM,10.88,11.76,,,,
5139,03/18/20 01:30:00 AM,10.69,11.74,,,,
5140,03/18/20 01:45:00 AM,10.72,11.70,,,,
5141,03/18/20 02:00:00 AM,10.55,11.68,,,,
5142,03/18/20 02:15:00 AM,10.59,11.64,,,,
5143,03/18/20 02:30:00 AM,10.59,11.62,,,,
5144,03/18/20 02:45:00 AM,10.43,11.58,,,,
5145,03/18/20 03:00:00 AM,10.40,11.56,,,,
5146,03/18/20 03:15:00 AM,9.92,11.52,,,,
5147,03/18/20 03:30:00 AM,10.28,11.50,,,,
5148,03/18/20 03:45:00 AM,10.29,11.48,,,,
5149,03/18/20 04:00:00 AM,10.40,11.46,,,,
5150,03/18/20 04:15:00 AM,10.29,11.46,,,,
5151,03/18/20 04:30:00 AM,10.28,11.46,,,,
5152,03/18/20 04:45:00 AM,10.25,11.42,,,,
5153,03/18/20 05:00:00 AM,10.00,11.42,,,,
5154,03/18/20 05:15:00 AM,10.19,11.40,,,,
5155,03/18/20 05:30:00 AM,10.21,11.40,,,,
5156,03/18/20 05:45:00 AM,10.14,11.40,,,,
5157,03/18/20 06:00:00 AM,10.15,11.38,,,,
5158,03/18/20 06:15:00 AM,10.15,11.36,,,,
5159,03/18/20 06:30:00 AM,10.09,11.32,,,,
5160,03/18/20 06:45:00 AM,9.96,11.28,,,,
5161,03/18/20 07:00:00 AM,9.98,11.22,,,,
5162,03/18/20 07:15:00 AM,9.96,11.20,,,,
5163,03/18/20 07:30:00 AM,9.97,11.20,,,,
5164,03/18/20 07:45:00 AM,9.96,11.20,,,,
5165,03/18/20 08:00:00 AM,9.94,11.20,,,,
5166,03/18/20 08:15:00 AM,9.92,11.20,,,,
5167,03/18/20 08:30:00 AM,9.97,11.22,,,,
5168,03/18/20 08:45:00 AM,9.88,11.24,,,,
5169,03/18/20 09:00:00 AM,9.99,11.26,,,,
5170,03/18/20 09:15:00 AM,9.99,11.30,,,,
5171,03/18/20 09:30:00 AM,10.04,11.36,,,,
5172,03/18/20 09:45:00 AM,10.14,11.42,,,,
5173,03/18/20 10:00:00 AM,10.05,11.52,,,,
5174,03/18/20 10:15:00 AM,9.94,11.66,,,,
5175,03/18/20 10:30:00 AM,9.94,11.78,,,,
5176,03/18/20 10:45:00 AM,10.24,11.88,,,,
5177,03/18/20 11:00:00 AM,10.21,11.98,,,,
5178,03/18/20 11:15:00 AM,10.41,12.04,,,,
5179,03/18/20 11:30:00 AM,10.66,12.04,,,,
5180,03/18/20 11:45:00 AM,10.75,12.08,,,,
5181,03/18/20 12:00:00 PM,10.68,12.10,,,,
5182,03/18/20 12:15:00 PM,10.78,12.10,,,,
5183,03/18/20 12:30:00 PM,10.86,12.08,,,,
5184,03/18/20 12:45:00 PM,10.81,12.08,,,,
5185,03/18/20 01:00:00 PM,10.61,12.10,,,,
5186,03/18/20 01:15:00 PM,10.46,12.20,,,,
5187,03/18/20 01:30:00 PM,10.63,12.38,,,,
5188,03/18/20 01:45:00 PM,10.72,12.52,,,,
5189,03/18/20 02:00:00 PM,10.63,12.68,,,,
5190,03/18/20 02:15:00 PM,10.48,12.74,,,,
5191,03/18/20 02:30:00 PM,10.37,12.84,,,,
5192,03/18/20 02:45:00 PM,10.27,12.94,,,,
5193,03/18/20 03:00:00 PM,10.21,12.98,,,,
5194,03/18/20 03:15:00 PM,10.28,13.00,,,,
5195,03/18/20 03:30:00 PM,10.31,13.04,,,,
5196,03/18/20 03:45:00 PM,10.19,13.12,,,,
5197,03/18/20 04:00:00 PM,10.10,13.16,,,,
5198,03/18/20 04:15:00 PM,10.36,13.16,,,,
5199,03/18/20 04:30:00 PM,10.42,13.16,,,,
5200,03/18/20 04:45:00 PM,9.54,13.16,,,,
5201,03/18/20 05:00:00 PM,9.91,13.18,,,,
5202,03/18/20 05:15:00 PM,9.65,13.18,,,,
5203,03/18/20 05:30:00 PM,9.71,13.16,,,,
5204,03/18/20 05:45:00 PM,10.14,13.14,,,,
5205,03/18/20 06:00:00 PM,10.24,13.10,,,,
5206,03/18/20 06:15:00 PM,10.14,13.04,,,,
5207,03/18/20 06:30:00 PM,10.21,12.98,,,,
5208,03/18/20 06:45:00 PM,10.30,12.92,,,,
5209,03/18/20 07:00:00 PM,9.95,12.84,,,,
5210,03/18/20 07:15:00 PM,10.59,12.78,,,,
5211,03/18/20 07:30:00 PM,9.96,12.74,,,,
5212,03/18/20 07:45:00 PM,10.20,12.68,,,,
5213,03/18/20 08:00:00 PM,10.46,12.62,,,,
5214,03/18/20 08:15:00 PM,10.42,12.52,,,,
5215,03/18/20 08:30:00 PM,10.58,12.46,,,,
5216,03/18/20 08:45:00 PM,10.45,12.36,,,,
5217,03/18/20 09:00:00 PM,10.38,12.30,,,,
5218,03/18/20 09:15:00 PM,10.18,12.24,,,,
5219,03/18/20 09:30:00 PM,10.40,12.12,,,,
5220,03/18/20 09:45:00 PM,10.48,12.02,,,,
5221,03/18/20 10:00:00 PM,10.39,11.94,,,,
5222,03/18/20 10:15:00 PM,10.12,11.88,,,,
5223,03/18/20 10:30:00 PM,10.06,11.80,,,,
5224,03/18/20 10:45:00 PM,9.89,11.72,,,,
5225,03/18/20 11:00:00 PM,9.91,11.64,,,,
5226,03/18/20 11:15:00 PM,9.89,11.56,,,,
5227,03/18/20 11:30:00 PM,9.91,11.50,,,,
5228,03/18/20 11:45:00 PM,10.11,11.44,,,,
5229,03/19/20 12:00:00 AM,10.12,11.38,,,,
5230,03/19/20 12:15:00 AM,10.02,11.30,,,,
5231,03/19/20 12:30:00 AM,10.08,11.20,,,,
5232,03/19/20 12:45:00 AM,10.02,11.12,,,,
5233,03/19/20 01:00:00 AM,9.86,11.04,,,,
5234,03/19/20 01:15:00 AM,9.96,10.98,,,,
5235,03/19/20 01:30:00 AM,10.04,10.92,,,,
5236,03/19/20 01:45:00 AM,9.87,10.86,,,,
