Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Group
XSSAC,8/20/19,net throw,4,5,667689,670580,153,30,50,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,9,Copepoda
XSSAC,8/20/19,net throw,4,5,667689,670580,153,30,50,1,8,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,8,Insecta
XSSAC,8/20/19,net throw,4,5,667689,670580,153,30,50,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,2,Copepoda
XSSAC,8/20/19,net throw,4,5,667689,670580,153,30,50,1,8,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,nymph,6,Insecta
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,2,Cladocera
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,Cladocera
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,Cladocera
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,Cladocera
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,Ostracoda
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,4,Copepoda
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,112,Copepoda
Baby Marsh,9/10/19,net throw,4,5,676119,678125,153,30,50,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,286,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,44,Arachnida
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,2,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,5,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,4,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphniidae,daphniidae,,adult,60,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,7,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,8,Cladocera
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,4,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,2,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthopoda,Insecta,0,Hemiptera,Aphidoidea,Aphidoidea,Aphidoidea,,adult,1,Insecta
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,Insecta
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Insecta,Pterygota,Thysanoptera,0,0,Thysanoptera,,adult,1,Insecta
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,20,Ostracoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,Ostracoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrade,,adult,1,Tardigrada
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,20,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,95,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,22,Insecta
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,1,Insecta
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,32,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,4,Copepoda
Mok USRR,9/10/19,net throw,4,5,699568,703666,153,30,50,1,32,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,nymph,8,Insecta
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,Arachnida
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,52,Cladocera
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,3,Cladocera
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,Cladocera
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Moinidae,Moina,moina,,adult,1,Cladocera
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,21,Cladocera
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,Copepoda
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,24,Copepoda
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,40,Copepoda
Cos Beach,9/10/19,net throw,4,5,724906,727501,153,30,75,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,165,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Malacostraca,0,Amphipoda,Gammaridae,Gammarus,gammarus,,adult,1,Amphipoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,Arachnida
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,95,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,23,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,9,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,2,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,28,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,7,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Branchipoda,0,Cladocera,Moinidae,Moina,moina,,adult,1,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthopoda,Branchipoda,0,Cladocera,Macrothricidae,0,streblocerus,,adult,5,Cladocera
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,3,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,2,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,Ostracoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,Ostracoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrades,,adult,1,Tardigrada
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,106,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,66,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,4,Insecta
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,2,Insecta
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,74,Copepoda
XSSAC,9/10/19,net throw,4,5,740275,741720,153,30,100,1,20,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,7,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,3,Cladocera
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,2,Cladocera
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,4,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,13,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,Ostracoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,Ostracoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,11,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,53,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,1,Insecta
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,95,Copepoda
Baby Marsh,10/15/19,net throw,4,5,750040,752822,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,23,Copepoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,7,Cladocera
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,4,Cladocera
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,2,Cladocera
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,Copepoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,3,Copepoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,adult,10,Insecta
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,nematoda,,adult,7,Nematoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,Ostracoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,2,Ostracoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,64,Copepoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,30,Copepoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,4,Insecta
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,1,Insecta
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,42,Copepoda
Mok USRR,10/15/19,net throw,4,5,765095,767858,153,30,100,1,100,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,23,Cladocera
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,2,Cladocera
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,4,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,13,Rotifera
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,70,Copepoda
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,8,Copepoda
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,114,Copepoda
Cos Beach,10/15/19,net throw,4,5,784181,786574,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,8,Copepoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Malacostraca,0,Amphipoda,Gammaridae,Gammarus,gammarus,,adult,1,Amphipoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,2,Arachnida
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,31,Cladocera
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,13,Cladocera
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Branchipoda,0,Cladocera,Moinidae,Moina,moina,,adult,2,Cladocera
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,4,Cladocera
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,#N/A,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,1,Copepoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,9,Rotifera
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,Tardigrades,tardigrade,,adult,2,Tardigrada
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,103,Copepoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,Copepoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,6,Insecta
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,19,Copepoda
XSSAC,10/15/19,net throw,4,5,798830,799256,153,30,100,1,16,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,Cladocera
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,Cladocera
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,7,Cladocera
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,6,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,14,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,2,Ostracoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,27,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,101,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,1,Insecta
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,70,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,8,Copepoda
Baby Marsh,11/19/19,net throw,4,5,800709,802201,153,30,50,1,5,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,nymph,1,Insecta
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,17,Arachnida
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,1,Cladocera
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,Cladocera
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,12,Cladocera
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Simocephalus,simocephalus,,adult,1,Cladocera
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,Copepoda
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,8,Copepoda
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,5,Copepoda
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthopoda,Insecta,0,Hemiptera,Aphidoidea,Aphidoidea,Aphidoidea,,adult,6,Insecta
Mok USRR,11/19/19,net throw,4,5,816161,818864,153,30,50,1,50,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,6,Ostracoda
