"Plot Title: 20568254"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568254, SEN S/N: 20568254)","Temp, °C (LGR S/N: 20568254, SEN S/N: 20568254)","Sensor Data Error (LGR S/N: 20568254)","Coupler Detached (LGR S/N: 20568254)","Coupler Attached (LGR S/N: 20568254)","Host Connected (LGR S/N: 20568254)","Stopped (LGR S/N: 20568254)","End Of File (LGR S/N: 20568254)"
7453,06/11/19 02:45:00 AM,9.15,18.58,,,,,,
7454,06/11/19 03:00:00 AM,9.13,18.56,,,,,,
7455,06/11/19 03:15:00 AM,9.12,18.56,,,,,,
7456,06/11/19 03:30:00 AM,9.13,18.56,,,,,,
7457,06/11/19 03:45:00 AM,9.12,18.54,,,,,,
7458,06/11/19 04:00:00 AM,9.13,18.54,,,,,,
7459,06/11/19 04:15:00 AM,9.13,18.54,,,,,,
7460,06/11/19 04:30:00 AM,9.12,18.52,,,,,,
7461,06/11/19 04:45:00 AM,9.15,18.52,,,,,,
7462,06/11/19 05:00:00 AM,9.10,18.50,,,,,,
7463,06/11/19 05:15:00 AM,9.08,18.50,,,,,,
7464,06/11/19 05:30:00 AM,9.08,18.48,,,,,,
7465,06/11/19 05:45:00 AM,9.08,18.48,,,,,,
7466,06/11/19 06:00:00 AM,9.09,18.48,,,,,,
7467,06/11/19 06:15:00 AM,9.04,18.46,,,,,,
7468,06/11/19 06:30:00 AM,9.06,18.46,,,,,,
7469,06/11/19 06:45:00 AM,9.05,18.46,,,,,,
7470,06/11/19 07:00:00 AM,9.08,18.46,,,,,,
7471,06/11/19 07:15:00 AM,9.06,18.46,,,,,,
7472,06/11/19 07:30:00 AM,9.06,18.48,,,,,,
7473,06/11/19 07:45:00 AM,9.10,18.48,,,,,,
7474,06/11/19 08:00:00 AM,9.08,18.50,,,,,,
7475,06/11/19 08:15:00 AM,9.08,18.50,,,,,,
7476,06/11/19 08:30:00 AM,9.08,18.52,,,,,,
7477,06/11/19 08:45:00 AM,9.08,18.54,,,,,,
7478,06/11/19 09:00:00 AM,9.08,18.56,,,,,,
7479,06/11/19 09:15:00 AM,9.05,18.58,,,,,,
7480,06/11/19 09:30:00 AM,9.04,18.62,,,,,,
7481,06/11/19 09:45:00 AM,9.06,18.64,,,,,,
7482,06/11/19 10:00:00 AM,9.02,18.68,,,,,,
7483,06/11/19 10:15:00 AM,9.05,18.70,,,,,,
7484,06/11/19 10:30:00 AM,9.03,18.74,,,,,,
7485,06/11/19 10:45:00 AM,8.99,18.78,,,,,,
7486,06/11/19 11:00:00 AM,9.03,18.80,,,,,,
7487,06/11/19 11:15:00 AM,8.99,18.86,,,,,,
7488,06/11/19 11:30:00 AM,8.98,18.90,,,,,,
7489,06/11/19 11:45:00 AM,8.99,18.92,,,,,,
7490,06/11/19 12:00:00 PM,8.98,18.96,,,,,,
7491,06/11/19 12:15:00 PM,8.97,19.00,,,,,,
7492,06/11/19 12:30:00 PM,8.99,19.04,,,,,,
7493,06/11/19 12:45:00 PM,9.01,19.06,,,,,,
7494,06/11/19 01:00:00 PM,8.98,19.10,,,,,,
7495,06/11/19 01:15:00 PM,8.96,19.14,,,,,,
7496,06/11/19 01:30:00 PM,8.98,19.18,,,,,,
7497,06/11/19 01:45:00 PM,8.98,19.20,,,,,,
7498,06/11/19 02:00:00 PM,8.97,19.24,,,,,,
7499,06/11/19 02:15:00 PM,8.99,19.26,,,,,,
7500,06/11/19 02:30:00 PM,8.97,19.30,,,,,,
7501,06/11/19 02:45:00 PM,8.98,19.32,,,,,,
7502,06/11/19 03:00:00 PM,8.94,19.36,,,,,,
7503,06/11/19 03:15:00 PM,8.97,19.38,,,,,,
7504,06/11/19 03:30:00 PM,8.95,19.40,,,,,,
7505,06/11/19 03:45:00 PM,8.94,19.42,,,,,,
7506,06/11/19 04:00:00 PM,8.91,19.44,,,,,,
7507,06/11/19 04:15:00 PM,8.94,19.46,,,,,,
7508,06/11/19 04:30:00 PM,8.96,19.46,,,,,,
7509,06/11/19 04:45:00 PM,8.95,19.48,,,,,,
7510,06/11/19 05:00:00 PM,8.91,19.48,,,,,,
7511,06/11/19 05:15:00 PM,8.94,19.48,,,,,,
7512,06/11/19 05:30:00 PM,8.94,19.50,,,,,,
7513,06/11/19 05:45:00 PM,8.95,19.50,,,,,,
7514,06/11/19 06:00:00 PM,8.92,19.50,,,,,,
7515,06/11/19 06:15:00 PM,8.93,19.48,,,,,,
7516,06/11/19 06:30:00 PM,8.89,19.48,,,,,,
7517,06/11/19 06:45:00 PM,8.94,19.48,,,,,,
7518,06/11/19 07:00:00 PM,8.91,19.48,,,,,,
7519,06/11/19 07:15:00 PM,8.93,19.48,,,,,,
7520,06/11/19 07:30:00 PM,8.93,19.48,,,,,,
7521,06/11/19 07:45:00 PM,8.96,19.48,,,,,,
7522,06/11/19 08:00:00 PM,8.92,19.48,,,,,,
7523,06/11/19 08:15:00 PM,8.91,19.48,,,,,,
7524,06/11/19 08:30:00 PM,8.90,19.46,,,,,,
7525,06/11/19 08:45:00 PM,8.95,19.46,,,,,,
7526,06/11/19 09:00:00 PM,8.94,19.46,,,,,,
7527,06/11/19 09:15:00 PM,8.96,19.46,,,,,,
7528,06/11/19 09:30:00 PM,8.95,19.46,,,,,,
7529,06/11/19 09:45:00 PM,8.95,19.46,,,,,,
7530,06/11/19 10:00:00 PM,8.95,19.46,,,,,,
7531,06/11/19 10:15:00 PM,8.93,19.46,,,,,,
7532,06/11/19 10:30:00 PM,8.97,19.46,,,,,,
7533,06/11/19 10:45:00 PM,8.98,19.48,,,,,,
7534,06/11/19 11:00:00 PM,8.97,19.48,,,,,,
7535,06/11/19 11:15:00 PM,8.98,19.48,,,,,,
7536,06/11/19 11:30:00 PM,8.93,19.48,,,,,,
7537,06/11/19 11:45:00 PM,8.95,19.46,,,,,,
7538,06/12/19 12:00:00 AM,8.94,19.46,,,,,,
7539,06/12/19 12:15:00 AM,8.96,19.46,,,,,,
7540,06/12/19 12:30:00 AM,8.95,19.44,,,,,,
7541,06/12/19 12:45:00 AM,8.95,19.44,,,,,,
7542,06/12/19 01:00:00 AM,8.96,19.44,,,,,,
7543,06/12/19 01:15:00 AM,8.97,19.42,,,,,,
7544,06/12/19 01:30:00 AM,8.93,19.40,,,,,,
7545,06/12/19 01:45:00 AM,8.89,19.38,,,,,,
7546,06/12/19 02:00:00 AM,8.95,19.38,,,,,,
7547,06/12/19 02:15:00 AM,8.94,19.36,,,,,,
7548,06/12/19 02:30:00 AM,8.94,19.34,,,,,,
7549,06/12/19 02:45:00 AM,8.94,19.34,,,,,,
7550,06/12/19 03:00:00 AM,8.93,19.32,,,,,,
7551,06/12/19 03:15:00 AM,8.96,19.30,,,,,,
7552,06/12/19 03:30:00 AM,8.97,19.30,,,,,,
7553,06/12/19 03:45:00 AM,8.97,19.28,,,,,,
7554,06/12/19 04:00:00 AM,8.96,19.28,,,,,,
7555,06/12/19 04:15:00 AM,8.92,19.26,,,,,,
7556,06/12/19 04:30:00 AM,8.95,19.26,,,,,,
7557,06/12/19 04:45:00 AM,8.94,19.24,,,,,,
7558,06/12/19 05:00:00 AM,8.94,19.24,,,,,,
7559,06/12/19 05:15:00 AM,8.93,19.24,,,,,,
7560,06/12/19 05:30:00 AM,8.91,19.22,,,,,,
7561,06/12/19 05:45:00 AM,8.90,19.22,,,,,,
7562,06/12/19 06:00:00 AM,8.90,19.20,,,,,,
7563,06/12/19 06:15:00 AM,8.89,19.18,,,,,,
7564,06/12/19 06:30:00 AM,8.88,19.18,,,,,,
7565,06/12/19 06:45:00 AM,8.87,19.16,,,,,,
7566,06/12/19 07:00:00 AM,8.87,19.16,,,,,,
7567,06/12/19 07:15:00 AM,8.89,19.16,,,,,,
7568,06/12/19 07:30:00 AM,8.87,19.16,,,,,,
7569,06/12/19 07:45:00 AM,8.87,19.16,,,,,,
7570,06/12/19 08:00:00 AM,8.87,19.16,,,,,,
7571,06/12/19 08:15:00 AM,8.85,19.18,,,,,,
7572,06/12/19 08:30:00 AM,8.85,19.20,,,,,,
7573,06/12/19 08:45:00 AM,8.86,19.22,,,,,,
7574,06/12/19 09:00:00 AM,8.83,19.24,,,,,,
7575,06/12/19 09:15:00 AM,8.85,19.26,,,,,,
7576,06/12/19 09:30:00 AM,8.80,19.30,,,,,,
7577,06/12/19 09:45:00 AM,8.84,19.32,,,,,,
7578,06/12/19 10:00:00 AM,8.85,19.36,,,,,,
7579,06/12/19 10:15:00 AM,8.80,19.40,,,,,,
7580,06/12/19 10:30:00 AM,8.85,19.42,,,,,,
7581,06/12/19 10:45:00 AM,8.86,19.46,,,,,,
7582,06/12/19 11:00:00 AM,8.87,19.48,,,,,,
7583,06/12/19 11:15:00 AM,8.84,19.50,,,,,,
7584,06/12/19 11:30:00 AM,8.82,19.52,,,,,,
7585,06/12/19 11:45:00 AM,8.84,19.54,,,,,,
7586,06/12/19 12:00:00 PM,8.82,19.58,,,,,,
7587,06/12/19 12:15:00 PM,8.81,19.62,,,,,,
7588,06/12/19 12:30:00 PM,8.76,19.68,,,,,,
7589,06/12/19 12:45:00 PM,8.80,19.72,,,,,,
7590,06/12/19 01:00:00 PM,8.81,19.74,,,,,,
7591,06/12/19 01:15:00 PM,8.80,19.76,,,,,,
7592,06/12/19 01:30:00 PM,8.79,19.80,,,,,,
7593,06/12/19 01:45:00 PM,8.80,19.82,,,,,,
7594,06/12/19 02:00:00 PM,8.78,19.84,,,,,,
7595,06/12/19 02:15:00 PM,8.75,19.88,,,,,,
7596,06/12/19 02:30:00 PM,8.78,19.90,,,,,,
7597,06/12/19 02:45:00 PM,8.77,19.92,,,,,,
7598,06/12/19 03:00:00 PM,8.75,19.94,,,,,,
7599,06/12/19 03:15:00 PM,8.76,19.96,,,,,,
7600,06/12/19 03:30:00 PM,8.78,19.98,,,,,,
7601,06/12/19 03:45:00 PM,8.73,20.00,,,,,,
7602,06/12/19 04:00:00 PM,8.76,20.02,,,,,,
7603,06/12/19 04:15:00 PM,8.77,20.04,,,,,,
7604,06/12/19 04:30:00 PM,8.77,20.06,,,,,,
7605,06/12/19 04:45:00 PM,8.76,20.08,,,,,,
7606,06/12/19 05:00:00 PM,8.71,20.10,,,,,,
7607,06/12/19 05:15:00 PM,8.77,20.10,,,,,,
7608,06/12/19 05:30:00 PM,8.72,20.10,,,,,,
7609,06/12/19 05:45:00 PM,8.73,20.12,,,,,,
7610,06/12/19 06:00:00 PM,8.71,20.12,,,,,,
7611,06/12/19 06:15:00 PM,8.72,20.12,,,,,,
7612,06/12/19 06:30:00 PM,8.67,20.12,,,,,,
7613,06/12/19 06:45:00 PM,8.72,20.14,,,,,,
7614,06/12/19 07:00:00 PM,8.71,20.14,,,,,,
7615,06/12/19 07:15:00 PM,8.72,20.12,,,,,,
7616,06/12/19 07:30:00 PM,8.70,20.12,,,,,,
7617,06/12/19 07:45:00 PM,8.71,20.10,,,,,,
7618,06/12/19 08:00:00 PM,8.71,20.10,,,,,,
7619,06/12/19 08:15:00 PM,8.70,20.10,,,,,,
7620,06/12/19 08:30:00 PM,8.68,20.10,,,,,,
7621,06/12/19 08:45:00 PM,8.67,20.10,,,,,,
7622,06/12/19 09:00:00 PM,8.70,20.08,,,,,,
7623,06/12/19 09:15:00 PM,8.70,20.06,,,,,,
7624,06/12/19 09:30:00 PM,8.69,20.04,,,,,,
7625,06/12/19 09:45:00 PM,8.71,20.02,,,,,,
7626,06/12/19 10:00:00 PM,8.70,20.02,,,,,,
7627,06/12/19 10:15:00 PM,8.67,20.00,,,,,,
7628,06/12/19 10:30:00 PM,8.68,20.00,,,,,,
7629,06/12/19 10:45:00 PM,8.67,19.98,,,,,,
7630,06/12/19 11:00:00 PM,8.63,19.96,,,,,,
7631,06/12/19 11:15:00 PM,8.64,19.96,,,,,,
7632,06/12/19 11:30:00 PM,8.67,19.94,,,,,,
7633,06/12/19 11:45:00 PM,8.67,19.92,,,,,,
7634,06/13/19 12:00:00 AM,8.67,19.92,,,,,,
7635,06/13/19 12:15:00 AM,8.66,19.90,,,,,,
7636,06/13/19 12:30:00 AM,8.69,19.90,,,,,,
7637,06/13/19 12:45:00 AM,8.68,19.88,,,,,,
7638,06/13/19 01:00:00 AM,8.70,19.86,,,,,,
7639,06/13/19 01:15:00 AM,8.68,19.84,,,,,,
7640,06/13/19 01:30:00 AM,8.69,19.82,,,,,,
7641,06/13/19 01:45:00 AM,8.68,19.82,,,,,,
7642,06/13/19 02:00:00 AM,8.66,19.80,,,,,,
7643,06/13/19 02:15:00 AM,8.68,19.78,,,,,,
7644,06/13/19 02:30:00 AM,8.65,19.78,,,,,,
7645,06/13/19 02:45:00 AM,8.68,19.76,,,,,,
7646,06/13/19 03:00:00 AM,8.67,19.74,,,,,,
7647,06/13/19 03:15:00 AM,8.67,19.74,,,,,,
7648,06/13/19 03:30:00 AM,8.68,19.72,,,,,,
7649,06/13/19 03:45:00 AM,8.66,19.72,,,,,,
7650,06/13/19 04:00:00 AM,8.65,19.70,,,,,,
7651,06/13/19 04:15:00 AM,8.63,19.70,,,,,,
7652,06/13/19 04:30:00 AM,8.62,19.68,,,,,,
7653,06/13/19 04:45:00 AM,8.55,19.68,,,,,,
7654,06/13/19 05:00:00 AM,8.58,19.66,,,,,,
7655,06/13/19 05:15:00 AM,8.58,19.64,,,,,,
7656,06/13/19 05:30:00 AM,8.57,19.64,,,,,,
7657,06/13/19 05:45:00 AM,8.59,19.62,,,,,,
7658,06/13/19 06:00:00 AM,8.52,19.62,,,,,,
7659,06/13/19 06:15:00 AM,8.54,19.60,,,,,,
7660,06/13/19 06:30:00 AM,8.56,19.60,,,,,,
7661,06/13/19 06:45:00 AM,8.61,19.58,,,,,,
7662,06/13/19 07:00:00 AM,8.60,19.56,,,,,,
7663,06/13/19 07:15:00 AM,8.63,19.56,,,,,,
7664,06/13/19 07:30:00 AM,8.59,19.54,,,,,,
7665,06/13/19 07:45:00 AM,8.60,19.54,,,,,,
7666,06/13/19 08:00:00 AM,8.57,19.54,,,,,,
7667,06/13/19 08:15:00 AM,8.62,19.54,,,,,,
7668,06/13/19 08:30:00 AM,8.61,19.54,,,,,,
7669,06/13/19 08:45:00 AM,8.63,19.56,,,,,,
7670,06/13/19 09:00:00 AM,8.67,19.58,,,,,,
7671,06/13/19 09:15:00 AM,8.66,19.60,,,,,,
7672,06/13/19 09:30:00 AM,8.66,19.62,,,,,,
7673,06/13/19 09:45:00 AM,8.66,19.64,,,,,,
7674,06/13/19 10:00:00 AM,8.67,19.68,,,,,,
7675,06/13/19 10:15:00 AM,8.68,19.70,,,,,,
7676,06/13/19 10:30:00 AM,8.67,19.72,,,,,,
7677,06/13/19 10:45:00 AM,8.66,19.76,,,,,,
7678,06/13/19 11:00:00 AM,8.66,19.78,,,,,,
7679,06/13/19 11:15:00 AM,8.61,19.80,,,,,,
7680,06/13/19 11:30:00 AM,8.65,19.82,,,,,,
7681,06/13/19 11:45:00 AM,8.69,19.84,,,,,,
7682,06/13/19 12:00:00 PM,8.65,19.88,,,,,,
7683,06/13/19 12:15:00 PM,8.63,19.90,,,,,,
7684,06/13/19 12:30:00 PM,8.66,19.94,,,,,,
7685,06/13/19 12:45:00 PM,8.64,19.96,,,,,,
7686,06/13/19 01:00:00 PM,8.64,19.98,,,,,,
7687,06/13/19 01:15:00 PM,8.63,20.00,,,,,,
7688,06/13/19 01:30:00 PM,8.66,20.02,,,,,,
7689,06/13/19 01:45:00 PM,8.63,20.04,,,,,,
7690,06/13/19 02:00:00 PM,8.64,20.08,,,,,,
7691,06/13/19 02:15:00 PM,8.65,20.10,,,,,,
7692,06/13/19 02:30:00 PM,8.65,20.12,,,,,,
7693,06/13/19 02:45:00 PM,8.67,20.16,,,,,,
7694,06/13/19 03:00:00 PM,8.64,20.20,,,,,,
7695,06/13/19 03:15:00 PM,8.66,20.22,,,,,,
7696,06/13/19 03:30:00 PM,8.67,20.24,,,,,,
7697,06/13/19 03:45:00 PM,8.66,20.26,,,,,,
7698,06/13/19 04:00:00 PM,8.63,20.28,,,,,,
7699,06/13/19 04:15:00 PM,8.63,20.32,,,,,,
7700,06/13/19 04:30:00 PM,8.62,20.32,,,,,,
7701,06/13/19 04:45:00 PM,8.66,20.34,,,,,,
7702,06/13/19 05:00:00 PM,8.65,20.36,,,,,,
7703,06/13/19 05:15:00 PM,8.65,20.38,,,,,,
7704,06/13/19 05:30:00 PM,8.63,20.40,,,,,,
7705,06/13/19 05:45:00 PM,8.64,20.42,,,,,,
7706,06/13/19 06:00:00 PM,8.62,20.46,,,,,,
7707,06/13/19 06:15:00 PM,8.61,20.46,,,,,,
7708,06/13/19 06:30:00 PM,8.59,20.46,,,,,,
7709,06/13/19 06:45:00 PM,8.58,20.48,,,,,,
7710,06/13/19 07:00:00 PM,8.60,20.48,,,,,,
7711,06/13/19 07:15:00 PM,8.59,20.48,,,,,,
7712,06/13/19 07:30:00 PM,8.59,20.48,,,,,,
7713,06/13/19 07:45:00 PM,8.61,20.48,,,,,,
7714,06/13/19 08:00:00 PM,8.61,20.46,,,,,,
7715,06/13/19 08:15:00 PM,8.58,20.46,,,,,,
7716,06/13/19 08:30:00 PM,8.64,20.46,,,,,,
7717,06/13/19 08:45:00 PM,8.56,20.44,,,,,,
7718,06/13/19 09:00:00 PM,8.60,20.42,,,,,,
7719,06/13/19 09:15:00 PM,8.58,20.42,,,,,,
7720,06/13/19 09:30:00 PM,8.57,20.40,,,,,,
7721,06/13/19 09:45:00 PM,8.60,20.38,,,,,,
7722,06/13/19 10:00:00 PM,8.57,20.36,,,,,,
7723,06/13/19 10:15:00 PM,8.58,20.34,,,,,,
7724,06/13/19 10:30:00 PM,8.59,20.32,,,,,,
7725,06/13/19 10:45:00 PM,8.55,20.30,,,,,,
7726,06/13/19 11:00:00 PM,8.61,20.28,,,,,,
7727,06/13/19 11:15:00 PM,8.53,20.24,,,,,,
7728,06/13/19 11:30:00 PM,8.60,20.22,,,,,,
7729,06/13/19 11:45:00 PM,8.61,20.18,,,,,,
7730,06/14/19 12:00:00 AM,8.61,20.16,,,,,,
7731,06/14/19 12:15:00 AM,8.61,20.14,,,,,,
7732,06/14/19 12:30:00 AM,8.62,20.10,,,,,,
7733,06/14/19 12:45:00 AM,8.58,20.08,,,,,,
7734,06/14/19 01:00:00 AM,8.55,20.06,,,,,,
7735,06/14/19 01:15:00 AM,8.59,20.04,,,,,,
7736,06/14/19 01:30:00 AM,8.62,20.02,,,,,,
7737,06/14/19 01:45:00 AM,8.59,19.98,,,,,,
7738,06/14/19 02:00:00 AM,8.59,19.96,,,,,,
7739,06/14/19 02:15:00 AM,8.60,19.94,,,,,,
7740,06/14/19 02:30:00 AM,8.62,19.90,,,,,,
7741,06/14/19 02:45:00 AM,8.61,19.88,,,,,,
7742,06/14/19 03:00:00 AM,8.61,19.84,,,,,,
7743,06/14/19 03:15:00 AM,8.61,19.82,,,,,,
7744,06/14/19 03:30:00 AM,8.58,19.80,,,,,,
7745,06/14/19 03:45:00 AM,8.60,19.80,,,,,,
7746,06/14/19 04:00:00 AM,8.57,19.78,,,,,,
7747,06/14/19 04:15:00 AM,8.58,19.78,,,,,,
7748,06/14/19 04:30:00 AM,8.54,19.78,,,,,,
7749,06/14/19 04:45:00 AM,8.54,19.78,,,,,,
7750,06/14/19 05:00:00 AM,8.55,19.78,,,,,,
7751,06/14/19 05:15:00 AM,8.54,19.76,,,,,,
7752,06/14/19 05:30:00 AM,8.54,19.76,,,,,,
7753,06/14/19 05:45:00 AM,8.52,19.74,,,,,,
7754,06/14/19 06:00:00 AM,8.51,19.72,,,,,,
7755,06/14/19 06:15:00 AM,8.50,19.70,,,,,,
7756,06/14/19 06:30:00 AM,8.52,19.68,,,,,,
7757,06/14/19 06:45:00 AM,8.51,19.66,,,,,,
7758,06/14/19 07:00:00 AM,8.51,19.64,,,,,,
7759,06/14/19 07:15:00 AM,8.53,19.64,,,,,,
7760,06/14/19 07:30:00 AM,8.58,19.62,,,,,,
7761,06/14/19 07:45:00 AM,8.59,19.60,,,,,,
7762,06/14/19 08:00:00 AM,8.57,19.60,,,,,,
7763,06/14/19 08:15:00 AM,8.62,19.60,,,,,,
7764,06/14/19 08:30:00 AM,8.57,19.58,,,,,,
7765,06/14/19 08:45:00 AM,8.60,19.58,,,,,,
7766,06/14/19 09:00:00 AM,8.62,19.58,,,,,,
7767,06/14/19 09:15:00 AM,8.60,19.56,,,,,,
7768,06/14/19 09:30:00 AM,8.60,19.58,,,,,,
7769,06/14/19 09:45:00 AM,8.60,19.58,,,,,,
7770,06/14/19 10:00:00 AM,8.63,19.58,,,,,,
7771,06/14/19 10:15:00 AM,8.63,19.60,,,,,,
7772,06/14/19 10:30:00 AM,8.64,19.62,,,,,,
7773,06/14/19 10:45:00 AM,8.63,19.64,,,,,,
7774,06/14/19 11:00:00 AM,8.62,19.66,,,,,,
7775,06/14/19 11:15:00 AM,8.63,19.68,,,,,,
7776,06/14/19 11:30:00 AM,8.63,19.70,,,,,,
7777,06/14/19 11:45:00 AM,8.62,19.74,,,,,,
7778,06/14/19 12:00:00 PM,8.64,19.76,,,,,,
7779,06/14/19 12:15:00 PM,8.61,19.80,,,,,,
7780,06/14/19 12:30:00 PM,8.61,19.84,,,,,,
7781,06/14/19 12:45:00 PM,8.59,19.88,,,,,,
7782,06/14/19 01:00:00 PM,8.59,19.92,,,,,,
7783,06/14/19 01:15:00 PM,8.60,19.96,,,,,,
7784,06/14/19 01:30:00 PM,8.61,20.00,,,,,,
7785,06/14/19 01:45:00 PM,8.55,20.06,,,,,,
7786,06/14/19 02:00:00 PM,8.58,20.10,,,,,,
7787,06/14/19 02:15:00 PM,8.56,20.14,,,,,,
7788,06/14/19 02:30:00 PM,8.57,20.20,,,,,,
7789,06/14/19 02:45:00 PM,8.59,20.24,,,,,,
7790,06/14/19 03:00:00 PM,8.52,20.30,,,,,,
7791,06/14/19 03:15:00 PM,8.52,20.34,,,,,,
7792,06/14/19 03:30:00 PM,8.53,20.36,,,,,,
7793,06/14/19 03:45:00 PM,8.49,20.40,,,,,,
7794,06/14/19 04:00:00 PM,8.49,20.44,,,,,,
7795,06/14/19 04:15:00 PM,8.45,20.48,,,,,,
7796,06/14/19 04:30:00 PM,8.47,20.52,,,,,,
7797,06/14/19 04:45:00 PM,8.40,20.56,,,,,,
7798,06/14/19 05:00:00 PM,8.43,20.58,,,,,,
7799,06/14/19 05:15:00 PM,8.46,20.62,,,,,,
7800,06/14/19 05:30:00 PM,8.46,20.64,,,,,,
7801,06/14/19 05:45:00 PM,8.44,20.66,,,,,,
7802,06/14/19 06:00:00 PM,8.39,20.70,,,,,,
7803,06/14/19 06:15:00 PM,8.44,20.70,,,,,,
7804,06/14/19 06:30:00 PM,8.37,20.72,,,,,,
7805,06/14/19 06:45:00 PM,8.39,20.74,,,,,,
7806,06/14/19 07:00:00 PM,8.39,20.74,,,,,,
7807,06/14/19 07:15:00 PM,8.38,20.76,,,,,,
7808,06/14/19 07:30:00 PM,8.39,20.76,,,,,,
7809,06/14/19 07:45:00 PM,8.39,20.78,,,,,,
7810,06/14/19 08:00:00 PM,8.38,20.78,,,,,,
7811,06/14/19 08:15:00 PM,8.34,20.78,,,,,,
7812,06/14/19 08:30:00 PM,8.34,20.78,,,,,,
7813,06/14/19 08:45:00 PM,8.31,20.78,,,,,,
7814,06/14/19 09:00:00 PM,8.32,20.78,,,,,,
7815,06/14/19 09:15:00 PM,8.34,20.76,,,,,,
7816,06/14/19 09:30:00 PM,8.32,20.76,,,,,,
7817,06/14/19 09:45:00 PM,8.33,20.76,,,,,,
7818,06/14/19 10:00:00 PM,8.32,20.74,,,,,,
7819,06/14/19 10:15:00 PM,8.32,20.74,,,,,,
7820,06/14/19 10:30:00 PM,8.35,20.74,,,,,,
7821,06/14/19 10:45:00 PM,8.31,20.72,,,,,,
7822,06/14/19 11:00:00 PM,8.33,20.72,,,,,,
7823,06/14/19 11:15:00 PM,8.28,20.70,,,,,,
7824,06/14/19 11:30:00 PM,8.30,20.68,,,,,,
7825,06/14/19 11:45:00 PM,8.32,20.66,,,,,,
7826,06/15/19 12:00:00 AM,8.30,20.64,,,,,,
7827,06/15/19 12:15:00 AM,8.29,20.62,,,,,,
7828,06/15/19 12:30:00 AM,8.31,20.60,,,,,,
7829,06/15/19 12:45:00 AM,8.26,20.58,,,,,,
7830,06/15/19 01:00:00 AM,8.31,20.56,,,,,,
7831,06/15/19 01:15:00 AM,8.31,20.54,,,,,,
7832,06/15/19 01:30:00 AM,8.32,20.50,,,,,,
7833,06/15/19 01:45:00 AM,8.33,20.48,,,,,,
7834,06/15/19 02:00:00 AM,8.29,20.46,,,,,,
7835,06/15/19 02:15:00 AM,8.32,20.42,,,,,,
7836,06/15/19 02:30:00 AM,8.28,20.38,,,,,,
7837,06/15/19 02:45:00 AM,8.28,20.36,,,,,,
7838,06/15/19 03:00:00 AM,8.30,20.32,,,,,,
7839,06/15/19 03:15:00 AM,8.30,20.30,,,,,,
7840,06/15/19 03:30:00 AM,8.30,20.26,,,,,,
7841,06/15/19 03:45:00 AM,8.30,20.24,,,,,,
7842,06/15/19 04:00:00 AM,8.31,20.22,,,,,,
7843,06/15/19 04:15:00 AM,8.31,20.22,,,,,,
7844,06/15/19 04:30:00 AM,8.30,20.20,,,,,,
7845,06/15/19 04:45:00 AM,8.20,20.20,,,,,,
7846,06/15/19 05:00:00 AM,8.27,20.18,,,,,,
7847,06/15/19 05:15:00 AM,8.27,20.18,,,,,,
7848,06/15/19 05:30:00 AM,8.26,20.16,,,,,,
7849,06/15/19 05:45:00 AM,8.27,20.14,,,,,,
7850,06/15/19 06:00:00 AM,8.23,20.12,,,,,,
7851,06/15/19 06:15:00 AM,8.21,20.10,,,,,,
7852,06/15/19 06:30:00 AM,8.23,20.06,,,,,,
7853,06/15/19 06:45:00 AM,8.28,20.02,,,,,,
7854,06/15/19 07:00:00 AM,8.29,20.00,,,,,,
7855,06/15/19 07:15:00 AM,8.28,19.98,,,,,,
7856,06/15/19 07:30:00 AM,8.28,19.96,,,,,,
7857,06/15/19 07:45:00 AM,8.25,19.94,,,,,,
7858,06/15/19 08:00:00 AM,8.33,19.94,,,,,,
7859,06/15/19 08:15:00 AM,8.29,19.94,,,,,,
7860,06/15/19 08:30:00 AM,8.34,19.92,,,,,,
7861,06/15/19 08:45:00 AM,8.34,19.94,,,,,,
7862,06/15/19 09:00:00 AM,8.31,19.94,,,,,,
7863,06/15/19 09:15:00 AM,8.33,19.94,,,,,,
7864,06/15/19 09:30:00 AM,8.33,19.96,,,,,,
7865,06/15/19 09:45:00 AM,8.34,19.96,,,,,,
7866,06/15/19 10:00:00 AM,8.32,19.98,,,,,,
7867,06/15/19 10:15:00 AM,8.27,19.98,,,,,,
7868,06/15/19 10:30:00 AM,8.33,20.00,,,,,,
7869,06/15/19 10:45:00 AM,8.37,20.02,,,,,,
7870,06/15/19 11:00:00 AM,8.34,20.04,,,,,,
7871,06/15/19 11:15:00 AM,8.30,20.06,,,,,,
7872,06/15/19 11:30:00 AM,8.33,20.08,,,,,,
7873,06/15/19 11:45:00 AM,8.35,20.10,,,,,,
7874,06/15/19 12:00:00 PM,8.38,20.12,,,,,,
7875,06/15/19 12:15:00 PM,8.35,20.14,,,,,,
7876,06/15/19 12:30:00 PM,8.36,20.18,,,,,,
7877,06/15/19 12:45:00 PM,8.36,20.20,,,,,,
7878,06/15/19 01:00:00 PM,8.36,20.24,,,,,,
7879,06/15/19 01:15:00 PM,8.35,20.26,,,,,,
7880,06/15/19 01:30:00 PM,8.33,20.28,,,,,,
7881,06/15/19 01:45:00 PM,8.33,20.32,,,,,,
7882,06/15/19 02:00:00 PM,8.36,20.34,,,,,,
