"Plot Title: 20568253"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568253, SEN S/N: 20568253)","Temp, °C (LGR S/N: 20568253, SEN S/N: 20568253)","New Sensor Cap (LGR S/N: 20568253)","Expired Sensor Cap (LGR S/N: 20568253)","End Of File (LGR S/N: 20568253)"
13069,01/03/20 03:00:00 PM,9.61,10.04,,,
13070,01/03/20 03:15:00 PM,9.57,10.02,,,
13071,01/03/20 03:30:00 PM,9.79,10.02,,,
13072,01/03/20 03:45:00 PM,10.02,10.02,,,
13073,01/03/20 04:00:00 PM,10.22,10.02,,,
13074,01/03/20 04:15:00 PM,10.26,10.04,,,
13075,01/03/20 04:30:00 PM,10.34,10.06,,,
13076,01/03/20 04:45:00 PM,10.33,10.08,,,
13077,01/03/20 05:00:00 PM,10.36,10.10,,,
13078,01/03/20 05:15:00 PM,10.39,10.12,,,
13079,01/03/20 05:30:00 PM,10.40,10.12,,,
13080,01/03/20 05:45:00 PM,10.39,10.14,,,
13081,01/03/20 06:00:00 PM,10.42,10.14,,,
13082,01/03/20 06:15:00 PM,10.41,10.16,,,
13083,01/03/20 06:30:00 PM,10.37,10.16,,,
13084,01/03/20 06:45:00 PM,10.33,10.18,,,
13085,01/03/20 07:00:00 PM,10.34,10.20,,,
13086,01/03/20 07:15:00 PM,10.33,10.20,,,
13087,01/03/20 07:30:00 PM,10.14,10.22,,,
13088,01/03/20 07:45:00 PM,9.98,10.24,,,
13089,01/03/20 08:00:00 PM,9.93,10.24,,,
13090,01/03/20 08:15:00 PM,9.92,10.26,,,
13091,01/03/20 08:30:00 PM,9.98,10.28,,,
13092,01/03/20 08:45:00 PM,10.05,10.30,,,
13093,01/03/20 09:00:00 PM,10.15,10.32,,,
13094,01/03/20 09:15:00 PM,10.12,10.34,,,
13095,01/03/20 09:30:00 PM,10.13,10.36,,,
13096,01/03/20 09:45:00 PM,10.26,10.38,,,
13097,01/03/20 10:00:00 PM,10.21,10.40,,,
13098,01/03/20 10:15:00 PM,10.14,10.40,,,
13099,01/03/20 10:30:00 PM,10.19,10.44,,,
13100,01/03/20 10:45:00 PM,10.23,10.44,,,
13101,01/03/20 11:00:00 PM,10.20,10.46,,,
13102,01/03/20 11:15:00 PM,10.29,10.46,,,
13103,01/03/20 11:30:00 PM,10.19,10.46,,,
13104,01/03/20 11:45:00 PM,10.16,10.46,,,
13105,01/04/20 12:00:00 AM,10.15,10.44,,,
13106,01/04/20 12:15:00 AM,10.08,10.44,,,
13107,01/04/20 12:30:00 AM,9.93,10.44,,,
13108,01/04/20 12:45:00 AM,9.71,10.42,,,
13109,01/04/20 01:00:00 AM,9.52,10.42,,,
13110,01/04/20 01:15:00 AM,9.45,10.42,,,
13111,01/04/20 01:30:00 AM,9.35,10.44,,,
13112,01/04/20 01:45:00 AM,9.39,10.42,,,
13113,01/04/20 02:00:00 AM,9.42,10.42,,,
13114,01/04/20 02:15:00 AM,9.87,10.42,,,
13115,01/04/20 02:30:00 AM,9.80,10.40,,,
13116,01/04/20 02:45:00 AM,10.08,10.42,,,
13117,01/04/20 03:00:00 AM,10.16,10.42,,,
13118,01/04/20 03:15:00 AM,10.12,10.42,,,
13119,01/04/20 03:30:00 AM,9.90,10.40,,,
13120,01/04/20 03:45:00 AM,10.10,10.40,,,
13121,01/04/20 04:00:00 AM,10.17,10.42,,,
13122,01/04/20 04:15:00 AM,9.95,10.42,,,
13123,01/04/20 04:30:00 AM,9.94,10.40,,,
13124,01/04/20 04:45:00 AM,9.90,10.40,,,
13125,01/04/20 05:00:00 AM,9.71,10.38,,,
13126,01/04/20 05:15:00 AM,9.58,10.38,,,
13127,01/04/20 05:30:00 AM,9.46,10.36,,,
13128,01/04/20 05:45:00 AM,9.84,10.36,,,
13129,01/04/20 06:00:00 AM,9.86,10.36,,,
13130,01/04/20 06:15:00 AM,9.55,10.36,,,
13131,01/04/20 06:30:00 AM,9.32,10.36,,,
13132,01/04/20 06:45:00 AM,9.51,10.36,,,
13133,01/04/20 07:00:00 AM,9.31,10.36,,,
13134,01/04/20 07:15:00 AM,9.20,10.36,,,
13135,01/04/20 07:30:00 AM,9.20,10.36,,,
13136,01/04/20 07:45:00 AM,9.58,10.36,,,
13137,01/04/20 08:00:00 AM,9.71,10.36,,,
13138,01/04/20 08:15:00 AM,9.47,10.36,,,
13139,01/04/20 08:30:00 AM,9.37,10.36,,,
13140,01/04/20 08:45:00 AM,9.73,10.36,,,
13141,01/04/20 09:00:00 AM,9.75,10.36,,,
13142,01/04/20 09:15:00 AM,9.80,10.34,,,
13143,01/04/20 09:30:00 AM,9.81,10.34,,,
13144,01/04/20 09:45:00 AM,9.70,10.34,,,
13145,01/04/20 10:00:00 AM,9.63,10.34,,,
13146,01/04/20 10:15:00 AM,9.33,10.34,,,
13147,01/04/20 10:30:00 AM,9.27,10.34,,,
13148,01/04/20 10:45:00 AM,9.19,10.34,,,
13149,01/04/20 11:00:00 AM,9.22,10.36,,,
13150,01/04/20 11:15:00 AM,9.37,10.36,,,
13151,01/04/20 11:30:00 AM,9.35,10.38,,,
13152,01/04/20 11:45:00 AM,9.20,10.38,,,
13153,01/04/20 12:00:00 PM,9.28,10.40,,,
13154,01/04/20 12:15:00 PM,9.35,10.40,,,
13155,01/04/20 12:30:00 PM,9.26,10.40,,,
13156,01/04/20 12:45:00 PM,9.15,10.40,,,
13157,01/04/20 01:00:00 PM,9.24,10.40,,,
13158,01/04/20 01:15:00 PM,9.42,10.42,,,
13159,01/04/20 01:30:00 PM,9.31,10.42,,,
13160,01/04/20 01:45:00 PM,9.21,10.42,,,
13161,01/04/20 02:00:00 PM,9.21,10.44,,,
13162,01/04/20 02:15:00 PM,9.26,10.46,,,
13163,01/04/20 02:30:00 PM,9.16,10.46,,,
13164,01/04/20 02:45:00 PM,9.26,10.46,,,
13165,01/04/20 03:00:00 PM,9.33,10.46,,,
13166,01/04/20 03:15:00 PM,9.27,10.44,,,
13167,01/04/20 03:30:00 PM,9.16,10.44,,,
13168,01/04/20 03:45:00 PM,9.06,10.44,,,
13169,01/04/20 04:00:00 PM,9.10,10.42,,,
13170,01/04/20 04:15:00 PM,9.87,10.42,,,
13171,01/04/20 04:30:00 PM,10.19,10.42,,,
13172,01/04/20 04:45:00 PM,10.20,10.42,,,
13173,01/04/20 05:00:00 PM,10.24,10.40,,,
13174,01/04/20 05:15:00 PM,10.26,10.42,,,
13175,01/04/20 05:30:00 PM,10.23,10.42,,,
13176,01/04/20 05:45:00 PM,10.24,10.42,,,
13177,01/04/20 06:00:00 PM,10.25,10.44,,,
13178,01/04/20 06:15:00 PM,10.28,10.44,,,
13179,01/04/20 06:30:00 PM,10.29,10.46,,,
13180,01/04/20 06:45:00 PM,10.27,10.48,,,
13181,01/04/20 07:00:00 PM,10.28,10.50,,,
13182,01/04/20 07:15:00 PM,10.27,10.50,,,
13183,01/04/20 07:30:00 PM,10.28,10.52,,,
13184,01/04/20 07:45:00 PM,10.26,10.54,,,
13185,01/04/20 08:00:00 PM,10.27,10.56,,,
13186,01/04/20 08:15:00 PM,10.29,10.58,,,
13187,01/04/20 08:30:00 PM,10.25,10.58,,,
13188,01/04/20 08:45:00 PM,10.21,10.60,,,
13189,01/04/20 09:00:00 PM,10.12,10.60,,,
13190,01/04/20 09:15:00 PM,10.13,10.62,,,
13191,01/04/20 09:30:00 PM,10.06,10.62,,,
13192,01/04/20 09:45:00 PM,10.01,10.64,,,
13193,01/04/20 10:00:00 PM,10.14,10.66,,,
13194,01/04/20 10:15:00 PM,10.10,10.68,,,
13195,01/04/20 10:30:00 PM,10.02,10.68,,,
13196,01/04/20 10:45:00 PM,10.10,10.70,,,
13197,01/04/20 11:00:00 PM,10.06,10.72,,,
13198,01/04/20 11:15:00 PM,10.01,10.72,,,
13199,01/04/20 11:30:00 PM,10.07,10.72,,,
13200,01/04/20 11:45:00 PM,10.11,10.72,,,
13201,01/05/20 12:00:00 AM,10.12,10.72,,,
13202,01/05/20 12:15:00 AM,10.10,10.72,,,
13203,01/05/20 12:30:00 AM,10.09,10.72,,,
13204,01/05/20 12:45:00 AM,10.10,10.70,,,
13205,01/05/20 01:00:00 AM,10.10,10.70,,,
13206,01/05/20 01:15:00 AM,10.06,10.68,,,
13207,01/05/20 01:30:00 AM,9.95,10.68,,,
13208,01/05/20 01:45:00 AM,9.93,10.68,,,
13209,01/05/20 02:00:00 AM,9.92,10.68,,,
13210,01/05/20 02:15:00 AM,9.79,10.68,,,
13211,01/05/20 02:30:00 AM,9.68,10.68,,,
13212,01/05/20 02:45:00 AM,9.61,10.66,,,
13213,01/05/20 03:00:00 AM,9.50,10.64,,,
13214,01/05/20 03:15:00 AM,9.43,10.64,,,
13215,01/05/20 03:30:00 AM,9.42,10.64,,,
13216,01/05/20 03:45:00 AM,9.51,10.62,,,
13217,01/05/20 04:00:00 AM,9.91,10.62,,,
13218,01/05/20 04:15:00 AM,10.07,10.62,,,
13219,01/05/20 04:30:00 AM,10.04,10.62,,,
13220,01/05/20 04:45:00 AM,10.05,10.60,,,
13221,01/05/20 05:00:00 AM,10.06,10.58,,,
13222,01/05/20 05:15:00 AM,9.89,10.56,,,
13223,01/05/20 05:30:00 AM,9.88,10.54,,,
13224,01/05/20 05:45:00 AM,9.78,10.52,,,
13225,01/05/20 06:00:00 AM,9.84,10.50,,,
13226,01/05/20 06:15:00 AM,10.04,10.50,,,
13227,01/05/20 06:30:00 AM,9.78,10.48,,,
13228,01/05/20 06:45:00 AM,9.85,10.46,,,
13229,01/05/20 07:00:00 AM,9.94,10.46,,,
13230,01/05/20 07:15:00 AM,9.84,10.44,,,
13231,01/05/20 07:30:00 AM,9.90,10.42,,,
13232,01/05/20 07:45:00 AM,9.87,10.40,,,
13233,01/05/20 08:00:00 AM,9.69,10.38,,,
13234,01/05/20 08:15:00 AM,9.86,10.36,,,
13235,01/05/20 08:30:00 AM,10.00,10.34,,,
13236,01/05/20 08:45:00 AM,9.95,10.32,,,
13237,01/05/20 09:00:00 AM,9.92,10.30,,,
13238,01/05/20 09:15:00 AM,9.95,10.26,,,
13239,01/05/20 09:30:00 AM,9.99,10.24,,,
13240,01/05/20 09:45:00 AM,10.01,10.22,,,
13241,01/05/20 10:00:00 AM,10.06,10.20,,,
13242,01/05/20 10:15:00 AM,10.01,10.18,,,
13243,01/05/20 10:30:00 AM,10.11,10.16,,,
13244,01/05/20 10:45:00 AM,10.16,10.14,,,
13245,01/05/20 11:00:00 AM,10.17,10.14,,,
13246,01/05/20 11:15:00 AM,10.15,10.12,,,
13247,01/05/20 11:30:00 AM,10.17,10.12,,,
13248,01/05/20 11:45:00 AM,10.14,10.10,,,
13249,01/05/20 12:00:00 PM,10.06,10.12,,,
13250,01/05/20 12:15:00 PM,10.00,10.12,,,
13251,01/05/20 12:30:00 PM,9.63,10.12,,,
13252,01/05/20 12:45:00 PM,9.57,10.12,,,
13253,01/05/20 01:00:00 PM,9.53,10.12,,,
13254,01/05/20 01:15:00 PM,9.56,10.10,,,
13255,01/05/20 01:30:00 PM,9.53,10.10,,,
13256,01/05/20 01:45:00 PM,9.49,10.10,,,
13257,01/05/20 02:00:00 PM,9.51,10.12,,,
13258,01/05/20 02:15:00 PM,9.44,10.12,,,
13259,01/05/20 02:30:00 PM,9.40,10.12,,,
13260,01/05/20 02:45:00 PM,9.42,10.12,,,
13261,01/05/20 03:00:00 PM,9.20,10.12,,,
13262,01/05/20 03:15:00 PM,9.08,10.14,,,
13263,01/05/20 03:30:00 PM,9.02,10.14,,,
13264,01/05/20 03:45:00 PM,9.01,10.14,,,
13265,01/05/20 04:00:00 PM,9.00,10.12,,,
13266,01/05/20 04:15:00 PM,8.99,10.12,,,
13267,01/05/20 04:30:00 PM,9.01,10.12,,,
13268,01/05/20 04:45:00 PM,9.24,10.12,,,
13269,01/05/20 05:00:00 PM,9.76,10.14,,,
13270,01/05/20 05:15:00 PM,10.19,10.14,,,
13271,01/05/20 05:30:00 PM,10.28,10.16,,,
13272,01/05/20 05:45:00 PM,10.31,10.18,,,
13273,01/05/20 06:00:00 PM,10.31,10.20,,,
13274,01/05/20 06:15:00 PM,10.31,10.20,,,
13275,01/05/20 06:30:00 PM,10.32,10.20,,,
13276,01/05/20 06:45:00 PM,10.33,10.20,,,
13277,01/05/20 07:00:00 PM,10.35,10.22,,,
13278,01/05/20 07:15:00 PM,10.35,10.22,,,
13279,01/05/20 07:30:00 PM,10.34,10.22,,,
13280,01/05/20 07:45:00 PM,10.32,10.24,,,
13281,01/05/20 08:00:00 PM,10.35,10.24,,,
13282,01/05/20 08:15:00 PM,10.36,10.24,,,
13283,01/05/20 08:30:00 PM,10.33,10.26,,,
13284,01/05/20 08:45:00 PM,10.31,10.26,,,
13285,01/05/20 09:00:00 PM,10.29,10.28,,,
13286,01/05/20 09:15:00 PM,10.16,10.28,,,
13287,01/05/20 09:30:00 PM,10.26,10.28,,,
13288,01/05/20 09:45:00 PM,10.20,10.30,,,
13289,01/05/20 10:00:00 PM,10.22,10.30,,,
13290,01/05/20 10:15:00 PM,10.12,10.32,,,
13291,01/05/20 10:30:00 PM,10.10,10.34,,,
13292,01/05/20 10:45:00 PM,10.05,10.34,,,
13293,01/05/20 11:00:00 PM,10.10,10.36,,,
13294,01/05/20 11:15:00 PM,10.11,10.36,,,
13295,01/05/20 11:30:00 PM,10.16,10.38,,,
13296,01/05/20 11:45:00 PM,10.16,10.40,,,
13297,01/06/20 12:00:00 AM,10.11,10.42,,,
13298,01/06/20 12:15:00 AM,10.13,10.42,,,
13299,01/06/20 12:30:00 AM,10.07,10.42,,,
13300,01/06/20 12:45:00 AM,10.16,10.42,,,
13301,01/06/20 01:00:00 AM,10.16,10.42,,,
13302,01/06/20 01:15:00 AM,10.17,10.42,,,
13303,01/06/20 01:30:00 AM,10.19,10.42,,,
13304,01/06/20 01:45:00 AM,10.26,10.40,,,
13305,01/06/20 02:00:00 AM,10.27,10.40,,,
13306,01/06/20 02:15:00 AM,10.26,10.38,,,
13307,01/06/20 02:30:00 AM,10.24,10.36,,,
13308,01/06/20 02:45:00 AM,10.17,10.34,,,
13309,01/06/20 03:00:00 AM,10.06,10.32,,,
13310,01/06/20 03:15:00 AM,10.05,10.34,,,
13311,01/06/20 03:30:00 AM,9.87,10.30,,,
13312,01/06/20 03:45:00 AM,9.99,10.30,,,
13313,01/06/20 04:00:00 AM,10.07,10.28,,,
13314,01/06/20 04:15:00 AM,10.09,10.26,,,
13315,01/06/20 04:30:00 AM,10.07,10.24,,,
13316,01/06/20 04:45:00 AM,9.92,10.22,,,
13317,01/06/20 05:00:00 AM,9.85,10.22,,,
13318,01/06/20 05:15:00 AM,10.09,10.20,,,
13319,01/06/20 05:30:00 AM,10.17,10.20,,,
13320,01/06/20 05:45:00 AM,10.00,10.18,,,
13321,01/06/20 06:00:00 AM,10.14,10.18,,,
13322,01/06/20 06:15:00 AM,10.18,10.16,,,
13323,01/06/20 06:30:00 AM,10.19,10.14,,,
13324,01/06/20 06:45:00 AM,10.15,10.14,,,
13325,01/06/20 07:00:00 AM,10.18,10.12,,,
13326,01/06/20 07:15:00 AM,10.17,10.10,,,
13327,01/06/20 07:30:00 AM,10.14,10.10,,,
13328,01/06/20 07:45:00 AM,10.15,10.08,,,
13329,01/06/20 08:00:00 AM,10.16,10.06,,,
13330,01/06/20 08:15:00 AM,10.19,10.06,,,
13331,01/06/20 08:30:00 AM,10.16,10.04,,,
13332,01/06/20 08:45:00 AM,10.15,10.04,,,
13333,01/06/20 09:00:00 AM,10.16,10.02,,,
13334,01/06/20 09:15:00 AM,10.13,10.00,,,
13335,01/06/20 09:30:00 AM,10.19,9.98,,,
13336,01/06/20 09:45:00 AM,10.02,9.96,,,
13337,01/06/20 10:00:00 AM,10.10,9.94,,,
13338,01/06/20 10:15:00 AM,10.20,9.92,,,
13339,01/06/20 10:30:00 AM,10.07,9.90,,,
13340,01/06/20 10:45:00 AM,10.06,9.88,,,
13341,01/06/20 11:00:00 AM,10.01,9.86,,,
13342,01/06/20 11:15:00 AM,10.23,9.86,,,
13343,01/06/20 11:30:00 AM,10.32,9.86,,,
13344,01/06/20 11:45:00 AM,10.25,9.84,,,
13345,01/06/20 12:00:00 PM,10.17,9.84,,,
13346,01/06/20 12:15:00 PM,10.22,9.82,,,
13347,01/06/20 12:30:00 PM,10.20,9.82,,,
13348,01/06/20 12:45:00 PM,10.09,9.82,,,
13349,01/06/20 01:00:00 PM,10.08,9.82,,,
13350,01/06/20 01:15:00 PM,10.02,9.84,,,
13351,01/06/20 01:30:00 PM,10.05,9.84,,,
13352,01/06/20 01:45:00 PM,10.06,9.82,,,
13353,01/06/20 02:00:00 PM,9.96,9.82,,,
13354,01/06/20 02:15:00 PM,9.89,9.82,,,
13355,01/06/20 02:30:00 PM,9.81,9.82,,,
13356,01/06/20 02:45:00 PM,9.91,9.84,,,
13357,01/06/20 03:00:00 PM,9.68,9.84,,,
13358,01/06/20 03:15:00 PM,9.63,9.84,,,
13359,01/06/20 03:30:00 PM,9.53,9.84,,,
13360,01/06/20 03:45:00 PM,9.44,9.84,,,
13361,01/06/20 04:00:00 PM,9.50,9.86,,,
13362,01/06/20 04:15:00 PM,9.58,9.84,,,
13363,01/06/20 04:30:00 PM,9.53,9.84,,,
13364,01/06/20 04:45:00 PM,9.43,9.84,,,
13365,01/06/20 05:00:00 PM,9.44,9.84,,,
13366,01/06/20 05:15:00 PM,9.53,9.84,,,
13367,01/06/20 05:30:00 PM,9.88,9.86,,,
13368,01/06/20 05:45:00 PM,10.08,9.88,,,
13369,01/06/20 06:00:00 PM,10.24,9.90,,,
13370,01/06/20 06:15:00 PM,10.36,9.94,,,
13371,01/06/20 06:30:00 PM,10.43,9.94,,,
13372,01/06/20 06:45:00 PM,10.45,9.96,,,
13373,01/06/20 07:00:00 PM,10.44,9.96,,,
13374,01/06/20 07:15:00 PM,10.46,9.96,,,
13375,01/06/20 07:30:00 PM,10.47,9.98,,,
13376,01/06/20 07:45:00 PM,10.45,9.98,,,
13377,01/06/20 08:00:00 PM,10.47,9.98,,,
13378,01/06/20 08:15:00 PM,10.45,10.00,,,
13379,01/06/20 08:30:00 PM,10.44,10.00,,,
13380,01/06/20 08:45:00 PM,10.47,10.00,,,
13381,01/06/20 09:00:00 PM,10.46,10.02,,,
13382,01/06/20 09:15:00 PM,10.45,10.02,,,
13383,01/06/20 09:30:00 PM,10.39,10.02,,,
13384,01/06/20 09:45:00 PM,10.31,10.02,,,
13385,01/06/20 10:00:00 PM,10.34,10.04,,,
13386,01/06/20 10:15:00 PM,10.19,10.04,,,
13387,01/06/20 10:30:00 PM,10.10,10.04,,,
13388,01/06/20 10:45:00 PM,10.19,10.04,,,
13389,01/06/20 11:00:00 PM,10.13,10.06,,,
13390,01/06/20 11:15:00 PM,10.00,10.08,,,
13391,01/06/20 11:30:00 PM,10.02,10.08,,,
13392,01/06/20 11:45:00 PM,10.17,10.10,,,
13393,01/07/20 12:00:00 AM,10.28,10.12,,,
13394,01/07/20 12:15:00 AM,10.31,10.12,,,
13395,01/07/20 12:30:00 AM,10.26,10.14,,,
13396,01/07/20 12:45:00 AM,10.23,10.14,,,
13397,01/07/20 01:00:00 AM,10.06,10.14,,,
13398,01/07/20 01:15:00 AM,10.10,10.14,,,
13399,01/07/20 01:30:00 AM,10.18,10.14,,,
13400,01/07/20 01:45:00 AM,10.21,10.14,,,
13401,01/07/20 02:00:00 AM,10.08,10.14,,,
13402,01/07/20 02:15:00 AM,10.06,10.12,,,
13403,01/07/20 02:30:00 AM,10.11,10.10,,,
13404,01/07/20 02:45:00 AM,10.26,10.08,,,
13405,01/07/20 03:00:00 AM,10.26,10.06,,,
13406,01/07/20 03:15:00 AM,10.30,10.04,,,
13407,01/07/20 03:30:00 AM,10.15,10.04,,,
13408,01/07/20 03:45:00 AM,10.22,10.02,,,
13409,01/07/20 04:00:00 AM,10.17,10.00,,,
13410,01/07/20 04:15:00 AM,10.07,10.00,,,
13411,01/07/20 04:30:00 AM,9.89,10.00,,,
13412,01/07/20 04:45:00 AM,9.86,9.98,,,
13413,01/07/20 05:00:00 AM,9.72,9.98,,,
13414,01/07/20 05:15:00 AM,9.62,9.94,,,
13415,01/07/20 05:30:00 AM,9.60,9.94,,,
13416,01/07/20 05:45:00 AM,9.55,9.92,,,
13417,01/07/20 06:00:00 AM,9.83,9.90,,,
13418,01/07/20 06:15:00 AM,9.72,9.88,,,
13419,01/07/20 06:30:00 AM,9.81,9.88,,,
13420,01/07/20 06:45:00 AM,10.12,9.88,,,
13421,01/07/20 07:00:00 AM,10.14,9.86,,,
13422,01/07/20 07:15:00 AM,10.20,9.86,,,
13423,01/07/20 07:30:00 AM,10.22,9.84,,,
13424,01/07/20 07:45:00 AM,10.27,9.86,,,
13425,01/07/20 08:00:00 AM,10.28,9.86,,,
13426,01/07/20 08:15:00 AM,10.29,9.86,,,
13427,01/07/20 08:30:00 AM,10.26,9.84,,,
13428,01/07/20 08:45:00 AM,10.18,9.84,,,
13429,01/07/20 09:00:00 AM,10.18,9.84,,,
13430,01/07/20 09:15:00 AM,10.19,9.84,,,
13431,01/07/20 09:30:00 AM,10.16,9.84,,,
13432,01/07/20 09:45:00 AM,10.19,9.82,,,
13433,01/07/20 10:00:00 AM,10.07,9.82,,,
13434,01/07/20 10:15:00 AM,10.21,9.82,,,
13435,01/07/20 10:30:00 AM,10.25,9.80,,,
13436,01/07/20 10:45:00 AM,10.17,9.80,,,
13437,01/07/20 11:00:00 AM,10.26,9.78,,,
13438,01/07/20 11:15:00 AM,10.25,9.76,,,
13439,01/07/20 11:30:00 AM,10.31,9.76,,,
13440,01/07/20 11:45:00 AM,10.33,9.74,,,
13441,01/07/20 12:00:00 PM,10.37,9.74,,,
13442,01/07/20 12:15:00 PM,10.32,9.72,,,
13443,01/07/20 12:30:00 PM,10.25,9.72,,,
13444,01/07/20 12:45:00 PM,10.21,9.72,,,
13445,01/07/20 01:00:00 PM,10.10,9.72,,,
13446,01/07/20 01:15:00 PM,10.10,9.72,,,
13447,01/07/20 01:30:00 PM,10.07,9.72,,,
13448,01/07/20 01:45:00 PM,10.02,9.72,,,
13449,01/07/20 02:00:00 PM,10.02,9.72,,,
13450,01/07/20 02:15:00 PM,10.12,9.72,,,
13451,01/07/20 02:30:00 PM,10.01,9.72,,,
13452,01/07/20 02:45:00 PM,10.04,9.72,,,
13453,01/07/20 03:00:00 PM,9.92,9.72,,,
13454,01/07/20 03:15:00 PM,9.95,9.70,,,
13455,01/07/20 03:30:00 PM,9.94,9.70,,,
13456,01/07/20 03:45:00 PM,10.00,9.70,,,
13457,01/07/20 04:00:00 PM,9.88,9.72,,,
13458,01/07/20 04:15:00 PM,9.83,9.72,,,
13459,01/07/20 04:30:00 PM,9.85,9.70,,,
13460,01/07/20 04:45:00 PM,9.84,9.70,,,
13461,01/07/20 05:00:00 PM,9.87,9.70,,,
13462,01/07/20 05:15:00 PM,9.77,9.70,,,
13463,01/07/20 05:30:00 PM,9.74,9.68,,,
13464,01/07/20 05:45:00 PM,9.78,9.66,,,
13465,01/07/20 06:00:00 PM,9.84,9.66,,,
13466,01/07/20 06:15:00 PM,10.06,9.66,,,
13467,01/07/20 06:30:00 PM,10.36,9.66,,,
13468,01/07/20 06:45:00 PM,10.39,9.66,,,
13469,01/07/20 07:00:00 PM,10.42,9.64,,,
13470,01/07/20 07:15:00 PM,10.42,9.66,,,
13471,01/07/20 07:30:00 PM,10.40,9.66,,,
13472,01/07/20 07:45:00 PM,10.37,9.68,,,
13473,01/07/20 08:00:00 PM,10.36,9.70,,,
13474,01/07/20 08:15:00 PM,10.36,9.70,,,
13475,01/07/20 08:30:00 PM,10.36,9.72,,,
13476,01/07/20 08:45:00 PM,10.35,9.74,,,
13477,01/07/20 09:00:00 PM,10.36,9.76,,,
13478,01/07/20 09:15:00 PM,10.39,9.78,,,
13479,01/07/20 09:30:00 PM,10.37,9.80,,,
13480,01/07/20 09:45:00 PM,10.37,9.80,,,
13481,01/07/20 10:00:00 PM,10.40,9.82,,,
13482,01/07/20 10:15:00 PM,10.40,9.82,,,
13483,01/07/20 10:30:00 PM,10.37,9.84,,,
13484,01/07/20 10:45:00 PM,10.40,9.88,,,
13485,01/07/20 11:00:00 PM,10.40,9.90,,,
13486,01/07/20 11:15:00 PM,10.37,9.90,,,
13487,01/07/20 11:30:00 PM,10.23,9.92,,,
13488,01/07/20 11:45:00 PM,10.20,9.94,,,
13489,01/08/20 12:00:00 AM,9.99,9.94,,,
13490,01/08/20 12:15:00 AM,9.89,9.96,,,
13491,01/08/20 12:30:00 AM,9.84,9.98,,,
13492,01/08/20 12:45:00 AM,9.77,10.00,,,
13493,01/08/20 01:00:00 AM,10.15,10.00,,,
13494,01/08/20 01:15:00 AM,10.21,10.02,,,
13495,01/08/20 01:30:00 AM,10.29,10.04,,,
13496,01/08/20 01:45:00 AM,10.23,10.04,,,
13497,01/08/20 02:00:00 AM,10.21,10.04,,,
13498,01/08/20 02:15:00 AM,10.16,10.04,,,
13499,01/08/20 02:30:00 AM,10.12,10.04,,,
13500,01/08/20 02:45:00 AM,10.19,10.04,,,
13501,01/08/20 03:00:00 AM,10.09,10.04,,,
13502,01/08/20 03:15:00 AM,9.92,10.04,,,
13503,01/08/20 03:30:00 AM,10.02,10.02,,,
13504,01/08/20 03:45:00 AM,10.12,10.02,,,
13505,01/08/20 04:00:00 AM,9.91,10.00,,,
13506,01/08/20 04:15:00 AM,9.88,10.00,,,
13507,01/08/20 04:30:00 AM,9.85,10.00,,,
13508,01/08/20 04:45:00 AM,9.85,9.98,,,
13509,01/08/20 05:00:00 AM,9.77,9.98,,,
13510,01/08/20 05:15:00 AM,9.60,9.98,,,
13511,01/08/20 05:30:00 AM,9.65,9.96,,,
13512,01/08/20 05:45:00 AM,9.56,9.96,,,
13513,01/08/20 06:00:00 AM,9.63,9.96,,,
13514,01/08/20 06:15:00 AM,9.67,9.96,,,
13515,01/08/20 06:30:00 AM,9.95,9.96,,,
13516,01/08/20 06:45:00 AM,10.07,9.94,,,
13517,01/08/20 07:00:00 AM,10.05,9.94,,,
13518,01/08/20 07:15:00 AM,10.07,9.94,,,
13519,01/08/20 07:30:00 AM,10.17,9.94,,,
13520,01/08/20 07:45:00 AM,10.22,9.92,,,
13521,01/08/20 08:00:00 AM,10.22,9.94,,,
13522,01/08/20 08:15:00 AM,10.19,9.94,,,
13523,01/08/20 08:30:00 AM,10.18,9.94,,,
13524,01/08/20 08:45:00 AM,10.19,9.94,,,
13525,01/08/20 09:00:00 AM,10.21,9.94,,,
13526,01/08/20 09:15:00 AM,10.21,9.92,,,
13527,01/08/20 09:30:00 AM,10.21,9.92,,,
13528,01/08/20 09:45:00 AM,10.20,9.92,,,
13529,01/08/20 10:00:00 AM,10.19,9.92,,,
13530,01/08/20 10:15:00 AM,10.22,9.90,,,
13531,01/08/20 10:30:00 AM,10.21,9.90,,,
13532,01/08/20 10:45:00 AM,10.10,9.90,,,
13533,01/08/20 11:00:00 AM,10.21,9.90,,,
13534,01/08/20 11:15:00 AM,10.18,9.90,,,
13535,01/08/20 11:30:00 AM,10.14,9.90,,,
13536,01/08/20 11:45:00 AM,10.12,9.90,,,
13537,01/08/20 12:00:00 PM,10.20,9.90,,,
13538,01/08/20 12:15:00 PM,10.16,9.88,,,
13539,01/08/20 12:30:00 PM,10.17,9.88,,,
13540,01/08/20 12:45:00 PM,10.06,9.88,,,
13541,01/08/20 01:00:00 PM,10.12,9.88,,,
13542,01/08/20 01:15:00 PM,10.11,9.88,,,
13543,01/08/20 01:30:00 PM,10.10,9.88,,,
13544,01/08/20 01:45:00 PM,9.86,9.88,,,
13545,01/08/20 02:00:00 PM,9.91,9.88,,,
