Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,Magnification,Ocular Units,Phylum,Class,Subclass,Order,Family,Genus,Species,Life Stage,Abundance,Size,Size with Tail,Notes,Qced
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,16,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,10,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,12,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,10,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,14,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,11,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,12,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,1,13,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,adult,492,12.75,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,1,70,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,1,22,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,1,64,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,1,16,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,1,74,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,1,52,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,adult,5,49.66666667,,,
KNAGGS,2/20/20,net throw,4,5,100036,100603,153,30,4,40,Arthropoda,Ostracoda,Podacopa,Podacopida,Ilyocryprididae,Ilyocypris,illyocypris,adult,2,39,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,20,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,21,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,22,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,25,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,16,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,19,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,16,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,19,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,19,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,23,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,19,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,17,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,20,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,20,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,76,18.9,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,42,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,33,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,33,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,adult,1,34,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,13,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,8,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,Cyclopoida,nauplii,1,10.75,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,9,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,9,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,13,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,nauplii,1,8,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,21,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,18,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,20,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,17,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,18,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,21,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,16,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,Harpacticoida,adult,1,23,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,Ceriodaphnia,adult,1,17,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,adult,1,17,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,adult,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,adult,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,adult,1,13,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,13,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,16,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,14,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,14,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,14,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,9,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,10,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,16,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,14,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,Chydorus,adult,1,12.55,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,adult,1,14,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,adult,1,14,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,adult,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,adult,1,13,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Alona,alona,adult,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,15,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,16,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,33,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,11,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,12,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,adult,1,35,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,adult,1,22,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,17,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,20,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,17,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,adult,1,49,,,
MOK-USRR,2/18/20,net throw,4,5,56390,59205,153,30,4,40,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,adult,1,36,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,20,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,1,25,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,copepidite,2,22.5,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,adult,1,45,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,adult,1,58,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,Pseudodiaptoidae,adult,1,61,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,13,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,19,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,24,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,16,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,14,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,15,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,16,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,17,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,18,,,
XSSAC,2/20/20,net throw,4,5,97093,97701,153,30,4,40,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops,copepidite,1,25,,,
