Site,Date,Method,Throws,Rope Length_m,FlowMeterBegin,FlowMeterEnd,MeshSize_Microns,RingSize_cm,TotalVolume_ml,SplitFraction,Volumesubsampled_ml,Phylum,Class,Subclass,Order,Family,Genus,Species,male/female,LifeStage,abundance,Gravid_Y_N,Total_eggs,QC,
COS-BEACH,5/8/19,net throw,4,5,112627,114614,153,30,50,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,,,Y,
COS-BEACH,5/8/19,net throw,4,5,112627,114614,153,30,50,1,3,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,,,Y,
COS-BEACH,5/8/19,net throw,4,5,112627,114614,153,30,50,1,3,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,Y,
COS-BEACH,5/8/19,net throw,4,5,112627,114614,153,30,50,1,3,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,2,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,41,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,2,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,6,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,4,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,mendotae,,adult,1,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,29,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,2,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,155,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,10,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,3,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,Y,
COS-BEACH,5/22/19,net throw,4,5,403993,405742,153,30,50,1,13,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,6,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,81,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,12,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,6,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,11,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,4,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,6,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,28,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Annelida,oligocheate,oligocheate,oligocheate,oligocheate,oligocheate,oligochaeta,,adult,1,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,nymph ,5,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,3,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthopoda,Insecta,0,Hemiptera,Hemiptera,Hemiptera,Hemiptera,,adult,2,,,Y,
WENDELS,6/3/19,net throw,4,5,458166,458716,153,30,75,1,75,Arthropoda,Insecta,Pterygota,Thysanoptera,0,0,Thysanoptera,,adult,1,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,1,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,6,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,61,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,2,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,3,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,12,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,6,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,mendotae,,adult,2,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,12,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,97,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,36,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Eurycercus,eurycercus,,adult,1,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,3,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,3,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,2,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthopoda,Insecta,0,Hemiptera,Aphidoidea,Aphidoidea,Aphidoidea,,adult,1,,,Y,
COS-BEACH,6/3/19,net throw,4,5,469064,471126,153,30,50,1,14,Arthropoda,Insecta,0,Ephemeroptera,Ephemeroptera,Ephemeroptera,ephemeroptera,,larvae,1,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,4,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,115,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,10,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,2,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,1,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,21,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,8,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Simocephalus,simocephalus,,adult,3,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,82,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,8,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,4,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Daphnia,parvula,,adult,3,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,2,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,24,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,2,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,Nematoda,,adult,1,,,Y,
SAC-FREMONT,6/4/19,net throw,4,5,494570,496099,153,30,100,1,8,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,1,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,134,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,38,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,8,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,1,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,36,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,5,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,,,Y,
BABYMARSH,6/4/19,net throw,4,5,485984,487628,153,30,250,1,1,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,6,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,122,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,adult,9,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,18,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,56,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,1,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Moinidae,Moina,moina,,adult,6,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Branchipoda,0,Cladocera,Siddidae,Diaphanosoma,diaphanosoma,,adult,1,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,3,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,,,Y,
SAC-FREMONT,6/18/19,net throw,4,5,499494,500132,153,30,50,1,4,Chordata,Actinopterigyii,0,0,0,0,larvalfish,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,3,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,2,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,25,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,2,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,3,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Daphnia,Daphnia,pulex,,adult,4,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,47,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,5,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Sididae,0,sididae,,adult,10,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Branchipoda,0,Cladocera,Ilyocryptidae,ilyocryptus,ilyocryptus,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,8,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,3,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,4,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthopoda,Insecta,0,Diptera,Simuliidae,Simuliidae,Simuliidae,,larvae,3,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthopoda,Insecta,0,0,0,0,terrestrial,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Insecta,Pterygota,Thysanoptera,0,0,Thysanoptera,,adult,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthopoda,Insecta,0,Trichoptera,0,0,tricoptera,,larvae,1,,,Y,
WENDELS,6/18/19,net throw,4,5,499105,499493,153,30,75,1,75,Arthropoda,Insecta,0,Collembola,Collembola,Collembola,Collembola,,adult,1,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,78,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Cyclooida,Cyclopidae,Cyclopidae,cyclopoida,,nauplii,1,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,8,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,11,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Bosminidae,Bosmina,bosmina,,adult,116,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydoridae,chydoridae,,adult,7,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,89,,,Y,
COS-BEACH,6/19/19,net throw,4,5,502310,502635,153,30,50,1,11,Arthopoda,Insecta,0,Diptera,Chironomidae,Chironomidae,chironomidae,,larvae,1,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,192,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,adult,9,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,3,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,176,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,14,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,1,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,4,,,Y,
BABYMARSH,6/20/19,net throw,4,5,512854,513500,153,30,100,1,2,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,1,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,4,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,106,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,14,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Maxillopoda,Copepoda,Calanoida,Calanoida,Calanoida,calanoida,,nauplii,51,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Maxillopoda,Copepoda,Harpacticoida,Harpacticoida,Harpacticoida,harpacticoida,,adult,15,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Branchipoda,0,Cladocera,Daphniidae,Ceriodaphnia,ceriodaphnia,,adult,1,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Branchipoda,0,Cladocera,Sididae,sida,sida,,adult,3,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Branchipoda,0,Cladocera,Chydoridae,Chydorus,chydorus,,adult,3,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Eucypris,eucypris,,adult,3,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthopoda,Ostracoda,Podacopa,Podacopida,Cyprididae,Cypridopsis,cypridopsis,,adult,3,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,Rotifera,rotifera,,adult,8,,,Y,
BABYMARSH,7/25/19,net throw,4,5,555947,557388,153,30,50,1,9,Arthropoda,Arachnida,acari,Hydracarina,0,0,acari,,adult,1,,,Y,
COS-BEACH,7/25/19,net throw,4,5,596800,599265,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Calanoida,Pseudodiaptoidae,Pseudodiaptoidae,pseudodiaptoidae,,copepidite,4,,,Y,
COS-BEACH,7/25/19,net throw,4,5,596800,599265,153,30,50,1,2,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,acanthocyclops,,copepidite,113,,,Y,
