"Plot Title: 20568251"
"#","Date Time, GMT-08:00","DO conc, mg/L (LGR S/N: 20568251, SEN S/N: 20568251)","Temp, °C (LGR S/N: 20568251, SEN S/N: 20568251)","Coupler Attached (LGR S/N: 20568251)","Host Connected (LGR S/N: 20568251)","Coupler Detached (LGR S/N: 20568251)","Stopped (LGR S/N: 20568251)","End Of File (LGR S/N: 20568251)"
7541,02/26/20 12:15:00 AM,7.43,13.06,,,,,
7542,02/26/20 12:30:00 AM,7.39,12.98,,,,,
7543,02/26/20 12:45:00 AM,7.32,12.86,,,,,
7544,02/26/20 01:00:00 AM,7.18,12.68,,,,,
7545,02/26/20 01:15:00 AM,7.25,12.48,,,,,
7546,02/26/20 01:30:00 AM,7.32,12.40,,,,,
7547,02/26/20 01:45:00 AM,7.36,12.44,,,,,
7548,02/26/20 02:00:00 AM,7.40,12.60,,,,,
7549,02/26/20 02:15:00 AM,7.46,12.66,,,,,
7550,02/26/20 02:30:00 AM,7.54,12.68,,,,,
7551,02/26/20 02:45:00 AM,7.66,12.72,,,,,
7552,02/26/20 03:00:00 AM,7.63,12.78,,,,,
7553,02/26/20 03:15:00 AM,7.74,12.84,,,,,
7554,02/26/20 03:30:00 AM,7.95,12.90,,,,,
7555,02/26/20 03:45:00 AM,8.02,12.94,,,,,
7556,02/26/20 04:00:00 AM,8.09,12.94,,,,,
7557,02/26/20 04:15:00 AM,8.14,12.92,,,,,
7558,02/26/20 04:30:00 AM,8.08,12.92,,,,,
7559,02/26/20 04:45:00 AM,8.02,12.92,,,,,
7560,02/26/20 05:00:00 AM,7.96,12.92,,,,,
7561,02/26/20 05:15:00 AM,7.95,12.90,,,,,
7562,02/26/20 05:30:00 AM,7.90,12.88,,,,,
7563,02/26/20 05:45:00 AM,7.82,12.88,,,,,
7564,02/26/20 06:00:00 AM,7.76,12.86,,,,,
7565,02/26/20 06:15:00 AM,7.69,12.84,,,,,
7566,02/26/20 06:30:00 AM,7.48,12.84,,,,,
7567,02/26/20 06:45:00 AM,7.35,12.86,,,,,
7568,02/26/20 07:00:00 AM,7.19,12.86,,,,,
7569,02/26/20 07:15:00 AM,7.12,12.86,,,,,
7570,02/26/20 07:30:00 AM,7.09,12.86,,,,,
7571,02/26/20 07:45:00 AM,6.93,12.84,,,,,
7572,02/26/20 08:00:00 AM,6.80,12.84,,,,,
7573,02/26/20 08:15:00 AM,6.93,12.86,,,,,
7574,02/26/20 08:30:00 AM,7.15,12.86,,,,,
7575,02/26/20 08:45:00 AM,7.31,12.84,,,,,
7576,02/26/20 09:00:00 AM,7.48,12.84,,,,,
7577,02/26/20 09:15:00 AM,7.63,12.82,,,,,
7578,02/26/20 09:30:00 AM,7.74,12.80,,,,,
7579,02/26/20 09:45:00 AM,7.89,12.82,,,,,
7580,02/26/20 10:00:00 AM,7.94,12.82,,,,,
7581,02/26/20 10:15:00 AM,7.93,12.86,,,,,
7582,02/26/20 10:30:00 AM,7.91,12.88,,,,,
7583,02/26/20 10:45:00 AM,7.94,12.92,,,,,
7584,02/26/20 11:00:00 AM,7.93,12.98,,,,,
7585,02/26/20 11:15:00 AM,7.87,13.04,,,,,
7586,02/26/20 11:30:00 AM,7.93,13.06,,,,,
7587,02/26/20 11:45:00 AM,7.91,13.08,,,,,
7588,02/26/20 12:00:00 PM,7.92,13.16,,,,,
7589,02/26/20 12:15:00 PM,7.91,13.32,,,,,
7590,02/26/20 12:30:00 PM,7.88,13.50,,,,,
7591,02/26/20 12:45:00 PM,8.01,13.70,,,,,
7592,02/26/20 01:00:00 PM,8.04,13.88,,,,,
7593,02/26/20 01:15:00 PM,8.53,14.06,,,,,
7594,02/26/20 01:30:00 PM,8.34,14.12,,,,,
7595,02/26/20 01:45:00 PM,8.09,14.10,,,,,
7596,02/26/20 02:00:00 PM,8.34,14.22,,,,,
7597,02/26/20 02:15:00 PM,8.79,14.12,,,,,
7598,02/26/20 02:30:00 PM,8.72,14.12,,,,,
7599,02/26/20 02:45:00 PM,8.76,15.22,,,,,
7600,02/26/20 03:00:00 PM,8.76,15.94,,,,,
7601,02/26/20 03:15:00 PM,8.59,15.74,,,,,
7602,02/26/20 03:30:00 PM,8.52,15.34,,,,,
7603,02/26/20 03:45:00 PM,8.63,15.06,,,,,
7604,02/26/20 04:00:00 PM,8.67,14.92,,,,,
7605,02/26/20 04:15:00 PM,8.37,14.72,,,,,
7606,02/26/20 04:30:00 PM,8.45,14.54,,,,,
7607,02/26/20 04:45:00 PM,8.42,14.46,,,,,
7608,02/26/20 05:00:00 PM,8.47,14.34,,,,,
7609,02/26/20 05:15:00 PM,8.38,14.36,,,,,
7610,02/26/20 05:30:00 PM,8.41,14.42,,,,,
7611,02/26/20 05:45:00 PM,8.40,14.46,,,,,
7612,02/26/20 06:00:00 PM,8.46,14.54,,,,,
7613,02/26/20 06:15:00 PM,8.44,14.52,,,,,
7614,02/26/20 06:30:00 PM,8.36,14.46,,,,,
7615,02/26/20 06:45:00 PM,8.34,14.38,,,,,
7616,02/26/20 07:00:00 PM,8.27,14.36,,,,,
7617,02/26/20 07:15:00 PM,8.11,14.34,,,,,
7618,02/26/20 07:30:00 PM,7.90,14.32,,,,,
7619,02/26/20 07:45:00 PM,8.01,14.26,,,,,
7620,02/26/20 08:00:00 PM,8.24,14.24,,,,,
7621,02/26/20 08:15:00 PM,8.37,14.20,,,,,
7622,02/26/20 08:30:00 PM,8.42,14.18,,,,,
7623,02/26/20 08:45:00 PM,8.44,14.14,,,,,
7624,02/26/20 09:00:00 PM,8.48,14.14,,,,,
7625,02/26/20 09:15:00 PM,8.44,14.12,,,,,
7626,02/26/20 09:30:00 PM,8.41,14.12,,,,,
7627,02/26/20 09:45:00 PM,8.27,14.12,,,,,
7628,02/26/20 10:00:00 PM,8.10,14.12,,,,,
7629,02/26/20 10:15:00 PM,8.07,14.14,,,,,
7630,02/26/20 10:30:00 PM,7.92,14.18,,,,,
7631,02/26/20 10:45:00 PM,7.77,14.20,,,,,
7632,02/26/20 11:00:00 PM,7.72,14.22,,,,,
7633,02/26/20 11:15:00 PM,7.69,14.20,,,,,
7634,02/26/20 11:30:00 PM,7.61,14.18,,,,,
7635,02/26/20 11:45:00 PM,7.45,14.16,,,,,
7636,02/27/20 12:00:00 AM,7.42,14.12,,,,,
7637,02/27/20 12:15:00 AM,7.37,14.06,,,,,
7638,02/27/20 12:30:00 AM,7.22,14.02,,,,,
7639,02/27/20 12:45:00 AM,6.95,13.96,,,,,
7640,02/27/20 01:00:00 AM,6.82,13.88,,,,,
7641,02/27/20 01:15:00 AM,6.83,13.80,,,,,
7642,02/27/20 01:30:00 AM,6.67,13.70,,,,,
7643,02/27/20 01:45:00 AM,6.67,13.60,,,,,
7644,02/27/20 02:00:00 AM,6.70,13.58,,,,,
7645,02/27/20 02:15:00 AM,6.75,13.60,,,,,
7646,02/27/20 02:30:00 AM,7.00,13.62,,,,,
7647,02/27/20 02:45:00 AM,6.40,13.64,,,,,
7648,02/27/20 03:00:00 AM,6.55,13.62,,,,,
7649,02/27/20 03:15:00 AM,6.30,13.68,,,,,
7650,02/27/20 03:30:00 AM,6.13,13.70,,,,,
7651,02/27/20 03:45:00 AM,6.50,13.70,,,,,
7652,02/27/20 04:00:00 AM,7.14,13.70,,,,,
7653,02/27/20 04:15:00 AM,7.00,13.66,,,,,
7654,02/27/20 04:30:00 AM,6.89,13.60,,,,,
7655,02/27/20 04:45:00 AM,6.71,13.56,,,,,
7656,02/27/20 05:00:00 AM,7.05,13.52,,,,,
7657,02/27/20 05:15:00 AM,7.11,13.50,,,,,
7658,02/27/20 05:30:00 AM,6.75,13.46,,,,,
7659,02/27/20 05:45:00 AM,7.04,13.44,,,,,
7660,02/27/20 06:00:00 AM,7.02,13.42,,,,,
7661,02/27/20 06:15:00 AM,7.08,13.38,,,,,
7662,02/27/20 06:30:00 AM,6.52,13.38,,,,,
7663,02/27/20 06:45:00 AM,6.18,13.40,,,,,
7664,02/27/20 07:00:00 AM,5.97,13.40,,,,,
7665,02/27/20 07:15:00 AM,5.79,13.40,,,,,
7666,02/27/20 07:30:00 AM,5.87,13.38,,,,,
7667,02/27/20 07:45:00 AM,5.78,13.36,,,,,
7668,02/27/20 08:00:00 AM,5.67,13.36,,,,,
7669,02/27/20 08:15:00 AM,5.46,13.36,,,,,
7670,02/27/20 08:30:00 AM,5.58,13.36,,,,,
7671,02/27/20 08:45:00 AM,5.55,13.38,,,,,
7672,02/27/20 09:00:00 AM,5.62,13.40,,,,,
7673,02/27/20 09:15:00 AM,5.66,13.44,,,,,
7674,02/27/20 09:30:00 AM,5.75,13.44,,,,,
7675,02/27/20 09:45:00 AM,5.95,13.46,,,,,
7676,02/27/20 10:00:00 AM,6.14,13.48,,,,,
7677,02/27/20 10:15:00 AM,6.25,13.50,,,,,
7678,02/27/20 10:30:00 AM,6.39,13.56,,,,,
7679,02/27/20 10:45:00 AM,6.56,13.62,,,,,
7680,02/27/20 11:00:00 AM,6.52,13.68,,,,,
7681,02/27/20 11:15:00 AM,6.56,13.74,,,,,
7682,02/27/20 11:30:00 AM,6.55,13.78,,,,,
7683,02/27/20 11:45:00 AM,6.55,13.80,,,,,
7684,02/27/20 12:00:00 PM,6.47,13.86,,,,,
7685,02/27/20 12:15:00 PM,6.49,14.00,,,,,
7686,02/27/20 12:30:00 PM,6.76,14.18,,,,,
7687,02/27/20 12:45:00 PM,6.66,14.38,,,,,
7688,02/27/20 01:00:00 PM,7.48,14.52,,,,,
7689,02/27/20 01:15:00 PM,7.71,14.68,,,,,
7690,02/27/20 01:30:00 PM,7.38,14.86,,,,,
7691,02/27/20 01:45:00 PM,7.38,15.02,,,,,
7692,02/27/20 02:00:00 PM,7.04,15.30,,,,,
7693,02/27/20 02:15:00 PM,6.70,15.78,,,,,
7694,02/27/20 02:30:00 PM,6.74,16.12,,,,,
7695,02/27/20 02:45:00 PM,6.65,16.34,,,,,
7696,02/27/20 03:00:00 PM,6.78,16.44,,,,,
7697,02/27/20 03:15:00 PM,6.70,16.32,,,,,
7698,02/27/20 03:30:00 PM,6.65,16.20,,,,,
7699,02/27/20 03:45:00 PM,6.77,16.00,,,,,
7700,02/27/20 04:00:00 PM,6.86,15.96,,,,,
7701,02/27/20 04:15:00 PM,6.80,15.96,,,,,
7702,02/27/20 04:30:00 PM,6.99,15.88,,,,,
7703,02/27/20 04:45:00 PM,6.94,15.80,,,,,
7704,02/27/20 05:00:00 PM,6.86,15.70,,,,,
7705,02/27/20 05:15:00 PM,6.72,15.62,,,,,
7706,02/27/20 05:30:00 PM,6.80,15.54,,,,,
7707,02/27/20 05:45:00 PM,6.84,15.42,,,,,
7708,02/27/20 06:00:00 PM,6.87,15.28,,,,,
7709,02/27/20 06:15:00 PM,6.94,15.20,,,,,
7710,02/27/20 06:30:00 PM,7.20,15.12,,,,,
7711,02/27/20 06:45:00 PM,7.35,15.04,,,,,
7712,02/27/20 07:00:00 PM,7.72,14.98,,,,,
7713,02/27/20 07:15:00 PM,7.85,14.92,,,,,
7714,02/27/20 07:30:00 PM,7.76,14.90,,,,,
7715,02/27/20 07:45:00 PM,7.73,14.88,,,,,
7716,02/27/20 08:00:00 PM,7.62,14.86,,,,,
7717,02/27/20 08:15:00 PM,7.43,14.84,,,,,
7718,02/27/20 08:30:00 PM,7.43,14.80,,,,,
7719,02/27/20 08:45:00 PM,7.60,14.78,,,,,
7720,02/27/20 09:00:00 PM,7.71,14.74,,,,,
7721,02/27/20 09:15:00 PM,7.78,14.72,,,,,
7722,02/27/20 09:30:00 PM,7.73,14.70,,,,,
7723,02/27/20 09:45:00 PM,7.67,14.70,,,,,
7724,02/27/20 10:00:00 PM,7.54,14.70,,,,,
7725,02/27/20 10:15:00 PM,7.40,14.72,,,,,
7726,02/27/20 10:30:00 PM,7.34,14.72,,,,,
7727,02/27/20 10:45:00 PM,7.25,14.70,,,,,
7728,02/27/20 11:00:00 PM,7.21,14.70,,,,,
7729,02/27/20 11:15:00 PM,7.16,14.74,,,,,
7730,02/27/20 11:30:00 PM,6.99,14.74,,,,,
7731,02/27/20 11:45:00 PM,6.96,14.74,,,,,
7732,02/28/20 12:00:00 AM,6.94,14.72,,,,,
7733,02/28/20 12:15:00 AM,6.90,14.70,,,,,
7734,02/28/20 12:30:00 AM,6.76,14.66,,,,,
7735,02/28/20 12:45:00 AM,6.55,14.62,,,,,
7736,02/28/20 01:00:00 AM,6.49,14.58,,,,,
7737,02/28/20 01:15:00 AM,6.39,14.52,,,,,
7738,02/28/20 01:30:00 AM,6.28,14.46,,,,,
7739,02/28/20 01:45:00 AM,6.27,14.40,,,,,
7740,02/28/20 02:00:00 AM,6.20,14.32,,,,,
7741,02/28/20 02:15:00 AM,6.19,14.26,,,,,
7742,02/28/20 02:30:00 AM,6.23,14.22,,,,,
7743,02/28/20 02:45:00 AM,6.37,14.24,,,,,
7744,02/28/20 03:00:00 AM,6.57,14.28,,,,,
7745,02/28/20 03:15:00 AM,6.70,14.30,,,,,
7746,02/28/20 03:30:00 AM,6.78,14.28,,,,,
7747,02/28/20 03:45:00 AM,6.84,14.30,,,,,
7748,02/28/20 04:00:00 AM,6.90,14.30,,,,,
7749,02/28/20 04:15:00 AM,6.98,14.28,,,,,
7750,02/28/20 04:30:00 AM,6.97,14.24,,,,,
7751,02/28/20 04:45:00 AM,6.85,14.20,,,,,
7752,02/28/20 05:00:00 AM,6.87,14.14,,,,,
7753,02/28/20 05:15:00 AM,6.80,14.10,,,,,
7754,02/28/20 05:30:00 AM,6.80,14.06,,,,,
7755,02/28/20 05:45:00 AM,6.76,14.02,,,,,
7756,02/28/20 06:00:00 AM,6.80,13.98,,,,,
7757,02/28/20 06:15:00 AM,6.90,13.94,,,,,
7758,02/28/20 06:30:00 AM,6.74,13.90,,,,,
7759,02/28/20 06:45:00 AM,6.45,13.88,,,,,
7760,02/28/20 07:00:00 AM,6.12,13.88,,,,,
7761,02/28/20 07:15:00 AM,5.90,13.88,,,,,
7762,02/28/20 07:30:00 AM,5.83,13.86,,,,,
7763,02/28/20 07:45:00 AM,5.78,13.84,,,,,
7764,02/28/20 08:00:00 AM,5.79,13.84,,,,,
7765,02/28/20 08:15:00 AM,5.79,13.84,,,,,
7766,02/28/20 08:30:00 AM,5.71,13.84,,,,,
7767,02/28/20 08:45:00 AM,5.52,13.86,,,,,
7768,02/28/20 09:00:00 AM,5.56,13.88,,,,,
7769,02/28/20 09:15:00 AM,5.68,13.86,,,,,
7770,02/28/20 09:30:00 AM,5.85,13.92,,,,,
7771,02/28/20 09:45:00 AM,5.88,13.94,,,,,
7772,02/28/20 10:00:00 AM,5.83,13.96,,,,,
7773,02/28/20 10:15:00 AM,5.93,14.00,,,,,
7774,02/28/20 10:30:00 AM,6.12,14.06,,,,,
7775,02/28/20 10:45:00 AM,6.18,14.12,,,,,
7776,02/28/20 11:00:00 AM,6.23,14.20,,,,,
7777,02/28/20 11:15:00 AM,6.32,14.22,,,,,
7778,02/28/20 11:30:00 AM,6.50,14.24,,,,,
7779,02/28/20 11:45:00 AM,6.60,14.28,,,,,
7780,02/28/20 12:00:00 PM,6.66,14.30,,,,,
7781,02/28/20 12:15:00 PM,6.60,14.34,,,,,
7782,02/28/20 12:30:00 PM,6.63,14.44,,,,,
7783,02/28/20 12:45:00 PM,6.59,14.42,,,,,
7784,02/28/20 01:00:00 PM,6.53,14.46,,,,,
7785,02/28/20 01:15:00 PM,6.44,14.58,,,,,
7786,02/28/20 01:30:00 PM,6.42,14.78,,,,,
7787,02/28/20 01:45:00 PM,6.56,14.78,,,,,
7788,02/28/20 02:00:00 PM,6.53,14.82,,,,,
7789,02/28/20 02:15:00 PM,6.60,14.92,,,,,
7790,02/28/20 02:30:00 PM,6.52,15.06,,,,,
7791,02/28/20 02:45:00 PM,6.52,15.12,,,,,
7792,02/28/20 03:00:00 PM,6.71,15.22,,,,,
7793,02/28/20 03:15:00 PM,6.74,15.26,,,,,
7794,02/28/20 03:30:00 PM,6.89,15.28,,,,,
7795,02/28/20 03:45:00 PM,7.00,15.32,,,,,
7796,02/28/20 04:00:00 PM,7.14,15.36,,,,,
7797,02/28/20 04:15:00 PM,7.23,15.54,,,,,
7798,02/28/20 04:30:00 PM,7.17,15.70,,,,,
7799,02/28/20 04:45:00 PM,7.12,15.84,,,,,
7800,02/28/20 05:00:00 PM,7.10,15.64,,,,,
7801,02/28/20 05:15:00 PM,7.04,15.40,,,,,
7802,02/28/20 05:30:00 PM,6.94,15.30,,,,,
7803,02/28/20 05:45:00 PM,6.95,15.30,,,,,
7804,02/28/20 06:00:00 PM,6.91,15.28,,,,,
7805,02/28/20 06:15:00 PM,6.87,15.30,,,,,
7806,02/28/20 06:30:00 PM,6.65,15.34,,,,,
7807,02/28/20 06:45:00 PM,6.59,15.46,,,,,
7808,02/28/20 07:00:00 PM,6.58,15.38,,,,,
7809,02/28/20 07:15:00 PM,6.56,15.34,,,,,
7810,02/28/20 07:30:00 PM,6.61,15.34,,,,,
7811,02/28/20 07:45:00 PM,6.66,15.32,,,,,
7812,02/28/20 08:00:00 PM,6.54,15.30,,,,,
7813,02/28/20 08:15:00 PM,6.52,15.26,,,,,
7814,02/28/20 08:30:00 PM,6.52,15.24,,,,,
7815,02/28/20 08:45:00 PM,6.47,15.22,,,,,
7816,02/28/20 09:00:00 PM,6.28,15.20,,,,,
7817,02/28/20 09:15:00 PM,6.10,15.18,,,,,
7818,02/28/20 09:30:00 PM,6.23,15.14,,,,,
7819,02/28/20 09:45:00 PM,6.49,15.08,,,,,
7820,02/28/20 10:00:00 PM,6.64,15.06,,,,,
7821,02/28/20 10:15:00 PM,6.64,15.04,,,,,
7822,02/28/20 10:30:00 PM,6.55,15.02,,,,,
7823,02/28/20 10:45:00 PM,6.44,15.00,,,,,
7824,02/28/20 11:00:00 PM,6.47,14.98,,,,,
7825,02/28/20 11:15:00 PM,6.49,14.96,,,,,
7826,02/28/20 11:30:00 PM,6.26,14.92,,,,,
7827,02/28/20 11:45:00 PM,6.17,14.92,,,,,
7828,02/29/20 12:00:00 AM,6.06,14.92,,,,,
7829,02/29/20 12:15:00 AM,5.99,14.90,,,,,
7830,02/29/20 12:30:00 AM,6.15,14.86,,,,,
7831,02/29/20 12:45:00 AM,6.05,14.84,,,,,
7832,02/29/20 01:00:00 AM,5.90,14.82,,,,,
7833,02/29/20 01:15:00 AM,5.87,14.78,,,,,
7834,02/29/20 01:30:00 AM,5.75,14.74,,,,,
7835,02/29/20 01:45:00 AM,5.63,14.70,,,,,
7836,02/29/20 02:00:00 AM,5.60,14.64,,,,,
7837,02/29/20 02:15:00 AM,5.57,14.60,,,,,
7838,02/29/20 02:30:00 AM,5.42,14.56,,,,,
7839,02/29/20 02:45:00 AM,5.43,14.52,,,,,
7840,02/29/20 03:00:00 AM,5.59,14.48,,,,,
7841,02/29/20 03:15:00 AM,5.66,14.48,,,,,
7842,02/29/20 03:30:00 AM,5.76,14.48,,,,,
7843,02/29/20 03:45:00 AM,5.81,14.42,,,,,
7844,02/29/20 04:00:00 AM,5.86,14.40,,,,,
7845,02/29/20 04:15:00 AM,5.94,14.38,,,,,
7846,02/29/20 04:30:00 AM,6.03,14.36,,,,,
7847,02/29/20 04:45:00 AM,6.05,14.34,,,,,
7848,02/29/20 05:00:00 AM,6.01,14.30,,,,,
7849,02/29/20 05:15:00 AM,6.01,14.24,,,,,
7850,02/29/20 05:30:00 AM,5.97,14.22,,,,,
7851,02/29/20 05:45:00 AM,5.96,14.18,,,,,
7852,02/29/20 06:00:00 AM,5.99,14.16,,,,,
7853,02/29/20 06:15:00 AM,6.05,14.14,,,,,
7854,02/29/20 06:30:00 AM,6.05,14.14,,,,,
7855,02/29/20 06:45:00 AM,5.98,14.12,,,,,
7856,02/29/20 07:00:00 AM,5.79,14.16,,,,,
7857,02/29/20 07:15:00 AM,5.55,14.20,,,,,
7858,02/29/20 07:30:00 AM,5.32,14.22,,,,,
7859,02/29/20 07:45:00 AM,5.41,14.22,,,,,
7860,02/29/20 08:00:00 AM,5.66,14.24,,,,,
7861,02/29/20 08:15:00 AM,5.84,14.22,,,,,
7862,02/29/20 08:30:00 AM,5.94,14.22,,,,,
7863,02/29/20 08:45:00 AM,5.99,14.20,,,,,
7864,02/29/20 09:00:00 AM,5.96,14.18,,,,,
7865,02/29/20 09:15:00 AM,5.79,14.18,,,,,
7866,02/29/20 09:30:00 AM,5.43,14.20,,,,,
7867,02/29/20 09:45:00 AM,5.51,14.18,,,,,
7868,02/29/20 10:00:00 AM,5.79,14.26,,,,,
7869,02/29/20 10:15:00 AM,5.95,14.28,,,,,
7870,02/29/20 10:30:00 AM,5.89,14.30,,,,,
7871,02/29/20 10:45:00 AM,5.75,14.32,,,,,
7872,02/29/20 11:00:00 AM,5.67,14.28,,,,,
7873,02/29/20 11:15:00 AM,5.70,14.30,,,,,
7874,02/29/20 11:30:00 AM,5.67,14.30,,,,,
7875,02/29/20 11:45:00 AM,5.66,14.30,,,,,
7876,02/29/20 12:00:00 PM,5.63,14.32,,,,,
7877,02/29/20 12:15:00 PM,5.67,14.38,,,,,
7878,02/29/20 12:30:00 PM,5.66,14.44,,,,,
7879,02/29/20 12:45:00 PM,5.73,14.52,,,,,
7880,02/29/20 01:00:00 PM,5.80,14.56,,,,,
7881,02/29/20 01:15:00 PM,5.96,14.64,,,,,
7882,02/29/20 01:30:00 PM,5.97,14.66,,,,,
7883,02/29/20 01:45:00 PM,5.97,14.72,,,,,
7884,02/29/20 02:00:00 PM,5.97,14.76,,,,,
7885,02/29/20 02:15:00 PM,6.05,14.84,,,,,
7886,02/29/20 02:30:00 PM,6.07,14.90,,,,,
7887,02/29/20 02:45:00 PM,6.15,14.94,,,,,
7888,02/29/20 03:00:00 PM,6.07,14.98,,,,,
7889,02/29/20 03:15:00 PM,6.10,15.00,,,,,
7890,02/29/20 03:30:00 PM,6.12,15.02,,,,,
7891,02/29/20 03:45:00 PM,6.15,15.02,,,,,
7892,02/29/20 04:00:00 PM,6.10,15.00,,,,,
7893,02/29/20 04:15:00 PM,6.11,14.98,,,,,
7894,02/29/20 04:30:00 PM,6.07,14.96,,,,,
7895,02/29/20 04:45:00 PM,5.98,14.90,,,,,
7896,02/29/20 05:00:00 PM,5.91,14.88,,,,,
7897,02/29/20 05:15:00 PM,5.93,14.84,,,,,
7898,02/29/20 05:30:00 PM,5.94,14.84,,,,,
7899,02/29/20 05:45:00 PM,5.91,14.86,,,,,
7900,02/29/20 06:00:00 PM,5.97,14.86,,,,,
7901,02/29/20 06:15:00 PM,5.96,14.84,,,,,
7902,02/29/20 06:30:00 PM,5.90,14.82,,,,,
7903,02/29/20 06:45:00 PM,5.81,14.80,,,,,
7904,02/29/20 07:00:00 PM,5.76,14.78,,,,,
7905,02/29/20 07:15:00 PM,5.74,14.76,,,,,
7906,02/29/20 07:30:00 PM,5.69,14.76,,,,,
7907,02/29/20 07:45:00 PM,5.62,14.74,,,,,
7908,02/29/20 08:00:00 PM,5.67,14.74,,,,,
7909,02/29/20 08:15:00 PM,5.65,14.74,,,,,
7910,02/29/20 08:30:00 PM,5.68,14.72,,,,,
7911,02/29/20 08:45:00 PM,5.61,14.70,,,,,
7912,02/29/20 09:00:00 PM,5.58,14.70,,,,,
7913,02/29/20 09:15:00 PM,5.61,14.74,,,,,
7914,02/29/20 09:30:00 PM,5.60,14.76,,,,,
7915,02/29/20 09:45:00 PM,5.53,14.76,,,,,
7916,02/29/20 10:00:00 PM,5.44,14.74,,,,,
7917,02/29/20 10:15:00 PM,5.33,14.72,,,,,
7918,02/29/20 10:30:00 PM,5.56,14.64,,,,,
7919,02/29/20 10:45:00 PM,5.67,14.52,,,,,
7920,02/29/20 11:00:00 PM,5.68,14.44,,,,,
7921,02/29/20 11:15:00 PM,5.68,14.38,,,,,
7922,02/29/20 11:30:00 PM,5.59,14.34,,,,,
7923,02/29/20 11:45:00 PM,5.53,14.28,,,,,
7924,03/01/20 12:00:00 AM,5.46,14.22,,,,,
7925,03/01/20 12:15:00 AM,5.39,14.14,,,,,
7926,03/01/20 12:30:00 AM,5.34,14.08,,,,,
7927,03/01/20 12:45:00 AM,5.23,14.02,,,,,
7928,03/01/20 01:00:00 AM,5.22,13.96,,,,,
7929,03/01/20 01:15:00 AM,5.20,13.86,,,,,
7930,03/01/20 01:30:00 AM,5.15,13.76,,,,,
7931,03/01/20 01:45:00 AM,5.08,13.68,,,,,
7932,03/01/20 02:00:00 AM,4.96,13.60,,,,,
7933,03/01/20 02:15:00 AM,4.87,13.54,,,,,
7934,03/01/20 02:30:00 AM,4.82,13.50,,,,,
7935,03/01/20 02:45:00 AM,4.77,13.44,,,,,
7936,03/01/20 03:00:00 AM,4.76,13.40,,,,,
7937,03/01/20 03:15:00 AM,4.59,13.36,,,,,
7938,03/01/20 03:30:00 AM,4.59,13.34,,,,,
7939,03/01/20 03:45:00 AM,4.68,13.34,,,,,
7940,03/01/20 04:00:00 AM,4.81,13.36,,,,,
7941,03/01/20 04:15:00 AM,4.89,13.40,,,,,
7942,03/01/20 04:30:00 AM,5.12,13.38,,,,,
7943,03/01/20 04:45:00 AM,5.09,13.36,,,,,
7944,03/01/20 05:00:00 AM,5.08,13.36,,,,,
7945,03/01/20 05:15:00 AM,5.02,13.38,,,,,
7946,03/01/20 05:30:00 AM,4.87,13.40,,,,,
7947,03/01/20 05:45:00 AM,4.87,13.44,,,,,
7948,03/01/20 06:00:00 AM,4.87,13.46,,,,,
7949,03/01/20 06:15:00 AM,4.96,13.48,,,,,
7950,03/01/20 06:30:00 AM,4.95,13.48,,,,,
7951,03/01/20 06:45:00 AM,4.99,13.48,,,,,
7952,03/01/20 07:00:00 AM,5.02,13.50,,,,,
7953,03/01/20 07:15:00 AM,5.08,13.54,,,,,
7954,03/01/20 07:30:00 AM,5.05,13.58,,,,,
7955,03/01/20 07:45:00 AM,4.99,13.62,,,,,
7956,03/01/20 08:00:00 AM,4.96,13.68,,,,,
7957,03/01/20 08:15:00 AM,4.88,13.76,,,,,
7958,03/01/20 08:30:00 AM,4.92,13.84,,,,,
7959,03/01/20 08:45:00 AM,4.88,13.90,,,,,
7960,03/01/20 09:00:00 AM,4.90,13.96,,,,,
7961,03/01/20 09:15:00 AM,4.81,14.02,,,,,
7962,03/01/20 09:30:00 AM,4.61,14.06,,,,,
7963,03/01/20 09:45:00 AM,4.59,14.04,,,,,
7964,03/01/20 10:00:00 AM,4.62,14.02,,,,,
7965,03/01/20 10:15:00 AM,4.69,13.94,,,,,
7966,03/01/20 10:30:00 AM,4.71,13.82,,,,,
7967,03/01/20 10:45:00 AM,4.68,13.70,,,,,
7968,03/01/20 11:00:00 AM,4.65,13.58,,,,,
7969,03/01/20 11:15:00 AM,4.68,13.58,,,,,
7970,03/01/20 11:30:00 AM,4.69,13.56,,,,,
7971,03/01/20 11:45:00 AM,4.70,13.54,,,,,
7972,03/01/20 12:00:00 PM,4.82,13.48,,,,,
7973,03/01/20 12:15:00 PM,4.95,13.42,,,,,
7974,03/01/20 12:30:00 PM,5.05,13.38,,,,,
7975,03/01/20 12:45:00 PM,5.02,13.34,,,,,
7976,03/01/20 01:00:00 PM,5.02,13.30,,,,,
7977,03/01/20 01:15:00 PM,5.06,13.28,,,,,
7978,03/01/20 01:30:00 PM,5.10,13.26,,,,,
7979,03/01/20 01:45:00 PM,5.15,13.26,,,,,
7980,03/01/20 02:00:00 PM,5.15,13.26,,,,,
7981,03/01/20 02:15:00 PM,5.13,13.28,,,,,
7982,03/01/20 02:30:00 PM,5.02,13.30,,,,,
7983,03/01/20 02:45:00 PM,5.01,13.34,,,,,
7984,03/01/20 03:00:00 PM,5.15,13.38,,,,,
7985,03/01/20 03:15:00 PM,5.16,13.34,,,,,
