SampleID,Site,Date,Type_of_Sample,Filter_Y/N,Volume_Filtered_ml,Repetition,Tin_Capsulse_g,Tin_and_Filter_g,Filter_g,Filter_mg,Zooplankton_SIA_ID_Number,Bulk/Species,Sample_Composition,Fish_Photo_ID,Pit_Tag,Fish_Number,End_Fork_Length_mm,End_Weight_g,Cage_No,Type_of_Veg,Amount_(mg) ,Tray_Name,Well_ID,Analysis,Enriched? ,?13CVPDB (‰),Total C (µg),C Comment,?15NAir (‰),Total N (µg),N Comment,Internal ID,Analysis Number,Mass Spec
BM15_20_03_22_F1077,BabyMarsh,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1077,,15,74,4.38,2,,1.8,2020-10-05_DKCBN,A6,"13C, 15N",No,-26.98386969,860.0903518,,13.03019741,254.7222926,,1751257,566927,H
BM16_20_03_22_F1078,BabyMarsh,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1078,,16,79,5.54,2,,1.8,2020-10-05_DKCBN,A7,"13C, 15N",No,-26.74292353,877.8623207,,13.02940616,271.6738622,,1751258,566928,H
BM17_20_03_22_F1079,BabyMarsh,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1079,,17,75,4.62,2,,1.8,2020-10-05_DKCBN,A8,"13C, 15N",No,-27.36865561,1009.643564,,13.20296997,299.2506233,,1751259,566929,H
BM18_20_03_22_F1080,BabyMarsh,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1080,,18,71,3.72,2,,2,2020-10-05_DKCBN,A9,"13C, 15N",No,-25.8549932,932.4849371,,13.23315179,277.6967593,,1751260,566930,H
BM19_20_03_22_F1081,BabyMarsh,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1081,,19,73,4.02,2,,1.8,2020-10-05_DKCBN,A10,"13C, 15N",No,-27.67546369,708.5302166,,12.69800196,214.0567849,,1751261,566931,H
MOK1_20_03_22_F1099,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1099,,1,54,1.3,1,,1.8,2020-10-05_DKCBN,A11,"13C, 15N",No,-19.34389696,886.6620811,,13.02356233,276.2436577,,1751262,566932,H
MOK2_20_03_22_F1100,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1100,,2,53,1.27,1,,1.8,2020-10-05_DKCBN,A12,"13C, 15N",No,-19.43394787,892.6490365,,13.51485285,278.3902834,,1751263,566933,H
MOK3_20_03_22_F1101,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1101,,3,60,1.97,1,,1.7,2020-10-05_DKCBN,B1,"13C, 15N",No,-20.38832618,724.8396224,,12.47407873,229.1237151,,1751264,566940,H
MOK4_20_03_22_F1102,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1102,,4,53,1.19,1,,1.8,2020-10-05_DKCBN,B2,"13C, 15N",No,-19.58176072,732.240858,,13.2499721,228.2187469,,1751265,566941,H
MOK5_20_03_22_F1103,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1103,,5,53,1.11,1,,2,2020-10-05_DKCBN,B3,"13C, 15N",No,-19.00755689,896.2121004,,13.73267733,278.1150475,,1751266,566942,H
MOK6_20_03_22_F1104,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1104,,6,55,1.48,1,,1.9,2020-10-05_DKCBN,B4,"13C, 15N",No,-19.91893547,539.4232851,,12.90581585,170.1079136,,1751267,566943,H
MOK7_20_03_22_F1105,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1105,,7,52,1.06,1,,1.7,2020-10-05_DKCBN,B5,"13C, 15N",No,-18.76171965,783.2942863,,14.20391309,244.2653515,,1751268,566944,H
MOK8_20_03_22_F1106,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1106,,8,51,1.15,1,,1.7,2020-10-05_DKCBN,B6,"13C, 15N",No,-19.66803779,795.6248577,,13.00856295,239.172408,,1751269,566945,H
MOK9_20_03_22_F1107,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1107,,9,56,1.81,1,,1.8,2020-10-05_DKCBN,B7,"13C, 15N",No,-19.45664404,800.3625414,,13.14860175,252.6077909,,1751270,566946,H
MOK10_20_03_22_F1108,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1108,,10,57,1.82,1,,1.9,2020-10-05_DKCBN,B8,"13C, 15N",No,-19.89384677,832.3692368,,13.02956931,253.1403779,,1751271,566947,H
MOK11_20_03_22_F1109,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1109,,11,57,2.04,2,,1.9,2020-10-05_DKCBN,B9,"13C, 15N",No,-20.77313375,889.43468,,12.36776212,266.2230358,,1751272,566948,H
MOK12_20_03_22_F1110,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1110,,12,56,1.37,2,,1.9,2020-10-05_DKCBN,B10,"13C, 15N",No,-19.99555782,924.3476061,,12.7150579,286.6682666,,1751273,566949,H
MOK13_20_03_22_F1111,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1111,,13,50,1.09,2,,1.4,2020-10-05_DKCBN,B11,"13C, 15N",No,-19.60647543,584.666115,,13.27872572,183.0232048,,1751274,566950,H
MOK14_20_03_22_F1112,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1112,,14,56,1.54,2,,1.9,2020-10-05_DKCBN,B12,"13C, 15N",No,-20.19187407,926.2253553,,12.64742473,289.2145666,,1751275,566951,H
MOK15_20_03_22_F1113,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1113,,15,56,1.53,2,,1.8,2020-10-05_DKCBN,C1,"13C, 15N",No,-19.91838189,1237.517187,,12.55693875,393.9405337,Contained more nitrogen than largest reference,1751276,566957,H
MOK16_20_03_22_F1114,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1114,,16,57,1.74,2,,1.7,2020-10-05_DKCBN,C2,"13C, 15N",No,-20.02582997,850.1240957,,12.94274516,261.7872772,,1751277,566958,H
MOK17_20_03_22_F1115,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1115,,17,58,1.97,2,,1.9,2020-10-05_DKCBN,C3,"13C, 15N",No,-20.62073617,949.9518143,,11.82411696,295.3880696,,1751278,566959,H
MOK18_20_03_22_F1116,MokUSRR,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1116,,18,55,1.47,2,,1.6,2020-10-05_DKCBN,C4,"13C, 15N",No,-19.6660479,916.1096792,,12.83509087,270.2092555,,1751279,566960,H
CB1_20_03_22_F1082,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1082,,1,68,3.1,1,,1.8,2020-10-05_DKCBN,C5,"13C, 15N",No,-24.16475535,932.3572091,,12.99229866,283.6611001,,1751280,566961,H
CB2_20_03_22_F1083,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1083,,2,61,2.49,1,,1.8,2020-10-05_DKCBN,C6,"13C, 15N",No,-23.11227366,859.3963141,,13.18114584,260.9543694,,1751281,566962,H
CB3_20_03_22_F1084,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1084,,3,59,2.19,1,,1.9,2020-10-05_DKCBN,C7,"13C, 15N",No,-22.73083261,911.4083548,,13.38081026,276.397582,,1751282,566963,H
CB4_20_03_22_F1085,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1085,,4,60,2.18,1,,1.7,2020-10-05_DKCBN,C8,"13C, 15N",No,-23.39680131,709.6245528,,13.26740147,212.2566955,,1751283,566964,H
CB5_20_03_22_F1086,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1086,,5,61,2.44,1,,1.8,2020-10-05_DKCBN,C9,"13C, 15N",No,-23.46010223,861.3053701,,13.19636311,259.5595361,,1751284,566965,H
CB6_20_03_22_F1087,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1087,,6,57,1.81,1,,1.9,2020-10-05_DKCBN,C10,"13C, 15N",No,-21.74943755,892.9319056,,13.89459751,275.1093191,,1751285,566966,H
CB7_20_03_22_F1088,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1088,,7,64,2.93,1,,1.5,2020-10-05_DKCBN,C11,"13C, 15N",No,-23.65614851,826.0632785,,12.9679872,246.5274051,,1751286,566967,H
CB8_20_03_22_F1089,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1089,,8,66,3.09,1,,1.7,2020-10-05_DKCBN,C12,"13C, 15N",No,-23.68045516,858.9341768,,12.94889042,243.583248,,1751287,566968,H
CB9_20_03_22_F1090,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1090,,9,58,2.16,1,,1.7,2020-10-05_DKCBN,D1,"13C, 15N",No,-23.18923634,745.9342207,,13.47652296,223.5471439,,1751288,566972,H
CB10_20_03_22_F1091,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1091,,10,60,2.23,1,,1.7,2020-10-05_DKCBN,D2,"13C, 15N",No,-22.24347865,760.5523129,,13.46722773,229.3593609,,1751289,566973,H
CB11_20_03_22_F1092,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1092,,11,66,3.29,2,,1.6,2020-10-05_DKCBN,D3,"13C, 15N",No,-24.69294032,763.4482788,,12.78973542,215.3440416,,1751290,566974,H
CB12_20_03_22_F1093,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1093,,12,65,2.97,2,,1.9,2020-10-05_DKCBN,D4,"13C, 15N",No,-24.6903497,945.3329373,,12.68744033,276.7087786,,1751291,566975,H
CB13_20_03_22_F1094,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1094,,13,59,2.37,2,,1.8,2020-10-05_DKCBN,D5,"13C, 15N",No,-23.50041442,854.7475506,,13.44331428,265.0095123,,1751292,566976,H
CB14_20_03_22_F1095,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1095,,14,67,3.68,2,,1.8,2020-10-05_DKCBN,D6,"13C, 15N",No,-24.14267185,906.0993033,,12.90639845,242.1848027,,1751293,566977,H
CB15_20_03_22_F1096,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1096,,15,70,3.74,2,,1.7,2020-10-05_DKCBN,D7,"13C, 15N",No,-24.50248533,838.0827716,,12.61222854,239.5752742,,1751294,566978,H
CB16_20_03_22_F1097,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1097,,16,63,2.58,2,,1.9,2020-10-05_DKCBN,D8,"13C, 15N",No,-23.70289634,824.3117112,,12.94585259,253.5893615,,1751295,566979,H
CB17_20_03_22_F1098,CosBeach,2020-03-22,Fish muscle tissue,N,,,,,,,,,,1098,,17,63,2.79,2,,1.8,2020-10-05_DKCBN,D9,"13C, 15N",No,-24.65945719,846.3714021,,13.20223653,253.0425553,,1751296,566980,H
SAC1_20_03_23_F1128,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1128,982000359363541,1,60,2.06,21,,1.7,2020-10-05_DKCBN,D10,"13C, 15N",No,-23.27727451,776.7950238,,12.43781393,242.1346501,,1751297,566981,H
SAC2_20_03_23_F1129,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1129,982126956334455,2,67,2.91,21,,1.6,2020-10-05_DKCBN,D11,"13C, 15N",No,-23.96799048,813.9726733,,11.37279087,256.0801774,,1751298,566982,H
SAC3_20_03_23_F1130,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1130,982000196963902,3,62,2.18,21,,1.6,2020-10-05_DKCBN,D12,"13C, 15N",No,-23.33807685,779.5185911,,11.65069504,243.6041456,,1751299,566983,H
SAC4_20_03_23_F1131,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1131,982000196963902,4,62,2.12,21,,1.9,2020-10-05_DKCBN,E1,"13C, 15N",No,-24.02116999,904.4732621,,12.35274661,280.7260953,,1751300,566989,H
SAC5_20_03_23_F1132,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1132,982000359363603,5,67,3.14,21,,2,2020-10-05_DKCBN,E2,"13C, 15N",No,-24.20781417,989.3457397,,11.65282408,308.7222604,,1751301,566990,H
SAC11_20_03_23_F1133,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1133,982000359363602,11,60,2.02,29,,1.8,2020-10-05_DKCBN,E3,"13C, 15N",No,-22.56298986,792.3034515,,11.99591193,248.9032757,,1751302,566991,H
SAC12_20_03_23_F1134,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1134,,12,53,1.52,29,,1.7,2020-10-05_DKCBN,E4,"13C, 15N",No,-23.91328233,868.3908289,,12.74401761,269.9650198,,1751303,566992,H
SAC13_20_03_23_F1135,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1135,982000359363583,13,60,2.06,29,,2,2020-10-05_DKCBN,E5,"13C, 15N",No,-23.25907844,908.0739167,,11.53379193,282.8963731,,1751304,566993,H
SAC14_20_03_23_F1136,XSSAC,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1136,982000359363609,14,59,2.03,29,,1.7,2020-10-05_DKCBN,E6,"13C, 15N",No,-22.72705028,802.5915696,,12.35282978,247.6660007,,1751305,566994,H
KNG1_20_03_23_F1117,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1117,,1,88,8.62,1,,1.7,2020-10-05_DKCBN,E7,"13C, 15N",No,-26.59152592,816.3854572,,10.93675802,232.6543608,,1751306,566995,H
KNG2_20_03_23_F1118,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1118,,2,91,8.96,1,,1.6,2020-10-05_DKCBN,E8,"13C, 15N",No,-26.68393286,897.6757288,,10.79297206,228.9014404,,1751307,566996,H
KNG3_20_03_23_F1119,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1119,,3,89,8.75,1,,1.7,2020-10-05_DKCBN,E9,"13C, 15N",No,-24.93240784,831.9157314,,10.93014681,251.9531443,,1751308,566997,H
KNG4_20_03_23_F1120,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1120,,4,85,7.31,1,,1.7,2020-10-05_DKCBN,E10,"13C, 15N",No,-24.81894822,780.0786425,,11.13993159,233.4833737,,1751309,566998,H
KNG5_20_03_23_F1121,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1121,,5,86,8.1,1,,2,2020-10-05_DKCBN,E11,"13C, 15N",No,-25.24488118,981.4780209,,10.64469763,290.9643466,,1751310,566999,H
KNG11_20_03_23_F1122,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1122,,11,88,8.88,2,,1.9,2020-10-05_DKCBN,E12,"13C, 15N",No,-27.2428915,929.8928352,,10.82913839,261.4536104,,1751311,567000,H
KNG12_20_03_23_F1123,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1123,,12,88,8.03,2,,1.9,2020-10-05_DKCBN,F1,"13C, 15N",No,-27.36802457,784.1344893,,10.80157412,214.8319744,,1751312,567004,H
KNG13_20_03_23_F1124,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1124,,13,91,9.11,2,,2,2020-10-05_DKCBN,F2,"13C, 15N",No,-26.17605831,974.1866713,,11.03757336,290.8187381,,1751313,567005,H
KNG14_20_03_23_F1125,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,-,,14,90,9.15,2,,1.8,2020-10-05_DKCBN,F3,"13C, 15N",No,-26.12287408,925.940492,,10.72759828,279.2971523,,1751314,567006,H
KNG15_20_03_23_F1126,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1125,,15,91,8.4,2,,1.9,2020-10-05_DKCBN,F4,"13C, 15N",No,-26.36339147,852.9973336,,10.69927941,262.589259,,1751315,567007,H
KNG16_20_03_23_F1127,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1126,,16,87,7.77,2,,1.7,2020-10-05_DKCBN,F5,"13C, 15N",No,-26.86828549,861.4980798,,11.15407489,244.2996241,,1751316,567008,H
KNG17_20_03_23_F1128,Knaggs,2020-03-23,Fish muscle tissue,N,,,,,,,,,,1127,,17,81,6.51,2,,1.6,2020-10-05_DKCBN,F6,"13C, 15N",No,-26.83150137,778.1771214,,10.84839512,230.5961051,,1751317,567009,H
BM_19_03_14_tules,BabyMarsh,2019-03-14,Veg,N,,,,,,,,,,,,,,,,Tules,1.7,2020-10-05_DKCBN,F7,"13C, 15N",No,-28.56121805,561.8894438,,3.540916403,11.69858091,Precision decreases for samples containing less than 20ugN,1751318,567010,H
SAC_19_04_22_SAV,XSSAC,2019-04-22,Veg,N,,,,,,,,,,,,,,,,SAV,1.9,2020-10-05_DKCBN,F8,"13C, 15N",No,-27.39977614,591.4859174,,3.135674407,18.39289224,Precision decreases for samples containing less than 20ugN,1751319,567011,H
SAC_19_02_25_Veg,XSSAC,2019-02-25,Veg,N,,,,,,,,,,,,,,,,Veg,1.8,2020-10-05_DKCBN,F9,"13C, 15N",No,-29.54152732,483.0670751,,2.414002181,22.04292254,,1751320,567012,H
CB_18_12_10_OakLvs,CosBeach,2018-12-10,Veg,N,,,,,,,,,,,,,,,,OakLeaves,1.7,2020-10-05_DKCBN,F10,"13C, 15N",No,-31.11295281,721.2104553,,1.435638741,13.08180366,Precision decreases for samples containing less than 20ugN,1751321,567013,H
BM_19_12_10_Grass,BabyMarsh,2019-12-10,Veg,N,,,,,,,,,,,,,,,,Grass,1.6,2020-10-05_DKCBN,F11,"13C, 15N",No,-26.22221727,627.1867977,,1.410012802,11.40145747,Precision decreases for samples containing less than 20ugN,1751322,567014,H
BM_19_12_10_Tules,BabyMarsh,2019-12-10,Veg,N,,,,,,,,,,,,,,,,Tules,1.7,2020-10-05_DKCBN,F12,"13C, 15N",No,-28.65832777,745.331002,,4.583239113,9.492568262,Contained too little nitrogen,1751323,567015,H
KNG_19_02_12_mud,Knaggs,2019-02-12,Veg,N,,,,,,,,,,,,,,,,Mud,1.6,2020-10-05_DKCBN,G1,"13C, 15N",No,-18.9330225,126.8157945,,3.480245274,4.212697199,Contained too little nitrogen,1751324,567021,H
CB_18_12_10_dirt,CosBeach,2018-12-10,Veg,N,,,,,,,,,,,,,,,,Dirt,1.6,2020-10-05_DKCBN,G2,"13C, 15N",No,-24.80222887,10.64753606,Contained too little carbon,0.220106973,1.021249557,Contained too little nitrogen,1751325,567022,H
SAC_19_04_08_SAV,XSSAC,2019-04-08,Veg,N,,,,,,,,,,,,,,,,SAV,1.8,2020-10-05_DKCBN,G3,"13C, 15N",No,-31.22011252,590.0571646,,3.802477058,36.49330653,,1751326,567023,H
Ctri_19_03_14_pepwd,CosTri,2019-03-14,Veg,N,,,,,,,,,,,,,,,,Senseed_Pepperweed,1.8,2020-10-05_DKCBN,G4,"13C, 15N",No,-28.52931286,389.8824663,,1.067370426,12.42028199,Precision decreases for samples containing less than 20ugN,1751327,567024,H
KNG6_19_01_29_mud,Knaggs,2019-01-29,Veg,N,,,,,,,,,,,,,,,,Mud,1.9,2020-10-05_DKCBN,G5,"13C, 15N",No,-26.29618961,31.8116899,Precision decreases for samples containing less than 100ugC,3.913891061,2.972137353,Contained too little nitrogen,1751328,567025,H
SAC_19_03_11_SAV,XSSAC,2019-03-11,Veg,N,,,,,,,,,,,,,,,,SAV,1.7,2020-10-05_DKCBN,G6,"13C, 15N",No,-28.93201888,460.8179128,,4.158863554,34.82982931,,1751329,567026,H
KNG6_19_01_08_RSW,Knaggs,2019-01-08,Veg,N,,,,,,,,,,,,,,,,RiceSedWet,1.6,2020-10-05_DKCBN,G7,"13C, 15N",No,-28.21501624,42.22006994,Precision decreases for samples containing less than 100ugC,5.595914424,3.302473754,Contained too little nitrogen,1751330,567027,H
KNG6_19_01_08_RStwW,Knaggs,2019-01-08,Veg,N,,,,,,,,,,,,,,,,RiceStrawWet,1.9,2020-10-05_DKCBN,G8,"13C, 15N",No,-28.91151946,242.9323828,,5.381599773,7.708522407,Contained too little nitrogen,1751331,567028,H
Ctri_19_03_14_SubSge,CosTri,2019-03-14,Veg,N,,,,,,,,,,,,,,,,SubmergedSedge,1.9,2020-10-05_DKCBN,G9,"13C, 15N",No,-28.11568024,637.1685201,,4.236448751,17.45615523,Precision decreases for samples containing less than 20ugN,1751332,567029,H
KNG6_19_0_08_RSoil,Knaggs,2019-01-08,Veg,N,,,,,,,,,,,,,,,,RiceSoil ,1.6,2020-10-05_DKCBN,G10,"13C, 15N",No,-28.40480291,416.9251909,,5.917175334,4.306224211,Contained too little nitrogen,1751333,567030,H
BM_19_12_10_Bllrush,BabyMarsh,2019-12-10,Veg,N,,,,,,,,,,,,,,,,Bullrush,1.9,2020-10-05_DKCBN,G11,"13C, 15N",No,-29.38542769,956.5857938,,2.578587892,10.67761235,Precision decreases for samples containing less than 20ugN,1751334,567031,H
KNG6_19_01_08_Rstrw,Knaggs,2019-01-08,Veg,N,,,,,,,,,,,,,,,,RiverStraw,1.7,2020-10-05_DKCBN,G12,"13C, 15N",No,-28.24083233,388.2693176,,5.963538531,5.716942912,Contained too little nitrogen,1751335,567032,H
KNG6_19_02_12_Algae,Knaggs,2019-02-12,Veg,N,,,,,,,,,,,,,,,,Algae,1.8,2020-10-05_DKCBN,H1,"13C, 15N",No,-32.73824581,330.8322722,,5.729234157,20.04640934,,1751336,567039,H
Ctri_19_12_09_sedge,CosTri,2019-12-09,Veg,N,,,,,,,,,,,,,,,,Sedge,1.8,2020-10-05_DKCBN,H2,"13C, 15N",No,-29.35288024,763.4808196,,2.57157925,10.14140799,Precision decreases for samples containing less than 20ugN,1751337,567040,H
Ctri_19_12_09_grass,CosTri,2019-12-09,Veg,N,,,,,,,,,,,,,,,,Grass,1.6,2020-10-05_DKCBN,H3,"13C, 15N",No,-30.61017832,581.9160803,,6.300345538,27.47814081,,1751338,567041,H
SAC_19_03_25_SAV,XSSAC,2019-03-25,Veg,N,,,,,,,,,,,,,,,,SAV,1.9,2020-10-05_DKCBN,H4,"13C, 15N",No,-26.73219576,323.7507796,,1.831033423,27.28295049,,1751339,567042,H
Ctri_19_12_09_Blrush,CosTri,2019-12-09,Veg,N,,,,,,,,,,,,,,,,Bullrush,1.8,2020-10-05_DKCBN,H5,"13C, 15N",No,-30.44560128,707.7151772,,4.928230689,5.977077817,Contained too little nitrogen,1751340,567043,H
Ctri_19_12_09_tules,CosTri,2019-12-09,Veg,N,,,,,,,,,,,,,,,,Tule,1.8,2020-10-05_DKCBN,H6,"13C, 15N",No,-28.46742051,725.4667366,,4.081855732,8.575647124,Contained too little nitrogen,1751341,567044,H
Ctri_19_12_09_OakLvs,CosTri,2019-12-09,Veg,N,,,,,,,,,,,,,,,,OakLeaves,1.9,2020-10-05_DKCBN,H7,"13C, 15N",No,-31.49974075,890.6052751,,0.897291127,16.03986429,Precision decreases for samples containing less than 20ugN,1751342,567045,H
Ctri_19_12_09_PprWd,CosTri,2019-12-09,Veg,N,,,,,,,,,,,,,,,,Pepperweed,1.8,2020-10-05_DKCBN,H8,"13C, 15N",No,-27.21659339,811.9056812,,5.900952817,18.10520052,Precision decreases for samples containing less than 20ugN,1751343,567046,H
Ctri_19_03_19_BioFlm,CosTri,2019-03-19,Veg,N,,,,,,,,,,,,,,,,BioFilm,1.8,2020-10-05_DKCBN,H9,"13C, 15N",No,-30.10328222,152.7460842,,5.00083935,18.31282062,Precision decreases for samples containing less than 20ugN,1751344,567047,H
BM 2-25-20 Algae,BabyMarsh,2020-02-25,Veg,N,,,,,,,,,,,,,,,,BenthicAlamentousAlgae,1.8,20210428DKCBN,A1,"13C, 15N",No,-34.02698818,114.381068,,7.785193068,13.09108837,Precision decreases for samples containing less than 20ugN,1797068,586859,H
Cos Beach 12/20/18 A,CosBeach,2018-12-20,POC,Y,,A,0.112,0.1673,0.0553,55.3,,,,,,,,,,,,DRKCBN 9/23/19,A1,"13C, 15N",No,-28.29312445,407.7996036,,5.96827775,57.22710998,,1660235,475107,Q
Cos Beach 12/20/18 B,CosBeach,2018-12-20,POC,Y,,B,0.1152,0.1715,0.0563,56.3,,,,,,,,,,,,DRKCBN 9/23/19,A2,"13C, 15N",No,-30.90126437,434.803738,,2.528751097,64.34334053,,1660236,475108,Q
Knaggs6 1/08/19 A,Knaggs6,2019-01-08,POC,Y,,A,0.112,0.1727,0.0607,60.7,,,,,,,,,,,,DRKCBN 9/23/19,A3,"13C, 15N",No,-28.12604468,239.3691062,,4.779485353,29.35921594,,1660237,475109,Q
Knaggs6 1/08/19 B,Knaggs6,2019-01-08,POC,Y,,B,0.1124,0.1794,0.067,67,,,,,,,,,,,,DRKCBN 9/23/19,A4,"13C, 15N",No,-28.52828405,349.1636444,,3.983757294,42.2189766,,1660238,475110,Q
MokUSRR 1/17/19 A,MokUSRR,2019-01-17,POC,Y,1000,A,0.1134,0.1743,0.0609,60.9,,,,,,,,,,,,DRKCBN 9/23/19,A5,"13C, 15N",No,-25.99445725,301.2041254,,3.1908481,35.58343264,,1660239,475111,Q
MokUSRR 1/17/19 B,MokUSRR,2019-01-17,POC,Y,1100,B,0.1132,0.1729,0.0597,59.7,,,,,,,,,,,,DRKCBN 9/23/19,A6,"13C, 15N",No,-25.99272565,325.8395951,,2.984987631,37.0809607,,1660240,475112,Q
XSSAC 1/17/19 A,XSSAC,2019-01-17,POC,Y,225,A,0.1112,0.176,0.0648,64.8,,,,,,,,,,,,DRKCBN 9/23/19,A7,"13C, 15N",No,-27.02128907,309.3258267,,1.85150328,31.91246614,,1660241,475113,Q
XSSAC 1/17/19 B,XSSAC,2019-01-17,POC,Y,215,B,0.1115,0.1726,0.0611,61.1,,,,,,,,,,,,DRKCBN 9/23/19,A8,"13C, 15N",No,-27.16298619,245.3671017,,2.191650191,25.19131731,,1660242,475114,Q
CosBeach 1/17/19 A,CosBeach,2019-01-17,POC,Y,400,A,0.1104,0.1689,0.0585,58.5,,,,,,,,,,,,DRKCBN 9/23/19,B1,"13C, 15N",No,-29.68406158,346.1604966,,3.906642693,42.71885911,,1660243,475115,Q
CosBeach 1/17/19 B,CosBeach,2019-01-17,POC,Y,400,B,0.1103,0.1718,0.0615,61.5,,,,,,,,,,,,DRKCBN 9/23/19,B2,"13C, 15N",No,-29.0095159,343.0238185,,3.53688903,40.94121797,,1660244,475116,Q
CosTri 1/17/19 A,CosTri,2019-01-17,POC,Y,250,A,0.1106,0.1685,0.0579,57.9,,,,,,,,,,,,DRKCBN 9/23/19,B3,"13C, 15N",No,-25.11122126,437.8513525,,4.345927236,57.67106933,,1660245,475117,Q
CosTri 1/17/19 B,CosTri,2019-01-17,POC,Y,250,B,0.1108,0.163,0.0522,52.2,,,,,,,,,,,,DRKCBN 9/23/19,B4,"13C, 15N",No,-25.13167862,411.4622763,,4.322934794,52.70983301,,1660246,475118,Q
Knaggs6 1/17/19 A,Knaggs6,2019-01-17,POC,Y,660,A,0.1111,0.1794,0.0683,68.3,,,,,,,,,,,,DRKCBN 9/23/19,B5,"13C, 15N",No,-27.66930165,451.3169037,,2.210700627,59.50812089,,1660247,475125,Q
XSSAC 1/28/19 A,XSSAC,2019-01-28,POC,Y,300,A,0.1106,0.1722,0.0616,61.6,,,,,,,,,,,,DRKCBN 9/23/19,B6,"13C, 15N",No,-27.83885392,213.0088606,,1.663760554,23.98316148,,1660248,475126,Q
Knaggs6 1/29/19 A,Knaggs6,2019-01-29,POC,Y,300,A,0.1102,0.1694,0.0592,59.2,,,,,,,,,,,,DRKCBN 9/23/19,B7,"13C, 15N",No,-28.47330466,251.2973959,,3.789671557,34.59628531,,1660249,475127,Q
