"Plot Title: 20568277"
"#","Date Time, GMT-07:00","DO conc, mg/L (LGR S/N: 20568277, SEN S/N: 20568277)","Temp, °C (LGR S/N: 20568277, SEN S/N: 20568277)"
5466,05/21/19 10:15:00 AM,7.56,22.72
5467,05/21/19 10:30:00 AM,7.65,22.72
5468,05/21/19 10:45:00 AM,7.69,22.74
5469,05/21/19 11:00:00 AM,7.72,22.76
5470,05/21/19 11:15:00 AM,7.73,22.78
5471,05/21/19 11:30:00 AM,7.73,22.80
5472,05/21/19 11:45:00 AM,7.73,22.82
5473,05/21/19 12:00:00 PM,7.73,22.86
5474,05/21/19 12:15:00 PM,7.72,22.88
5475,05/21/19 12:30:00 PM,7.72,22.90
5476,05/21/19 12:45:00 PM,7.73,22.94
5477,05/21/19 01:00:00 PM,7.73,22.96
5478,05/21/19 01:15:00 PM,7.73,22.96
5479,05/21/19 01:30:00 PM,7.73,22.98
5480,05/21/19 01:45:00 PM,7.74,22.98
5481,05/21/19 02:00:00 PM,7.72,22.98
5482,05/21/19 02:15:00 PM,7.70,22.98
5483,05/21/19 02:30:00 PM,7.64,22.98
5484,05/21/19 02:45:00 PM,7.54,22.98
5485,05/21/19 03:00:00 PM,7.58,22.98
5486,05/21/19 03:15:00 PM,7.62,22.98
5487,05/21/19 03:30:00 PM,7.60,22.98
5488,05/21/19 03:45:00 PM,7.59,22.98
5489,05/21/19 04:00:00 PM,7.60,22.96
5490,05/21/19 04:15:00 PM,7.62,22.96
5491,05/21/19 04:30:00 PM,7.61,22.96
5492,05/21/19 04:45:00 PM,7.61,22.94
5493,05/21/19 05:00:00 PM,7.63,22.94
5494,05/21/19 05:15:00 PM,7.62,22.94
5495,05/21/19 05:30:00 PM,7.60,22.94
5496,05/21/19 05:45:00 PM,7.62,22.92
5497,05/21/19 06:00:00 PM,7.62,22.92
5498,05/21/19 06:15:00 PM,7.60,22.92
5499,05/21/19 06:30:00 PM,7.61,22.90
5500,05/21/19 06:45:00 PM,7.62,22.90
5501,05/21/19 07:00:00 PM,7.63,22.88
5502,05/21/19 07:15:00 PM,7.66,22.88
5503,05/21/19 07:30:00 PM,7.68,22.86
5504,05/21/19 07:45:00 PM,7.67,22.84
5505,05/21/19 08:00:00 PM,7.69,22.84
5506,05/21/19 08:15:00 PM,7.69,22.82
5507,05/21/19 08:30:00 PM,7.67,22.82
5508,05/21/19 08:45:00 PM,7.67,22.80
5509,05/21/19 09:00:00 PM,7.66,22.80
5510,05/21/19 09:15:00 PM,7.66,22.78
5511,05/21/19 09:30:00 PM,7.64,22.78
5512,05/21/19 09:45:00 PM,7.67,22.76
5513,05/21/19 10:00:00 PM,7.64,22.76
5514,05/21/19 10:15:00 PM,7.64,22.74
5515,05/21/19 10:30:00 PM,7.65,22.74
5516,05/21/19 10:45:00 PM,7.65,22.74
5517,05/21/19 11:00:00 PM,7.65,22.72
5518,05/21/19 11:15:00 PM,7.64,22.72
5519,05/21/19 11:30:00 PM,7.61,22.72
5520,05/21/19 11:45:00 PM,7.60,22.72
5521,05/22/19 12:00:00 AM,7.60,22.72
5522,05/22/19 12:15:00 AM,7.59,22.72
5523,05/22/19 12:30:00 AM,7.57,22.70
5524,05/22/19 12:45:00 AM,7.58,22.70
5525,05/22/19 01:00:00 AM,7.57,22.70
5526,05/22/19 01:15:00 AM,7.57,22.70
5527,05/22/19 01:30:00 AM,7.58,22.68
5528,05/22/19 01:45:00 AM,7.61,22.68
5529,05/22/19 02:00:00 AM,7.59,22.68
5530,05/22/19 02:15:00 AM,7.60,22.68
5531,05/22/19 02:30:00 AM,7.60,22.68
5532,05/22/19 02:45:00 AM,7.58,22.66
5533,05/22/19 03:00:00 AM,7.55,22.66
5534,05/22/19 03:15:00 AM,7.60,22.64
5535,05/22/19 03:30:00 AM,7.62,22.64
5536,05/22/19 03:45:00 AM,7.60,22.62
5537,05/22/19 04:00:00 AM,7.62,22.62
5538,05/22/19 04:15:00 AM,7.63,22.62
5539,05/22/19 04:30:00 AM,7.64,22.60
5540,05/22/19 04:45:00 AM,7.65,22.60
5541,05/22/19 05:00:00 AM,7.67,22.58
5542,05/22/19 05:15:00 AM,7.66,22.58
5543,05/22/19 05:30:00 AM,7.68,22.56
5544,05/22/19 05:45:00 AM,7.67,22.56
5545,05/22/19 06:00:00 AM,7.69,22.56
5546,05/22/19 06:15:00 AM,7.67,22.54
5547,05/22/19 06:30:00 AM,7.67,22.52
5548,05/22/19 06:45:00 AM,7.68,22.52
5549,05/22/19 07:00:00 AM,7.68,22.52
5550,05/22/19 07:15:00 AM,7.67,22.50
5551,05/22/19 07:30:00 AM,7.67,22.50
5552,05/22/19 07:45:00 AM,7.67,22.50
5553,05/22/19 08:00:00 AM,7.68,22.48
5554,05/22/19 08:15:00 AM,7.67,22.48
5555,05/22/19 08:30:00 AM,7.65,22.46
5556,05/22/19 08:45:00 AM,7.65,22.46
5557,05/22/19 09:00:00 AM,7.68,22.46
5558,05/22/19 09:15:00 AM,7.67,22.44
5559,05/22/19 09:30:00 AM,7.68,22.44
5560,05/22/19 09:45:00 AM,7.65,22.44
5561,05/22/19 10:00:00 AM,7.66,22.44
5562,05/22/19 10:15:00 AM,7.67,22.44
5563,05/22/19 10:30:00 AM,7.65,22.46
5564,05/22/19 10:45:00 AM,7.67,22.48
5565,05/22/19 11:00:00 AM,7.66,22.50
5566,05/22/19 11:15:00 AM,7.68,22.54
5567,05/22/19 11:30:00 AM,7.72,22.56
5568,05/22/19 11:45:00 AM,7.73,22.60
5569,05/22/19 12:00:00 PM,7.75,22.64
5570,05/22/19 12:15:00 PM,7.76,22.68
5571,05/22/19 12:30:00 PM,7.75,22.70
5572,05/22/19 12:45:00 PM,7.79,22.78
5573,05/22/19 01:00:00 PM,7.77,22.88
5574,05/22/19 01:15:00 PM,7.73,22.98
5575,05/22/19 01:30:00 PM,7.71,23.08
5576,05/22/19 01:45:00 PM,7.72,23.16
5577,05/22/19 02:00:00 PM,7.73,23.22
5578,05/22/19 02:15:00 PM,7.72,23.28
5579,05/22/19 02:30:00 PM,7.73,23.36
5580,05/22/19 02:45:00 PM,7.74,23.44
5581,05/22/19 03:00:00 PM,7.73,23.48
5582,05/22/19 03:15:00 PM,7.73,23.48
5583,05/22/19 03:30:00 PM,7.74,23.44
5584,05/22/19 03:45:00 PM,7.74,23.40
5585,05/22/19 04:00:00 PM,7.71,23.36
5586,05/22/19 04:15:00 PM,7.69,23.32
5587,05/22/19 04:30:00 PM,7.65,23.30
5588,05/22/19 04:45:00 PM,7.61,23.28
5589,05/22/19 05:00:00 PM,7.62,23.26
5590,05/22/19 05:15:00 PM,7.64,23.24
5591,05/22/19 05:30:00 PM,7.66,23.22
5592,05/22/19 05:45:00 PM,7.68,23.20
5593,05/22/19 06:00:00 PM,7.68,23.18
5594,05/22/19 06:15:00 PM,7.69,23.16
5595,05/22/19 06:30:00 PM,7.70,23.16
5596,05/22/19 06:45:00 PM,7.70,23.14
5597,05/22/19 07:00:00 PM,7.69,23.12
5598,05/22/19 07:15:00 PM,7.69,23.10
5599,05/22/19 07:30:00 PM,7.70,23.08
5600,05/22/19 07:45:00 PM,7.66,23.08
5601,05/22/19 08:00:00 PM,7.66,23.08
5602,05/22/19 08:15:00 PM,7.63,23.08
5603,05/22/19 08:30:00 PM,7.62,23.08
5604,05/22/19 08:45:00 PM,7.62,23.08
5605,05/22/19 09:00:00 PM,7.63,23.08
5606,05/22/19 09:15:00 PM,7.62,23.08
5607,05/22/19 09:30:00 PM,7.61,23.08
5608,05/22/19 09:45:00 PM,7.58,23.08
5609,05/22/19 10:00:00 PM,7.57,23.08
5610,05/22/19 10:15:00 PM,7.59,23.08
5611,05/22/19 10:30:00 PM,7.57,23.08
5612,05/22/19 10:45:00 PM,7.56,23.08
5613,05/22/19 11:00:00 PM,7.63,23.06
5614,05/22/19 11:15:00 PM,7.72,23.06
5615,05/22/19 11:30:00 PM,7.69,23.04
5616,05/22/19 11:45:00 PM,7.68,23.02
5617,05/23/19 12:00:00 AM,7.69,23.02
5618,05/23/19 12:15:00 AM,7.69,23.00
5619,05/23/19 12:30:00 AM,7.70,23.00
5620,05/23/19 12:45:00 AM,7.69,22.98
5621,05/23/19 01:00:00 AM,7.69,22.98
5622,05/23/19 01:15:00 AM,7.68,22.98
5623,05/23/19 01:30:00 AM,7.70,22.96
5624,05/23/19 01:45:00 AM,7.71,22.94
5625,05/23/19 02:00:00 AM,7.71,22.94
5626,05/23/19 02:15:00 AM,7.70,22.92
5627,05/23/19 02:30:00 AM,7.70,22.92
5628,05/23/19 02:45:00 AM,7.71,22.90
5629,05/23/19 03:00:00 AM,7.70,22.90
5630,05/23/19 03:15:00 AM,7.70,22.88
5631,05/23/19 03:30:00 AM,7.69,22.88
5632,05/23/19 03:45:00 AM,7.68,22.88
5633,05/23/19 04:00:00 AM,7.68,22.88
5634,05/23/19 04:15:00 AM,7.69,22.86
5635,05/23/19 04:30:00 AM,7.70,22.86
5636,05/23/19 04:45:00 AM,7.69,22.86
5637,05/23/19 05:00:00 AM,7.70,22.84
5638,05/23/19 05:15:00 AM,7.68,22.84
5639,05/23/19 05:30:00 AM,7.67,22.84
5640,05/23/19 05:45:00 AM,7.68,22.82
5641,05/23/19 06:00:00 AM,7.68,22.82
5642,05/23/19 06:15:00 AM,7.69,22.82
5643,05/23/19 06:30:00 AM,7.68,22.82
5644,05/23/19 06:45:00 AM,7.69,22.82
5645,05/23/19 07:00:00 AM,7.70,22.80
5646,05/23/19 07:15:00 AM,7.69,22.80
5647,05/23/19 07:30:00 AM,7.68,22.80
5648,05/23/19 07:45:00 AM,7.69,22.78
5649,05/23/19 08:00:00 AM,7.70,22.78
5650,05/23/19 08:15:00 AM,7.67,22.78
5651,05/23/19 08:30:00 AM,7.69,22.80
5652,05/23/19 08:45:00 AM,7.66,22.80
5653,05/23/19 09:00:00 AM,7.60,22.80
5654,05/23/19 09:15:00 AM,7.58,22.80
5655,05/23/19 09:30:00 AM,7.60,22.80
5656,05/23/19 09:45:00 AM,7.59,22.80
5657,05/23/19 10:00:00 AM,7.60,22.80
5658,05/23/19 10:15:00 AM,7.59,22.80
5659,05/23/19 10:30:00 AM,7.58,22.82
5660,05/23/19 10:45:00 AM,7.56,22.84
5661,05/23/19 11:00:00 AM,7.62,22.88
5662,05/23/19 11:15:00 AM,7.68,22.90
5663,05/23/19 11:30:00 AM,7.73,22.92
5664,05/23/19 11:45:00 AM,7.76,22.96
5665,05/23/19 12:00:00 PM,7.77,23.00
5666,05/23/19 12:15:00 PM,7.78,23.02
5667,05/23/19 12:30:00 PM,7.78,23.06
5668,05/23/19 12:45:00 PM,7.79,23.08
5669,05/23/19 01:00:00 PM,7.79,23.12
5670,05/23/19 01:15:00 PM,7.79,23.16
5671,05/23/19 01:30:00 PM,7.78,23.18
5672,05/23/19 01:45:00 PM,7.78,23.22
5673,05/23/19 02:00:00 PM,7.78,23.22
5674,05/23/19 02:15:00 PM,7.76,23.24
5675,05/23/19 02:30:00 PM,7.75,23.24
5676,05/23/19 02:45:00 PM,7.74,23.30
5677,05/23/19 03:00:00 PM,7.75,23.34
5678,05/23/19 03:15:00 PM,7.76,23.36
5679,05/23/19 03:30:00 PM,7.76,23.38
5680,05/23/19 03:45:00 PM,7.75,23.36
5681,05/23/19 04:00:00 PM,7.75,23.36
5682,05/23/19 04:15:00 PM,7.72,23.34
5683,05/23/19 04:30:00 PM,7.69,23.34
5684,05/23/19 04:45:00 PM,7.69,23.34
5685,05/23/19 05:00:00 PM,7.66,23.34
5686,05/23/19 05:15:00 PM,7.67,23.34
5687,05/23/19 05:30:00 PM,7.67,23.32
5688,05/23/19 05:45:00 PM,7.68,23.32
5689,05/23/19 06:00:00 PM,7.73,23.30
5690,05/23/19 06:15:00 PM,7.75,23.28
5691,05/23/19 06:30:00 PM,7.74,23.28
5692,05/23/19 06:45:00 PM,7.74,23.26
5693,05/23/19 07:00:00 PM,7.74,23.24
5694,05/23/19 07:15:00 PM,7.74,23.22
5695,05/23/19 07:30:00 PM,7.75,23.20
5696,05/23/19 07:45:00 PM,7.74,23.18
5697,05/23/19 08:00:00 PM,7.74,23.16
5698,05/23/19 08:15:00 PM,7.72,23.16
5699,05/23/19 08:30:00 PM,7.73,23.14
5700,05/23/19 08:45:00 PM,7.74,23.12
5701,05/23/19 09:00:00 PM,7.76,23.10
5702,05/23/19 09:15:00 PM,7.76,23.08
5703,05/23/19 09:30:00 PM,7.76,23.04
5704,05/23/19 09:45:00 PM,7.76,23.02
5705,05/23/19 10:00:00 PM,7.76,23.00
5706,05/23/19 10:15:00 PM,7.77,22.98
5707,05/23/19 10:30:00 PM,7.76,22.96
5708,05/23/19 10:45:00 PM,7.76,22.96
5709,05/23/19 11:00:00 PM,7.77,22.94
5710,05/23/19 11:15:00 PM,7.73,22.94
5711,05/23/19 11:30:00 PM,7.74,22.92
5712,05/23/19 11:45:00 PM,7.76,22.90
5713,05/24/19 12:00:00 AM,7.77,22.88
5714,05/24/19 12:15:00 AM,7.77,22.88
5715,05/24/19 12:30:00 AM,7.76,22.86
5716,05/24/19 12:45:00 AM,7.77,22.84
5717,05/24/19 01:00:00 AM,7.76,22.84
5718,05/24/19 01:15:00 AM,7.76,22.82
5719,05/24/19 01:30:00 AM,7.74,22.82
5720,05/24/19 01:45:00 AM,7.74,22.82
5721,05/24/19 02:00:00 AM,7.75,22.80
5722,05/24/19 02:15:00 AM,7.77,22.80
5723,05/24/19 02:30:00 AM,7.77,22.80
5724,05/24/19 02:45:00 AM,7.75,22.78
5725,05/24/19 03:00:00 AM,7.74,22.78
5726,05/24/19 03:15:00 AM,7.74,22.78
5727,05/24/19 03:30:00 AM,7.73,22.78
5728,05/24/19 03:45:00 AM,7.73,22.78
5729,05/24/19 04:00:00 AM,7.73,22.78
5730,05/24/19 04:15:00 AM,7.74,22.78
5731,05/24/19 04:30:00 AM,7.72,22.76
5732,05/24/19 04:45:00 AM,7.73,22.76
5733,05/24/19 05:00:00 AM,7.73,22.76
5734,05/24/19 05:15:00 AM,7.74,22.76
5735,05/24/19 05:30:00 AM,7.73,22.74
5736,05/24/19 05:45:00 AM,7.74,22.74
5737,05/24/19 06:00:00 AM,7.74,22.74
5738,05/24/19 06:15:00 AM,7.74,22.72
5739,05/24/19 06:30:00 AM,7.75,22.72
5740,05/24/19 06:45:00 AM,7.75,22.72
5741,05/24/19 07:00:00 AM,7.75,22.70
5742,05/24/19 07:15:00 AM,7.75,22.70
5743,05/24/19 07:30:00 AM,7.75,22.70
5744,05/24/19 07:45:00 AM,7.74,22.70
5745,05/24/19 08:00:00 AM,7.75,22.70
5746,05/24/19 08:15:00 AM,7.74,22.68
5747,05/24/19 08:30:00 AM,7.74,22.68
5748,05/24/19 08:45:00 AM,7.73,22.68
5749,05/24/19 09:00:00 AM,7.74,22.68
5750,05/24/19 09:15:00 AM,7.75,22.68
5751,05/24/19 09:30:00 AM,7.76,22.68
5752,05/24/19 09:45:00 AM,7.75,22.68
5753,05/24/19 10:00:00 AM,7.75,22.70
5754,05/24/19 10:15:00 AM,7.70,22.72
5755,05/24/19 10:30:00 AM,7.73,22.74
5756,05/24/19 10:45:00 AM,7.76,22.80
5757,05/24/19 11:00:00 AM,7.81,22.90
5758,05/24/19 11:15:00 AM,7.85,23.00
5759,05/24/19 11:30:00 AM,7.86,23.08
5760,05/24/19 11:45:00 AM,7.85,23.16
5761,05/24/19 12:00:00 PM,7.84,23.26
5762,05/24/19 12:15:00 PM,7.86,23.36
5763,05/24/19 12:30:00 PM,7.85,23.46
5764,05/24/19 12:45:00 PM,7.85,23.54
5765,05/24/19 01:00:00 PM,7.84,23.60
5766,05/24/19 01:15:00 PM,7.80,23.62
5767,05/24/19 01:30:00 PM,7.80,23.62
5768,05/24/19 01:45:00 PM,7.79,23.62
5769,05/24/19 02:00:00 PM,7.79,23.66
5770,05/24/19 02:15:00 PM,7.77,23.70
5771,05/24/19 02:30:00 PM,7.74,23.74
5772,05/24/19 02:45:00 PM,7.71,23.74
5773,05/24/19 03:00:00 PM,7.69,23.74
5774,05/24/19 03:15:00 PM,7.67,23.72
5775,05/24/19 03:30:00 PM,7.64,23.70
5776,05/24/19 03:45:00 PM,7.62,23.68
5777,05/24/19 04:00:00 PM,7.59,23.68
5778,05/24/19 04:15:00 PM,7.58,23.66
5779,05/24/19 04:30:00 PM,7.57,23.62
5780,05/24/19 04:45:00 PM,7.57,23.60
5781,05/24/19 05:00:00 PM,7.58,23.58
5782,05/24/19 05:15:00 PM,7.59,23.56
5783,05/24/19 05:30:00 PM,7.60,23.54
5784,05/24/19 05:45:00 PM,7.66,23.52
5785,05/24/19 06:00:00 PM,7.72,23.48
5786,05/24/19 06:15:00 PM,7.75,23.46
5787,05/24/19 06:30:00 PM,7.76,23.44
5788,05/24/19 06:45:00 PM,7.76,23.40
5789,05/24/19 07:00:00 PM,7.77,23.38
5790,05/24/19 07:15:00 PM,7.76,23.36
5791,05/24/19 07:30:00 PM,7.77,23.34
5792,05/24/19 07:45:00 PM,7.77,23.30
5793,05/24/19 08:00:00 PM,7.77,23.28
5794,05/24/19 08:15:00 PM,7.78,23.24
5795,05/24/19 08:30:00 PM,7.80,23.22
5796,05/24/19 08:45:00 PM,7.80,23.20
5797,05/24/19 09:00:00 PM,7.79,23.18
5798,05/24/19 09:15:00 PM,7.79,23.14
5799,05/24/19 09:30:00 PM,7.78,23.12
5800,05/24/19 09:45:00 PM,7.79,23.10
5801,05/24/19 10:00:00 PM,7.79,23.08
5802,05/24/19 10:15:00 PM,7.79,23.04
5803,05/24/19 10:30:00 PM,7.79,23.02
5804,05/24/19 10:45:00 PM,7.80,23.00
5805,05/24/19 11:00:00 PM,7.80,22.98
5806,05/24/19 11:15:00 PM,7.77,22.98
5807,05/24/19 11:30:00 PM,7.75,22.96
5808,05/24/19 11:45:00 PM,7.76,22.94
5809,05/25/19 12:00:00 AM,7.78,22.92
5810,05/25/19 12:15:00 AM,7.78,22.90
5811,05/25/19 12:30:00 AM,7.76,22.90
5812,05/25/19 12:45:00 AM,7.77,22.88
5813,05/25/19 01:00:00 AM,7.78,22.86
5814,05/25/19 01:15:00 AM,7.79,22.86
5815,05/25/19 01:30:00 AM,7.79,22.84
5816,05/25/19 01:45:00 AM,7.79,22.82
5817,05/25/19 02:00:00 AM,7.79,22.80
5818,05/25/19 02:15:00 AM,7.79,22.80
5819,05/25/19 02:30:00 AM,7.80,22.78
5820,05/25/19 02:45:00 AM,7.79,22.78
5821,05/25/19 03:00:00 AM,7.79,22.76
5822,05/25/19 03:15:00 AM,7.80,22.74
5823,05/25/19 03:30:00 AM,7.80,22.74
5824,05/25/19 03:45:00 AM,7.80,22.72
5825,05/25/19 04:00:00 AM,7.80,22.72
5826,05/25/19 04:15:00 AM,7.81,22.70
5827,05/25/19 04:30:00 AM,7.81,22.70
5828,05/25/19 04:45:00 AM,7.80,22.68
5829,05/25/19 05:00:00 AM,7.81,22.66
5830,05/25/19 05:15:00 AM,7.81,22.66
5831,05/25/19 05:30:00 AM,7.81,22.64
5832,05/25/19 05:45:00 AM,7.81,22.64
5833,05/25/19 06:00:00 AM,7.81,22.62
5834,05/25/19 06:15:00 AM,7.81,22.62
5835,05/25/19 06:30:00 AM,7.80,22.62
5836,05/25/19 06:45:00 AM,7.81,22.60
5837,05/25/19 07:00:00 AM,7.80,22.60
5838,05/25/19 07:15:00 AM,7.80,22.60
5839,05/25/19 07:30:00 AM,7.79,22.60
5840,05/25/19 07:45:00 AM,7.79,22.58
5841,05/25/19 08:00:00 AM,7.79,22.58
5842,05/25/19 08:15:00 AM,7.79,22.58
5843,05/25/19 08:30:00 AM,7.79,22.58
5844,05/25/19 08:45:00 AM,7.79,22.58
5845,05/25/19 09:00:00 AM,7.80,22.58
5846,05/25/19 09:15:00 AM,7.79,22.58
5847,05/25/19 09:30:00 AM,7.78,22.58
5848,05/25/19 09:45:00 AM,7.79,22.58
5849,05/25/19 10:00:00 AM,7.79,22.58
5850,05/25/19 10:15:00 AM,7.78,22.58
5851,05/25/19 10:30:00 AM,7.79,22.58
5852,05/25/19 10:45:00 AM,7.78,22.58
5853,05/25/19 11:00:00 AM,7.77,22.58
5854,05/25/19 11:15:00 AM,7.76,22.58
5855,05/25/19 11:30:00 AM,7.72,22.64
5856,05/25/19 11:45:00 AM,7.71,22.68
5857,05/25/19 12:00:00 PM,7.77,22.70
5858,05/25/19 12:15:00 PM,7.82,22.70
5859,05/25/19 12:30:00 PM,7.82,22.70
5860,05/25/19 12:45:00 PM,7.77,22.70
5861,05/25/19 01:00:00 PM,7.75,22.70
5862,05/25/19 01:15:00 PM,7.69,22.70
5863,05/25/19 01:30:00 PM,7.73,22.70
5864,05/25/19 01:45:00 PM,7.75,22.70
5865,05/25/19 02:00:00 PM,7.76,22.70
5866,05/25/19 02:15:00 PM,7.74,22.72
5867,05/25/19 02:30:00 PM,7.73,22.72
5868,05/25/19 02:45:00 PM,7.70,22.74
5869,05/25/19 03:00:00 PM,7.70,22.74
5870,05/25/19 03:15:00 PM,7.69,22.76
5871,05/25/19 03:30:00 PM,7.66,22.78
5872,05/25/19 03:45:00 PM,7.67,22.78
5873,05/25/19 04:00:00 PM,7.67,22.80
5874,05/25/19 04:15:00 PM,7.67,22.80
5875,05/25/19 04:30:00 PM,7.67,22.80
5876,05/25/19 04:45:00 PM,7.68,22.82
5877,05/25/19 05:00:00 PM,7.67,22.82
5878,05/25/19 05:15:00 PM,7.67,22.82
5879,05/25/19 05:30:00 PM,7.66,22.84
5880,05/25/19 05:45:00 PM,7.66,22.84
5881,05/25/19 06:00:00 PM,7.67,22.86
5882,05/25/19 06:15:00 PM,7.67,22.86
5883,05/25/19 06:30:00 PM,7.66,22.86
5884,05/25/19 06:45:00 PM,7.65,22.86
5885,05/25/19 07:00:00 PM,7.67,22.88
5886,05/25/19 07:15:00 PM,7.66,22.88
5887,05/25/19 07:30:00 PM,7.71,22.88
5888,05/25/19 07:45:00 PM,7.76,22.88
5889,05/25/19 08:00:00 PM,7.76,22.86
5890,05/25/19 08:15:00 PM,7.76,22.86
5891,05/25/19 08:30:00 PM,7.76,22.86
5892,05/25/19 08:45:00 PM,7.77,22.86
5893,05/25/19 09:00:00 PM,7.78,22.84
5894,05/25/19 09:15:00 PM,7.78,22.84
5895,05/25/19 09:30:00 PM,7.80,22.84
5896,05/25/19 09:45:00 PM,7.81,22.82
5897,05/25/19 10:00:00 PM,7.80,22.82
5898,05/25/19 10:15:00 PM,7.80,22.82
5899,05/25/19 10:30:00 PM,7.80,22.80
5900,05/25/19 10:45:00 PM,7.80,22.80
5901,05/25/19 11:00:00 PM,7.81,22.80
5902,05/25/19 11:15:00 PM,7.79,22.78
5903,05/25/19 11:30:00 PM,7.82,22.78
5904,05/25/19 11:45:00 PM,7.82,22.76
5905,05/26/19 12:00:00 AM,7.81,22.76
5906,05/26/19 12:15:00 AM,7.82,22.76
5907,05/26/19 12:30:00 AM,7.82,22.74
5908,05/26/19 12:45:00 AM,7.82,22.74
5909,05/26/19 01:00:00 AM,7.82,22.74
5910,05/26/19 01:15:00 AM,7.82,22.72
5911,05/26/19 01:30:00 AM,7.83,22.72
5912,05/26/19 01:45:00 AM,7.83,22.72
5913,05/26/19 02:00:00 AM,7.82,22.72
5914,05/26/19 02:15:00 AM,7.82,22.72
5915,05/26/19 02:30:00 AM,7.82,22.70
5916,05/26/19 02:45:00 AM,7.81,22.70
5917,05/26/19 03:00:00 AM,7.81,22.70
5918,05/26/19 03:15:00 AM,7.81,22.70
5919,05/26/19 03:30:00 AM,7.81,22.68
5920,05/26/19 03:45:00 AM,7.82,22.68
5921,05/26/19 04:00:00 AM,7.81,22.68
5922,05/26/19 04:15:00 AM,7.81,22.68
5923,05/26/19 04:30:00 AM,7.81,22.66
5924,05/26/19 04:45:00 AM,7.82,22.64
5925,05/26/19 05:00:00 AM,7.82,22.64
5926,05/26/19 05:15:00 AM,7.85,22.62
5927,05/26/19 05:30:00 AM,7.87,22.62
5928,05/26/19 05:45:00 AM,7.86,22.60
5929,05/26/19 06:00:00 AM,7.86,22.58
5930,05/26/19 06:15:00 AM,7.86,22.58
5931,05/26/19 06:30:00 AM,7.85,22.56
5932,05/26/19 06:45:00 AM,7.86,22.56
5933,05/26/19 07:00:00 AM,7.85,22.54
5934,05/26/19 07:15:00 AM,7.85,22.54
5935,05/26/19 07:30:00 AM,7.84,22.54
5936,05/26/19 07:45:00 AM,7.84,22.52
5937,05/26/19 08:00:00 AM,7.83,22.52
5938,05/26/19 08:15:00 AM,7.83,22.52
5939,05/26/19 08:30:00 AM,7.83,22.52
5940,05/26/19 08:45:00 AM,7.83,22.50
5941,05/26/19 09:00:00 AM,7.81,22.50
5942,05/26/19 09:15:00 AM,7.82,22.50
5943,05/26/19 09:30:00 AM,7.82,22.50
5944,05/26/19 09:45:00 AM,7.83,22.48
5945,05/26/19 10:00:00 AM,7.82,22.50
5946,05/26/19 10:15:00 AM,7.82,22.48
5947,05/26/19 10:30:00 AM,7.81,22.48
5948,05/26/19 10:45:00 AM,7.83,22.48
5949,05/26/19 11:00:00 AM,7.82,22.48
5950,05/26/19 11:15:00 AM,7.81,22.50
5951,05/26/19 11:30:00 AM,7.80,22.50
5952,05/26/19 11:45:00 AM,7.81,22.50
5953,05/26/19 12:00:00 PM,7.80,22.50
5954,05/26/19 12:15:00 PM,7.80,22.50
5955,05/26/19 12:30:00 PM,7.79,22.52
5956,05/26/19 12:45:00 PM,7.77,22.52
5957,05/26/19 01:00:00 PM,7.77,22.52
5958,05/26/19 01:15:00 PM,7.74,22.54
5959,05/26/19 01:30:00 PM,7.71,22.56
5960,05/26/19 01:45:00 PM,7.71,22.56
5961,05/26/19 02:00:00 PM,7.70,22.58
5962,05/26/19 02:15:00 PM,7.69,22.58
5963,05/26/19 02:30:00 PM,7.68,22.58
5964,05/26/19 02:45:00 PM,7.67,22.60
5965,05/26/19 03:00:00 PM,7.66,22.60
5966,05/26/19 03:15:00 PM,7.65,22.60
5967,05/26/19 03:30:00 PM,7.64,22.62
5968,05/26/19 03:45:00 PM,7.63,22.64
5969,05/26/19 04:00:00 PM,7.64,22.64
5970,05/26/19 04:15:00 PM,7.64,22.66
5971,05/26/19 04:30:00 PM,7.66,22.66
5972,05/26/19 04:45:00 PM,7.66,22.66
5973,05/26/19 05:00:00 PM,7.66,22.68
5974,05/26/19 05:15:00 PM,7.75,22.68
5975,05/26/19 05:30:00 PM,7.79,22.68
5976,05/26/19 05:45:00 PM,7.82,22.68
5977,05/26/19 06:00:00 PM,7.83,22.68
5978,05/26/19 06:15:00 PM,7.83,22.68
5979,05/26/19 06:30:00 PM,7.80,22.68
5980,05/26/19 06:45:00 PM,7.81,22.68
5981,05/26/19 07:00:00 PM,7.81,22.68
5982,05/26/19 07:15:00 PM,7.82,22.68
5983,05/26/19 07:30:00 PM,7.81,22.68
5984,05/26/19 07:45:00 PM,7.80,22.68
5985,05/26/19 08:00:00 PM,7.79,22.68
5986,05/26/19 08:15:00 PM,7.78,22.68
5987,05/26/19 08:30:00 PM,7.76,22.68
5988,05/26/19 08:45:00 PM,7.76,22.68
5989,05/26/19 09:00:00 PM,7.78,22.68
5990,05/26/19 09:15:00 PM,7.78,22.68
5991,05/26/19 09:30:00 PM,7.78,22.68
5992,05/26/19 09:45:00 PM,7.80,22.68
5993,05/26/19 10:00:00 PM,7.81,22.68
5994,05/26/19 10:15:00 PM,7.81,22.68
5995,05/26/19 10:30:00 PM,7.83,22.66
5996,05/26/19 10:45:00 PM,7.85,22.66
5997,05/26/19 11:00:00 PM,7.85,22.64
5998,05/26/19 11:15:00 PM,7.86,22.64
5999,05/26/19 11:30:00 PM,7.86,22.64
